Year,Series,Tipo de tecnología renovable,Territorio,Comarca,Municipio,Units,GeoCode,Value
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amorebieta-Etxano,Watts per cápita,Amorebieta-Etxano,113.2
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amorebieta-Etxano,Watts per cápita,Amorebieta-Etxano,145.2
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amorebieta-Etxano,Watts per cápita,Amorebieta-Etxano,101.6
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amorebieta-Etxano,Watts per cápita,Amorebieta-Etxano,132.5
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amorebieta-Etxano,Watts per cápita,Amorebieta-Etxano,266.7
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amorebieta-Etxano,Watts per cápita,Amorebieta-Etxano,375.4
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amorebieta-Etxano,Watts per cápita,Amorebieta-Etxano,180.0
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amorebieta-Etxano,Watts per cápita,Amorebieta-Etxano,125.3
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amorebieta-Etxano,Watts per cápita,Amorebieta-Etxano,124.7
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amorebieta-Etxano,Watts per cápita,Amorebieta-Etxano,131.3
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amorebieta-Etxano,Watts per cápita,Amorebieta-Etxano,378.8
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amoroto,Watts per cápita,Amoroto,474.7
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amoroto,Watts per cápita,Amoroto,470.2
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amoroto,Watts per cápita,Amoroto,471.9
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amoroto,Watts per cápita,Amoroto,485.2
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amoroto,Watts per cápita,Amoroto,244.4
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amoroto,Watts per cápita,Amoroto,257.6
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amoroto,Watts per cápita,Amoroto,248.7
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amoroto,Watts per cápita,Amoroto,3928.2
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amoroto,Watts per cápita,Amoroto,481.7
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amoroto,Watts per cápita,Amoroto,470.2
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amoroto,Watts per cápita,Amoroto,4000.0
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amoroto,Watts per cápita,Amoroto,493.5
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amoroto,Watts per cápita,Amoroto,250.0
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amurrio,Watts per cápita,Amurrio,174.6
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amurrio,Watts per cápita,Amurrio,245.5
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amurrio,Watts per cápita,Amurrio,178.0
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amurrio,Watts per cápita,Amurrio,177.7
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amurrio,Watts per cápita,Amurrio,226.4
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amurrio,Watts per cápita,Amurrio,166.5
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amurrio,Watts per cápita,Amurrio,176.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amurrio,Watts per cápita,Amurrio,300.1
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amurrio,Watts per cápita,Amurrio,313.8
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amurrio,Watts per cápita,Amurrio,208.2
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amurrio,Watts per cápita,Amurrio,193.6
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amurrio,Watts per cápita,Amurrio,177.0
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Amurrio,Watts per cápita,Amurrio,249.2
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Andoain,Watts per cápita,Andoain,3568.3
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Andoain,Watts per cápita,Andoain,3568.8
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Andoain,Watts per cápita,Andoain,3568.1
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Andoain,Watts per cápita,Andoain,3592.7
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Andoain,Watts per cápita,Andoain,3558.5
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Andoain,Watts per cápita,Andoain,3753.8
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Andoain,Watts per cápita,Andoain,3564.5
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Andoain,Watts per cápita,Andoain,3598.1
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Andoain,Watts per cápita,Andoain,3575.8
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Andoain,Watts per cápita,Andoain,3580.6
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Andoain,Watts per cápita,Andoain,3579.3
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Andoain,Watts per cápita,Andoain,3752.5
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Andoain,Watts per cápita,Andoain,3553.7
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Anoeta,Watts per cápita,Anoeta,1576.0
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Anoeta,Watts per cápita,Anoeta,1840.6
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Anoeta,Watts per cápita,Anoeta,1791.7
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Anoeta,Watts per cápita,Anoeta,1570.5
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Anoeta,Watts per cápita,Anoeta,1907.6
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Anoeta,Watts per cápita,Anoeta,1908.6
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Anoeta,Watts per cápita,Anoeta,1808.7
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Anoeta,Watts per cápita,Anoeta,1861.2
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Anoeta,Watts per cápita,Anoeta,1797.1
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Anoeta,Watts per cápita,Anoeta,2322.5
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Anoeta,Watts per cápita,Anoeta,1847.1
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Anoeta,Watts per cápita,Anoeta,1827.3
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Anoeta,Watts per cápita,Anoeta,2342.4
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Antzuola,Watts per cápita,Antzuola,520.8
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Antzuola,Watts per cápita,Antzuola,115.4
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Antzuola,Watts per cápita,Antzuola,135.4
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Antzuola,Watts per cápita,Antzuola,82.8
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Antzuola,Watts per cápita,Antzuola,151.9
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Antzuola,Watts per cápita,Antzuola,83.5
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Antzuola,Watts per cápita,Antzuola,116.9
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Antzuola,Watts per cápita,Antzuola,121.7
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Antzuola,Watts per cápita,Antzuola,83.4
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Antzuola,Watts per cápita,Antzuola,121.9
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Antzuola,Watts per cápita,Antzuola,197.1
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Antzuola,Watts per cápita,Antzuola,550.8
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Antzuola,Watts per cápita,Antzuola,82.6
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Añana,Watts per cápita,Añana,421.7
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Añana,Watts per cápita,Añana,404.6
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Añana,Watts per cápita,Añana,391.1
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Añana,Watts per cápita,Añana,393.3
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Añana,Watts per cápita,Añana,391.1
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Añana,Watts per cápita,Añana,400.0
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Añana,Watts per cápita,Añana,418.3
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Añana,Watts per cápita,Añana,411.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Añana,Watts per cápita,Añana,393.3
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Añana,Watts per cápita,Añana,402.3
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Añana,Watts per cápita,Añana,376.3
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Añana,Watts per cápita,Añana,395.5
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Añana,Watts per cápita,Añana,388.9
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arakaldo,Watts per cápita,Arakaldo,0.0
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arakaldo,Watts per cápita,Arakaldo,353.9
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arakaldo,Watts per cápita,Arakaldo,0.0
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arakaldo,Watts per cápita,Arakaldo,0.0
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arakaldo,Watts per cápita,Arakaldo,0.0
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arakaldo,Watts per cápita,Arakaldo,0.0
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arakaldo,Watts per cápita,Arakaldo,0.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arakaldo,Watts per cápita,Arakaldo,372.8
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arakaldo,Watts per cápita,Arakaldo,0.0
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arakaldo,Watts per cápita,Arakaldo,0.0
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arakaldo,Watts per cápita,Arakaldo,0.0
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arakaldo,Watts per cápita,Arakaldo,0.0
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arakaldo,Watts per cápita,Arakaldo,0.0
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arama,Watts per cápita,Arama,1095.2
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arama,Watts per cápita,Arama,0.0
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arama,Watts per cápita,Arama,1150.0
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arama,Watts per cápita,Arama,1045.5
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arama,Watts per cápita,Arama,1161.6
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arama,Watts per cápita,Arama,1138.6
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arama,Watts per cápita,Arama,1179.5
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arama,Watts per cápita,Arama,1090.1
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),,,,Arama,Watts per cápita,Arama,1079.8
