Year,Lurraldea,Eskualdea,Udalerria,Units,GeoCode,Value
2011,,,Usurbil,Ehunekoa,Usurbil,0.78
2012,,,Usurbil,Ehunekoa,Usurbil,0.73
2013,,,Usurbil,Ehunekoa,Usurbil,0.66
2014,,,Usurbil,Ehunekoa,Usurbil,0.84
2015,,,Usurbil,Ehunekoa,Usurbil,0.91
2016,,,Usurbil,Ehunekoa,Usurbil,0.97
2017,,,Usurbil,Ehunekoa,Usurbil,1.36
2018,,,Usurbil,Ehunekoa,Usurbil,1.56
2019,,,Usurbil,Ehunekoa,Usurbil,1.72
2020,,,Usurbil,Ehunekoa,Usurbil,1.68
2021,,,Usurbil,Ehunekoa,Usurbil,1.8
2010,,,Bergara,Ehunekoa,Bergara,1.37
2011,,,Bergara,Ehunekoa,Bergara,1.6
2012,,,Bergara,Ehunekoa,Bergara,1.82
2013,,,Bergara,Ehunekoa,Bergara,1.74
2014,,,Bergara,Ehunekoa,Bergara,2.04
2015,,,Bergara,Ehunekoa,Bergara,2.36
2016,,,Bergara,Ehunekoa,Bergara,2.18
2017,,,Bergara,Ehunekoa,Bergara,2.03
2018,,,Bergara,Ehunekoa,Bergara,2.75
2019,,,Bergara,Ehunekoa,Bergara,3.8
2020,,,Bergara,Ehunekoa,Bergara,4.0
2021,,,Bergara,Ehunekoa,Bergara,2.26
2010,,,Villabona,Ehunekoa,Villabona,0.0
2011,,,Villabona,Ehunekoa,Villabona,0.0
2012,,,Villabona,Ehunekoa,Villabona,0.0
2013,,,Villabona,Ehunekoa,Villabona,0.0
2014,,,Villabona,Ehunekoa,Villabona,0.0
2015,,,Villabona,Ehunekoa,Villabona,0.0
2016,,,Villabona,Ehunekoa,Villabona,0.0
2017,,,Villabona,Ehunekoa,Villabona,0.0
2018,,,Villabona,Ehunekoa,Villabona,0.0
2019,,,Villabona,Ehunekoa,Villabona,0.06
2020,,,Villabona,Ehunekoa,Villabona,0.06
2021,,,Villabona,Ehunekoa,Villabona,0.06
2010,,,Ordizia,Ehunekoa,Ordizia,0.0
2011,,,Ordizia,Ehunekoa,Ordizia,0.0
2012,,,Ordizia,Ehunekoa,Ordizia,0.0
2013,,,Ordizia,Ehunekoa,Ordizia,0.0
2014,,,Ordizia,Ehunekoa,Ordizia,0.0
2015,,,Ordizia,Ehunekoa,Ordizia,0.0
2016,,,Ordizia,Ehunekoa,Ordizia,0.0
2017,,,Ordizia,Ehunekoa,Ordizia,0.0
2018,,,Ordizia,Ehunekoa,Ordizia,0.0
2019,,,Ordizia,Ehunekoa,Ordizia,0.0
2020,,,Ordizia,Ehunekoa,Ordizia,0.0
2021,,,Ordizia,Ehunekoa,Ordizia,0.0
2010,,,Urretxu,Ehunekoa,Urretxu,2.34
2011,,,Urretxu,Ehunekoa,Urretxu,1.93
2012,,,Urretxu,Ehunekoa,Urretxu,2.11
2013,,,Urretxu,Ehunekoa,Urretxu,2.11
2014,,,Urretxu,Ehunekoa,Urretxu,2.42
2015,,,Urretxu,Ehunekoa,Urretxu,2.42
2016,,,Urretxu,Ehunekoa,Urretxu,2.42
2017,,,Urretxu,Ehunekoa,Urretxu,2.42
2018,,,Urretxu,Ehunekoa,Urretxu,2.42
2019,,,Urretxu,Ehunekoa,Urretxu,1.98
2020,,,Urretxu,Ehunekoa,Urretxu,2.45
2021,,,Urretxu,Ehunekoa,Urretxu,2.33
2010,,,Zaldibia,Ehunekoa,Zaldibia,0.0
2011,,,Zaldibia,Ehunekoa,Zaldibia,0.0
2012,,,Zaldibia,Ehunekoa,Zaldibia,0.0
2013,,,Zaldibia,Ehunekoa,Zaldibia,0.0
2014,,,Zaldibia,Ehunekoa,Zaldibia,0.0
2015,,,Zaldibia,Ehunekoa,Zaldibia,0.0
2016,,,Zaldibia,Ehunekoa,Zaldibia,0.0
2017,,,Zaldibia,Ehunekoa,Zaldibia,0.0
2018,,,Zaldibia,Ehunekoa,Zaldibia,0.0
2019,,,Zaldibia,Ehunekoa,Zaldibia,0.01
2020,,,Zaldibia,Ehunekoa,Zaldibia,0.01
2021,,,Zaldibia,Ehunekoa,Zaldibia,0.06
2010,,,Zarautz,Ehunekoa,Zarautz,0.13
2011,,,Zarautz,Ehunekoa,Zarautz,0.46
2012,,,Zarautz,Ehunekoa,Zarautz,0.46
2013,,,Zarautz,Ehunekoa,Zarautz,0.46
2014,,,Zarautz,Ehunekoa,Zarautz,0.73
2015,,,Zarautz,Ehunekoa,Zarautz,0.73
2016,,,Zarautz,Ehunekoa,Zarautz,0.75
2017,,,Zarautz,Ehunekoa,Zarautz,0.75
2018,,,Zarautz,Ehunekoa,Zarautz,0.82
2019,,,Zarautz,Ehunekoa,Zarautz,1.15
2020,,,Zarautz,Ehunekoa,Zarautz,2.11
2021,,,Zarautz,Ehunekoa,Zarautz,2.04
2010,,,Zumarraga,Ehunekoa,Zumarraga,0.94
2011,,,Zumarraga,Ehunekoa,Zumarraga,0.94
2012,,,Zumarraga,Ehunekoa,Zumarraga,1.08
2013,,,Zumarraga,Ehunekoa,Zumarraga,1.08
2014,,,Zumarraga,Ehunekoa,Zumarraga,1.08
2015,,,Zumarraga,Ehunekoa,Zumarraga,1.08
2016,,,Zumarraga,Ehunekoa,Zumarraga,5.79
2017,,,Zumarraga,Ehunekoa,Zumarraga,1.02
2018,,,Zumarraga,Ehunekoa,Zumarraga,1.76
2019,,,Zumarraga,Ehunekoa,Zumarraga,1.02
2020,,,Zumarraga,Ehunekoa,Zumarraga,1.02
2021,,,Zumarraga,Ehunekoa,Zumarraga,2.16
2010,,,Zumaia,Ehunekoa,Zumaia,0.37
2011,,,Zumaia,Ehunekoa,Zumaia,0.41
2012,,,Zumaia,Ehunekoa,Zumaia,0.42
2013,,,Zumaia,Ehunekoa,Zumaia,0.42
2014,,,Zumaia,Ehunekoa,Zumaia,0.42
2015,,,Zumaia,Ehunekoa,Zumaia,0.42
2016,,,Zumaia,Ehunekoa,Zumaia,0.42
2017,,,Zumaia,Ehunekoa,Zumaia,0.42
2018,,,Zumaia,Ehunekoa,Zumaia,0.87
2019,,,Zumaia,Ehunekoa,Zumaia,0.42
2020,,,Zumaia,Ehunekoa,Zumaia,0.42
2021,,,Zumaia,Ehunekoa,Zumaia,0.42
2010,,,Mendaro,Ehunekoa,Mendaro,0.0
2011,,,Mendaro,Ehunekoa,Mendaro,0.0
2012,,,Mendaro,Ehunekoa,Mendaro,0.0
2013,,,Mendaro,Ehunekoa,Mendaro,0.0
2014,,,Mendaro,Ehunekoa,Mendaro,0.0
2015,,,Mendaro,Ehunekoa,Mendaro,0.0
2016,,,Mendaro,Ehunekoa,Mendaro,0.0
2017,,,Mendaro,Ehunekoa,Mendaro,0.0
2018,,,Mendaro,Ehunekoa,Mendaro,0.0
2019,,,Mendaro,Ehunekoa,Mendaro,2.85
2020,,,Mendaro,Ehunekoa,Mendaro,0.4
2021,,,Mendaro,Ehunekoa,Mendaro,3.63
2010,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,0.0
2011,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,0.0
2012,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,0.0
2013,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,0.0
2014,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,0.0
2015,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,0.0
2016,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,0.0
2017,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,0.0
2018,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,0.0
2019,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,0.0
2020,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,0.0
2021,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,0.0
2010,,,Astigarraga,Ehunekoa,Astigarraga,1.27
2011,,,Astigarraga,Ehunekoa,Astigarraga,1.06
2012,,,Astigarraga,Ehunekoa,Astigarraga,1.36
2013,,,Astigarraga,Ehunekoa,Astigarraga,1.62
2014,,,Astigarraga,Ehunekoa,Astigarraga,1.66
2015,,,Astigarraga,Ehunekoa,Astigarraga,1.93
2016,,,Astigarraga,Ehunekoa,Astigarraga,2.29
2017,,,Astigarraga,Ehunekoa,Astigarraga,3.53
2018,,,Astigarraga,Ehunekoa,Astigarraga,3.53
2019,,,Astigarraga,Ehunekoa,Astigarraga,3.27
2020,,,Astigarraga,Ehunekoa,Astigarraga,2.34
2021,,,Astigarraga,Ehunekoa,Astigarraga,3.63
2010,,,Baliarrain,Ehunekoa,Baliarrain,0.0
2011,,,Baliarrain,Ehunekoa,Baliarrain,0.0
2012,,,Baliarrain,Ehunekoa,Baliarrain,0.0
2013,,,Baliarrain,Ehunekoa,Baliarrain,0.0
2014,,,Baliarrain,Ehunekoa,Baliarrain,0.0
2015,,,Baliarrain,Ehunekoa,Baliarrain,0.0
2016,,,Baliarrain,Ehunekoa,Baliarrain,0.0
2017,,,Baliarrain,Ehunekoa,Baliarrain,0.0
2018,,,Baliarrain,Ehunekoa,Baliarrain,0.0
2019,,,Baliarrain,Ehunekoa,Baliarrain,8.19
2020,,,Baliarrain,Ehunekoa,Baliarrain,8.55
2021,,,Baliarrain,Ehunekoa,Baliarrain,8.62
2010,,,Orendain,Ehunekoa,Orendain,0.0
2011,,,Orendain,Ehunekoa,Orendain,0.0
2012,,,Orendain,Ehunekoa,Orendain,0.0
2013,,,Orendain,Ehunekoa,Orendain,0.0
2014,,,Orendain,Ehunekoa,Orendain,0.0
2015,,,Orendain,Ehunekoa,Orendain,0.0
2016,,,Orendain,Ehunekoa,Orendain,0.0
2017,,,Orendain,Ehunekoa,Orendain,7.04
2018,,,Orendain,Ehunekoa,Orendain,7.73
2019,,,Orendain,Ehunekoa,Orendain,8.01
2020,,,Orendain,Ehunekoa,Orendain,7.31
2021,,,Orendain,Ehunekoa,Orendain,7.8
2010,,,Altzaga,Ehunekoa,Altzaga,0.0
2011,,,Altzaga,Ehunekoa,Altzaga,0.0
2012,,,Altzaga,Ehunekoa,Altzaga,0.0
2013,,,Altzaga,Ehunekoa,Altzaga,1.89
2014,,,Altzaga,Ehunekoa,Altzaga,2.75
2015,,,Altzaga,Ehunekoa,Altzaga,2.82
2016,,,Altzaga,Ehunekoa,Altzaga,2.42
2017,,,Altzaga,Ehunekoa,Altzaga,3.81
2018,,,Altzaga,Ehunekoa,Altzaga,2.98
2019,,,Altzaga,Ehunekoa,Altzaga,3.33
2020,,,Altzaga,Ehunekoa,Altzaga,5.4
2021,,,Altzaga,Ehunekoa,Altzaga,5.45
2010,,,Gaztelu,Ehunekoa,Gaztelu,0.0
2011,,,Gaztelu,Ehunekoa,Gaztelu,0.66
2012,,,Gaztelu,Ehunekoa,Gaztelu,0.66
2013,,,Gaztelu,Ehunekoa,Gaztelu,1.02
2014,,,Gaztelu,Ehunekoa,Gaztelu,1.02
2015,,,Gaztelu,Ehunekoa,Gaztelu,1.02
2016,,,Gaztelu,Ehunekoa,Gaztelu,1.02
2017,,,Gaztelu,Ehunekoa,Gaztelu,0.0
2018,,,Gaztelu,Ehunekoa,Gaztelu,0.0
2019,,,Gaztelu,Ehunekoa,Gaztelu,0.85
2020,,,Gaztelu,Ehunekoa,Gaztelu,0.91
2021,,,Gaztelu,Ehunekoa,Gaztelu,3.52
2010,Bizkaia,,,Ehunekoa,Bizkaia,0.94
2011,Bizkaia,,,Ehunekoa,Bizkaia,1.06
2012,Bizkaia,,,Ehunekoa,Bizkaia,1.08
2013,Bizkaia,,,Ehunekoa,Bizkaia,1.14
2014,Bizkaia,,,Ehunekoa,Bizkaia,0.88
2015,Bizkaia,,,Ehunekoa,Bizkaia,0.99
2016,Bizkaia,,,Ehunekoa,Bizkaia,1.05
2017,Bizkaia,,,Ehunekoa,Bizkaia,1.14
2018,Bizkaia,,,Ehunekoa,Bizkaia,1.22
2019,Bizkaia,,,Ehunekoa,Bizkaia,1.64
2020,Bizkaia,,,Ehunekoa,Bizkaia,1.96
2021,Bizkaia,,,Ehunekoa,Bizkaia,2.24
2010,,,Abadiño,Ehunekoa,Abadiño,0.29
2011,,,Abadiño,Ehunekoa,Abadiño,0.41
2012,,,Abadiño,Ehunekoa,Abadiño,0.4
2013,,,Abadiño,Ehunekoa,Abadiño,0.39
2014,,,Abadiño,Ehunekoa,Abadiño,0.33
2015,,,Abadiño,Ehunekoa,Abadiño,0.33
2016,,,Abadiño,Ehunekoa,Abadiño,0.19
2017,,,Abadiño,Ehunekoa,Abadiño,0.21
2018,,,Abadiño,Ehunekoa,Abadiño,0.18
2019,,,Abadiño,Ehunekoa,Abadiño,2.66
2020,,,Abadiño,Ehunekoa,Abadiño,3.75
2021,,,Abadiño,Ehunekoa,Abadiño,3.94
2010,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,0.0
2011,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,0.0
2012,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,0.0
2013,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,0.0
2014,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,0.0
2015,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,0.0
2016,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,0.0
2017,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,0.0
2018,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,1.1
2019,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,0.03
2020,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,0.19
2021,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,0.19
2010,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,1.28
2011,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,1.28
2012,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,0.91
2013,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,0.95
2014,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,0.07
2015,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,0.11
2016,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,0.52
2017,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,0.75
2018,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,1.07
2019,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,1.51
2020,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,1.63
2021,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,2.02
2010,,,Amoroto,Ehunekoa,Amoroto,1.02
2011,,,Amoroto,Ehunekoa,Amoroto,1.28
2012,,,Amoroto,Ehunekoa,Amoroto,1.28
2013,,,Amoroto,Ehunekoa,Amoroto,1.94
2014,,,Amoroto,Ehunekoa,Amoroto,1.34
2015,,,Amoroto,Ehunekoa,Amoroto,1.21
2016,,,Amoroto,Ehunekoa,Amoroto,1.2
2017,,,Amoroto,Ehunekoa,Amoroto,1.2
2018,,,Amoroto,Ehunekoa,Amoroto,1.2
2019,,,Amoroto,Ehunekoa,Amoroto,1.95
2020,,,Amoroto,Ehunekoa,Amoroto,6.25
2021,,,Amoroto,Ehunekoa,Amoroto,6.1
2010,,,Arakaldo,Ehunekoa,Arakaldo,0.0
2011,,,Arakaldo,Ehunekoa,Arakaldo,0.0
2012,,,Arakaldo,Ehunekoa,Arakaldo,0.0
2013,,,Arakaldo,Ehunekoa,Arakaldo,0.0
2014,,,Arakaldo,Ehunekoa,Arakaldo,0.0
2015,,,Arakaldo,Ehunekoa,Arakaldo,0.0
2016,,,Arakaldo,Ehunekoa,Arakaldo,0.0
2017,,,Arakaldo,Ehunekoa,Arakaldo,0.0
2018,,,Arakaldo,Ehunekoa,Arakaldo,0.0
2019,,,Arakaldo,Ehunekoa,Arakaldo,0.0
2020,,,Arakaldo,Ehunekoa,Arakaldo,0.24
2021,,,Arakaldo,Ehunekoa,Arakaldo,0.24
2010,,,Arantzazu,Ehunekoa,Arantzazu,0.0
2011,,,Arantzazu,Ehunekoa,Arantzazu,0.0
2012,,,Arantzazu,Ehunekoa,Arantzazu,0.0
2013,,,Arantzazu,Ehunekoa,Arantzazu,0.0
2014,,,Arantzazu,Ehunekoa,Arantzazu,0.0
2015,,,Arantzazu,Ehunekoa,Arantzazu,0.0
2016,,,Arantzazu,Ehunekoa,Arantzazu,0.18
2017,,,Arantzazu,Ehunekoa,Arantzazu,0.17
2018,,,Arantzazu,Ehunekoa,Arantzazu,0.09
2019,,,Arantzazu,Ehunekoa,Arantzazu,0.18
2020,,,Arantzazu,Ehunekoa,Arantzazu,0.18
2021,,,Arantzazu,Ehunekoa,Arantzazu,0.18
2010,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,0.0
2011,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,0.0
2012,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,0.0
2013,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,0.0
2014,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,0.0
2015,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,0.0
2016,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,0.0
2017,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,0.0
2018,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,0.0
2019,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,0.0
2020,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,0.0
2021,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,0.0
2010,,,Artzentales,Ehunekoa,Artzentales,1.5
2011,,,Artzentales,Ehunekoa,Artzentales,2.02
2012,,,Artzentales,Ehunekoa,Artzentales,2.02
2013,,,Artzentales,Ehunekoa,Artzentales,2.06
2014,,,Artzentales,Ehunekoa,Artzentales,1.69
2015,,,Artzentales,Ehunekoa,Artzentales,1.69
2016,,,Artzentales,Ehunekoa,Artzentales,1.65
2017,,,Artzentales,Ehunekoa,Artzentales,1.69
2018,,,Artzentales,Ehunekoa,Artzentales,1.66
2019,,,Artzentales,Ehunekoa,Artzentales,1.69
2020,,,Artzentales,Ehunekoa,Artzentales,1.64
2021,,,Artzentales,Ehunekoa,Artzentales,1.97
2010,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,0.0
2011,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,0.12
2012,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,0.12
2013,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,0.12
2014,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,0.06
2015,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,0.06
2016,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,0.06
2017,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,0.06
2018,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,0.06
2019,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,0.06
2020,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,0.06
2021,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,0.0
2010,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,4.04
2011,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,4.4
2012,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,4.32
2013,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,4.73
2014,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,3.56
2015,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,3.74
2016,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,3.77
2017,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,4.44
2018,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,4.52
2019,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,5.02
2020,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,5.13
2021,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,5.82
2010,,,Arrieta,Ehunekoa,Arrieta,0.0
2011,,,Arrieta,Ehunekoa,Arrieta,0.0
2012,,,Arrieta,Ehunekoa,Arrieta,0.1
2013,,,Arrieta,Ehunekoa,Arrieta,0.08
2014,,,Arrieta,Ehunekoa,Arrieta,0.14
2015,,,Arrieta,Ehunekoa,Arrieta,0.14
2016,,,Arrieta,Ehunekoa,Arrieta,1.03
2017,,,Arrieta,Ehunekoa,Arrieta,1.01
2018,,,Arrieta,Ehunekoa,Arrieta,1.43
2019,,,Arrieta,Ehunekoa,Arrieta,1.37
2020,,,Arrieta,Ehunekoa,Arrieta,4.14
2021,,,Arrieta,Ehunekoa,Arrieta,4.14
2010,,,Arrigorriaga,Ehunekoa,Arrigorriaga,0.0
2011,,,Arrigorriaga,Ehunekoa,Arrigorriaga,0.0
2012,,,Arrigorriaga,Ehunekoa,Arrigorriaga,0.0
2013,,,Arrigorriaga,Ehunekoa,Arrigorriaga,0.0
2014,,,Arrigorriaga,Ehunekoa,Arrigorriaga,0.0
2015,,,Arrigorriaga,Ehunekoa,Arrigorriaga,0.0
2016,,,Arrigorriaga,Ehunekoa,Arrigorriaga,0.0
2017,,,Arrigorriaga,Ehunekoa,Arrigorriaga,0.0
2018,,,Arrigorriaga,Ehunekoa,Arrigorriaga,0.0
2019,,,Arrigorriaga,Ehunekoa,Arrigorriaga,0.0
2020,,,Arrigorriaga,Ehunekoa,Arrigorriaga,0.0
2021,,,Arrigorriaga,Ehunekoa,Arrigorriaga,0.0
2010,,,Bakio,Ehunekoa,Bakio,0.44
2011,,,Bakio,Ehunekoa,Bakio,0.62
2012,,,Bakio,Ehunekoa,Bakio,0.62
2013,,,Bakio,Ehunekoa,Bakio,0.61
2014,,,Bakio,Ehunekoa,Bakio,0.44
2015,,,Bakio,Ehunekoa,Bakio,0.67
2016,,,Bakio,Ehunekoa,Bakio,1.98
2017,,,Bakio,Ehunekoa,Bakio,1.86
2018,,,Bakio,Ehunekoa,Bakio,2.26
2019,,,Bakio,Ehunekoa,Bakio,2.26
2020,,,Bakio,Ehunekoa,Bakio,1.14
2021,,,Bakio,Ehunekoa,Bakio,1.14
2010,,,Barakaldo,Ehunekoa,Barakaldo,0.0
2011,,,Barakaldo,Ehunekoa,Barakaldo,0.0
2012,,,Barakaldo,Ehunekoa,Barakaldo,0.0
2013,,,Barakaldo,Ehunekoa,Barakaldo,0.0
2014,,,Barakaldo,Ehunekoa,Barakaldo,0.0
2015,,,Barakaldo,Ehunekoa,Barakaldo,0.0
2016,,,Barakaldo,Ehunekoa,Barakaldo,0.0
2017,,,Barakaldo,Ehunekoa,Barakaldo,0.0
2018,,,Barakaldo,Ehunekoa,Barakaldo,0.0
2019,,,Barakaldo,Ehunekoa,Barakaldo,0.0
2020,,,Barakaldo,Ehunekoa,Barakaldo,0.0
2021,,,Barakaldo,Ehunekoa,Barakaldo,0.0
2010,,,Barrika,Ehunekoa,Barrika,0.0
2011,,,Barrika,Ehunekoa,Barrika,1.3
2012,,,Barrika,Ehunekoa,Barrika,1.3
2013,,,Barrika,Ehunekoa,Barrika,1.3
2014,,,Barrika,Ehunekoa,Barrika,0.66
2015,,,Barrika,Ehunekoa,Barrika,0.66
2016,,,Barrika,Ehunekoa,Barrika,0.66
2017,,,Barrika,Ehunekoa,Barrika,0.0
2018,,,Barrika,Ehunekoa,Barrika,0.0
2019,,,Barrika,Ehunekoa,Barrika,0.0
2020,,,Barrika,Ehunekoa,Barrika,0.0
2021,,,Barrika,Ehunekoa,Barrika,0.34
2010,,,Basauri,Ehunekoa,Basauri,0.0
2011,,,Basauri,Ehunekoa,Basauri,0.0
2012,,,Basauri,Ehunekoa,Basauri,0.0
2013,,,Basauri,Ehunekoa,Basauri,0.0
2014,,,Basauri,Ehunekoa,Basauri,0.0
2015,,,Basauri,Ehunekoa,Basauri,0.0
2016,,,Basauri,Ehunekoa,Basauri,0.0
2017,,,Basauri,Ehunekoa,Basauri,0.0
2018,,,Basauri,Ehunekoa,Basauri,0.0
2019,,,Basauri,Ehunekoa,Basauri,0.0
2020,,,Basauri,Ehunekoa,Basauri,0.0
2021,,,Basauri,Ehunekoa,Basauri,0.0
2010,,,Berango,Ehunekoa,Berango,0.0
2011,,,Berango,Ehunekoa,Berango,0.0
2012,,,Berango,Ehunekoa,Berango,0.0
2013,,,Berango,Ehunekoa,Berango,0.0
2014,,,Berango,Ehunekoa,Berango,0.0
2015,,,Berango,Ehunekoa,Berango,0.0
2016,,,Berango,Ehunekoa,Berango,0.0
2017,,,Berango,Ehunekoa,Berango,0.0
2018,,,Berango,Ehunekoa,Berango,0.0
2019,,,Berango,Ehunekoa,Berango,0.0
2020,,,Berango,Ehunekoa,Berango,0.0
2021,,,Berango,Ehunekoa,Berango,0.04
2010,,,Bermeo,Ehunekoa,Bermeo,0.28
2011,,,Bermeo,Ehunekoa,Bermeo,0.28
2012,,,Bermeo,Ehunekoa,Bermeo,0.54
2013,,,Bermeo,Ehunekoa,Bermeo,0.56
2014,,,Bermeo,Ehunekoa,Bermeo,0.4
2015,,,Bermeo,Ehunekoa,Bermeo,0.41
2016,,,Bermeo,Ehunekoa,Bermeo,0.99
2017,,,Bermeo,Ehunekoa,Bermeo,1.05
2018,,,Bermeo,Ehunekoa,Bermeo,1.1
2019,,,Bermeo,Ehunekoa,Bermeo,1.15
2020,,,Bermeo,Ehunekoa,Bermeo,1.15
2021,,,Bermeo,Ehunekoa,Bermeo,1.06
2010,,,Berriatua,Ehunekoa,Berriatua,0.0
2011,,,Berriatua,Ehunekoa,Berriatua,0.85
2012,,,Berriatua,Ehunekoa,Berriatua,0.85
2013,,,Berriatua,Ehunekoa,Berriatua,0.49
2014,,,Berriatua,Ehunekoa,Berriatua,0.55
