Year,Serie,Sexo,Cobertura,Residencia,Discapacidad,Territorio,Comarca,Municipio,Unidad,GeoCode,Value
2019,AES,,TIT,,,,,Iruraiz-Gauna,Por 1.000 habitantes,Iruraiz-Gauna,0.0
2020,AES,,TIT,,,,,Iruraiz-Gauna,Por 1.000 habitantes,Iruraiz-Gauna,1.8
2021,AES,,TIT,,,,,Iruraiz-Gauna,Por 1.000 habitantes,Iruraiz-Gauna,1.8
2022,AES,,TIT,,,,,Iruraiz-Gauna,Por 1.000 habitantes,Iruraiz-Gauna,0.0
2010,AES,,TIT,,,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,8.1
2011,AES,,TIT,,,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,8.0
2012,AES,,TIT,,,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,7.3
2013,AES,,TIT,,,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,6.6
2014,AES,,TIT,,,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,9.3
2015,AES,,TIT,,,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,14.7
2016,AES,,TIT,,,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,8.1
2017,AES,,TIT,,,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,6.7
2018,AES,,TIT,,,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,10.7
2019,AES,,TIT,,,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,10.5
2020,AES,,TIT,,,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,10.1
2021,AES,,TIT,,,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,10.6
2022,AES,,TIT,,,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,9.9
2010,AES,,TIT,,,,ES0103,,Por 1.000 habitantes,ES0103,3.4
2011,AES,,TIT,,,,ES0103,,Por 1.000 habitantes,ES0103,3.1
2012,AES,,TIT,,,,ES0103,,Por 1.000 habitantes,ES0103,3.8
2013,AES,,TIT,,,,ES0103,,Por 1.000 habitantes,ES0103,3.2
2014,AES,,TIT,,,,ES0103,,Por 1.000 habitantes,ES0103,3.3
2015,AES,,TIT,,,,ES0103,,Por 1.000 habitantes,ES0103,5.3
2016,AES,,TIT,,,,ES0103,,Por 1.000 habitantes,ES0103,4.3
2017,AES,,TIT,,,,ES0103,,Por 1.000 habitantes,ES0103,2.7
2018,AES,,TIT,,,,ES0103,,Por 1.000 habitantes,ES0103,4.0
2019,AES,,TIT,,,,ES0103,,Por 1.000 habitantes,ES0103,5.0
2020,AES,,TIT,,,,ES0103,,Por 1.000 habitantes,ES0103,4.8
2021,AES,,TIT,,,,ES0103,,Por 1.000 habitantes,ES0103,4.7
2022,AES,,TIT,,,,ES0103,,Por 1.000 habitantes,ES0103,3.7
2010,AES,,TIT,,,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2011,AES,,TIT,,,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2012,AES,,TIT,,,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2013,AES,,TIT,,,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2014,AES,,TIT,,,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2015,AES,,TIT,,,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2016,AES,,TIT,,,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2017,AES,,TIT,,,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2018,AES,,TIT,,,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2019,AES,,TIT,,,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2020,AES,,TIT,,,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2021,AES,,TIT,,,,,Lagrán,Por 1.000 habitantes,Lagrán,5.4
2022,AES,,TIT,,,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2010,AES,,TIT,,,,,Laguardia,Por 1.000 habitantes,Laguardia,4.4
2011,AES,,TIT,,,,,Laguardia,Por 1.000 habitantes,Laguardia,3.1
2012,AES,,TIT,,,,,Laguardia,Por 1.000 habitantes,Laguardia,3.7
2013,AES,,TIT,,,,,Laguardia,Por 1.000 habitantes,Laguardia,3.8
2014,AES,,TIT,,,,,Laguardia,Por 1.000 habitantes,Laguardia,4.4
2015,AES,,TIT,,,,,Laguardia,Por 1.000 habitantes,Laguardia,6.4
2016,AES,,TIT,,,,,Laguardia,Por 1.000 habitantes,Laguardia,6.5
2017,AES,,TIT,,,,,Laguardia,Por 1.000 habitantes,Laguardia,4.5
2018,AES,,TIT,,,,,Laguardia,Por 1.000 habitantes,Laguardia,3.2
2019,AES,,TIT,,,,,Laguardia,Por 1.000 habitantes,Laguardia,2.6
2020,AES,,TIT,,,,,Laguardia,Por 1.000 habitantes,Laguardia,6.5
2021,AES,,TIT,,,,,Laguardia,Por 1.000 habitantes,Laguardia,9.1
2022,AES,,TIT,,,,,Laguardia,Por 1.000 habitantes,Laguardia,6.4
2010,AES,,TIT,,,,,Lanciego/Lantziego,Por 1.000 habitantes,Lanciego/Lantziego,1.4
2011,AES,,TIT,,,,,Lanciego/Lantziego,Por 1.000 habitantes,Lanciego/Lantziego,1.4
2012,AES,,TIT,,,,,Lanciego/Lantziego,Por 1.000 habitantes,Lanciego/Lantziego,1.4
2013,AES,,TIT,,,,,Lanciego/Lantziego,Por 1.000 habitantes,Lanciego/Lantziego,0.0
2014,AES,,TIT,,,,,Lanciego/Lantziego,Por 1.000 habitantes,Lanciego/Lantziego,1.4
2015,AES,,TIT,,,,,Lanciego/Lantziego,Por 1.000 habitantes,Lanciego/Lantziego,5.7
2016,AES,,TIT,,,,,Lanciego/Lantziego,Por 1.000 habitantes,Lanciego/Lantziego,5.7
2017,AES,,TIT,,,,,Lanciego/Lantziego,Por 1.000 habitantes,Lanciego/Lantziego,4.3
2018,AES,,TIT,,,,,Lanciego/Lantziego,Por 1.000 habitantes,Lanciego/Lantziego,7.0
2019,AES,,TIT,,,,,Lanciego/Lantziego,Por 1.000 habitantes,Lanciego/Lantziego,8.1
2020,AES,,TIT,,,,,Lanciego/Lantziego,Por 1.000 habitantes,Lanciego/Lantziego,6.7
2021,AES,,TIT,,,,,Lanciego/Lantziego,Por 1.000 habitantes,Lanciego/Lantziego,5.3
2022,AES,,TIT,,,,,Lanciego/Lantziego,Por 1.000 habitantes,Lanciego/Lantziego,5.2
2010,AES,,TIT,,,,,Lapuebla de Labarca,Por 1.000 habitantes,Lapuebla de Labarca,4.6
2011,AES,,TIT,,,,,Lapuebla de Labarca,Por 1.000 habitantes,Lapuebla de Labarca,4.7
2012,AES,,TIT,,,,,Lapuebla de Labarca,Por 1.000 habitantes,Lapuebla de Labarca,6.0
2013,AES,,TIT,,,,,Lapuebla de Labarca,Por 1.000 habitantes,Lapuebla de Labarca,5.9
2014,AES,,TIT,,,,,Lapuebla de Labarca,Por 1.000 habitantes,Lapuebla de Labarca,9.3
2015,AES,,TIT,,,,,Lapuebla de Labarca,Por 1.000 habitantes,Lapuebla de Labarca,8.1
2016,AES,,TIT,,,,,Lapuebla de Labarca,Por 1.000 habitantes,Lapuebla de Labarca,5.8
2017,AES,,TIT,,,,,Lapuebla de Labarca,Por 1.000 habitantes,Lapuebla de Labarca,10.3
2018,AES,,TIT,,,,,Lapuebla de Labarca,Por 1.000 habitantes,Lapuebla de Labarca,4.6
2019,AES,,TIT,,,,,Lapuebla de Labarca,Por 1.000 habitantes,Lapuebla de Labarca,9.1
2020,AES,,TIT,,,,,Lapuebla de Labarca,Por 1.000 habitantes,Lapuebla de Labarca,4.6
2021,AES,,TIT,,,,,Lapuebla de Labarca,Por 1.000 habitantes,Lapuebla de Labarca,3.5
2022,AES,,TIT,,,,,Lapuebla de Labarca,Por 1.000 habitantes,Lapuebla de Labarca,5.8
2010,AES,,TIT,,,,,Leza,Por 1.000 habitantes,Leza,4.4
2011,AES,,TIT,,,,,Leza,Por 1.000 habitantes,Leza,4.5
2012,AES,,TIT,,,,,Leza,Por 1.000 habitantes,Leza,4.5
2013,AES,,TIT,,,,,Leza,Por 1.000 habitantes,Leza,13.9
2014,AES,,TIT,,,,,Leza,Por 1.000 habitantes,Leza,4.6
2015,AES,,TIT,,,,,Leza,Por 1.000 habitantes,Leza,9.1
2016,AES,,TIT,,,,,Leza,Por 1.000 habitantes,Leza,9.1
2017,AES,,TIT,,,,,Leza,Por 1.000 habitantes,Leza,4.6
2018,AES,,TIT,,,,,Leza,Por 1.000 habitantes,Leza,4.7
2019,AES,,TIT,,,,,Leza,Por 1.000 habitantes,Leza,9.0
2020,AES,,TIT,,,,,Leza,Por 1.000 habitantes,Leza,9.0
2021,AES,,TIT,,,,,Leza,Por 1.000 habitantes,Leza,13.8
2022,AES,,TIT,,,,,Leza,Por 1.000 habitantes,Leza,9.1
2010,AES,,TIT,,,,,Laudio/Llodio,Por 1.000 habitantes,Laudio/Llodio,5.7
2011,AES,,TIT,,,,,Laudio/Llodio,Por 1.000 habitantes,Laudio/Llodio,4.1
2012,AES,,TIT,,,,,Laudio/Llodio,Por 1.000 habitantes,Laudio/Llodio,4.1
2013,AES,,TIT,,,,,Laudio/Llodio,Por 1.000 habitantes,Laudio/Llodio,0.0
2014,AES,,TIT,,,,,Laudio/Llodio,Por 1.000 habitantes,Laudio/Llodio,0.0
2015,AES,,TIT,,,,,Laudio/Llodio,Por 1.000 habitantes,Laudio/Llodio,0.0
2016,AES,,TIT,,,,,Laudio/Llodio,Por 1.000 habitantes,Laudio/Llodio,7.3
2017,AES,,TIT,,,,,Laudio/Llodio,Por 1.000 habitantes,Laudio/Llodio,6.2
2018,AES,,TIT,,,,,Laudio/Llodio,Por 1.000 habitantes,Laudio/Llodio,7.7
2019,AES,,TIT,,,,,Laudio/Llodio,Por 1.000 habitantes,Laudio/Llodio,8.2
2020,AES,,TIT,,,,,Laudio/Llodio,Por 1.000 habitantes,Laudio/Llodio,8.6
2021,AES,,TIT,,,,,Laudio/Llodio,Por 1.000 habitantes,Laudio/Llodio,9.0
2022,AES,,TIT,,,,,Laudio/Llodio,Por 1.000 habitantes,Laudio/Llodio,9.3
2010,AES,,TIT,,,,,Arraia-Maeztu,Por 1.000 habitantes,Arraia-Maeztu,5.6
2011,AES,,TIT,,,,,Arraia-Maeztu,Por 1.000 habitantes,Arraia-Maeztu,2.7
2012,AES,,TIT,,,,,Arraia-Maeztu,Por 1.000 habitantes,Arraia-Maeztu,1.4
2013,AES,,TIT,,,,,Arraia-Maeztu,Por 1.000 habitantes,Arraia-Maeztu,1.4
2014,AES,,TIT,,,,,Arraia-Maeztu,Por 1.000 habitantes,Arraia-Maeztu,0.0
2015,AES,,TIT,,,,,Arraia-Maeztu,Por 1.000 habitantes,Arraia-Maeztu,9.8
2016,AES,,TIT,,,,,Arraia-Maeztu,Por 1.000 habitantes,Arraia-Maeztu,7.0
2017,AES,,TIT,,,,,Arraia-Maeztu,Por 1.000 habitantes,Arraia-Maeztu,1.4
2018,AES,,TIT,,,,,Arraia-Maeztu,Por 1.000 habitantes,Arraia-Maeztu,2.8
2019,AES,,TIT,,,,,Arraia-Maeztu,Por 1.000 habitantes,Arraia-Maeztu,2.7
2020,AES,,TIT,,,,,Arraia-Maeztu,Por 1.000 habitantes,Arraia-Maeztu,1.3
2021,AES,,TIT,,,,,Arraia-Maeztu,Por 1.000 habitantes,Arraia-Maeztu,2.5
2022,AES,,TIT,,,,,Arraia-Maeztu,Por 1.000 habitantes,Arraia-Maeztu,0.0
2010,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,Por 1.000 habitantes,Moreda de Álava/Moreda Araba,3.5
2011,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,Por 1.000 habitantes,Moreda de Álava/Moreda Araba,0.0
2012,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,Por 1.000 habitantes,Moreda de Álava/Moreda Araba,0.0
2013,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,Por 1.000 habitantes,Moreda de Álava/Moreda Araba,0.0
2014,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,Por 1.000 habitantes,Moreda de Álava/Moreda Araba,0.0
2015,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,Por 1.000 habitantes,Moreda de Álava/Moreda Araba,3.8
2016,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,Por 1.000 habitantes,Moreda de Álava/Moreda Araba,3.7
2017,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,Por 1.000 habitantes,Moreda de Álava/Moreda Araba,7.1
2018,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,Por 1.000 habitantes,Moreda de Álava/Moreda Araba,7.1
2019,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,Por 1.000 habitantes,Moreda de Álava/Moreda Araba,3.7
2020,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,Por 1.000 habitantes,Moreda de Álava/Moreda Araba,3.8
2021,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,Por 1.000 habitantes,Moreda de Álava/Moreda Araba,3.9
2022,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,Por 1.000 habitantes,Moreda de Álava/Moreda Araba,7.8
2010,AES,,TIT,,,,ES0104,,Por 1.000 habitantes,ES0104,5.9
2011,AES,,TIT,,,,ES0104,,Por 1.000 habitantes,ES0104,3.1
2012,AES,,TIT,,,,ES0104,,Por 1.000 habitantes,ES0104,4.0
2013,AES,,TIT,,,,ES0104,,Por 1.000 habitantes,ES0104,5.1
2014,AES,,TIT,,,,ES0104,,Por 1.000 habitantes,ES0104,5.3
2015,AES,,TIT,,,,ES0104,,Por 1.000 habitantes,ES0104,7.6
2016,AES,,TIT,,,,ES0104,,Por 1.000 habitantes,ES0104,7.3
2017,AES,,TIT,,,,ES0104,,Por 1.000 habitantes,ES0104,7.2
2018,AES,,TIT,,,,ES0104,,Por 1.000 habitantes,ES0104,6.5
2019,AES,,TIT,,,,ES0104,,Por 1.000 habitantes,ES0104,7.2
2020,AES,,TIT,,,,ES0104,,Por 1.000 habitantes,ES0104,6.9
2021,AES,,TIT,,,,ES0104,,Por 1.000 habitantes,ES0104,7.5
2022,AES,,TIT,,,,ES0104,,Por 1.000 habitantes,ES0104,7.6
2010,AES,,TIT,,,,,Navaridas,Por 1.000 habitantes,Navaridas,0.0
2011,AES,,TIT,,,,,Navaridas,Por 1.000 habitantes,Navaridas,0.0
2012,AES,,TIT,,,,,Navaridas,Por 1.000 habitantes,Navaridas,0.0
2013,AES,,TIT,,,,,Navaridas,Por 1.000 habitantes,Navaridas,0.0
2014,AES,,TIT,,,,,Navaridas,Por 1.000 habitantes,Navaridas,0.0
2015,AES,,TIT,,,,,Navaridas,Por 1.000 habitantes,Navaridas,0.0
2016,AES,,TIT,,,,,Navaridas,Por 1.000 habitantes,Navaridas,0.0
2017,AES,,TIT,,,,,Navaridas,Por 1.000 habitantes,Navaridas,0.0
2018,AES,,TIT,,,,,Navaridas,Por 1.000 habitantes,Navaridas,0.0
2019,AES,,TIT,,,,,Navaridas,Por 1.000 habitantes,Navaridas,0.0
2020,AES,,TIT,,,,,Navaridas,Por 1.000 habitantes,Navaridas,0.0
2021,AES,,TIT,,,,,Navaridas,Por 1.000 habitantes,Navaridas,0.0
2022,AES,,TIT,,,,,Navaridas,Por 1.000 habitantes,Navaridas,0.0
2010,AES,,TIT,,,,,Okondo,Por 1.000 habitantes,Okondo,5.3
2011,AES,,TIT,,,,,Okondo,Por 1.000 habitantes,Okondo,4.3
2012,AES,,TIT,,,,,Okondo,Por 1.000 habitantes,Okondo,4.4
2013,AES,,TIT,,,,,Okondo,Por 1.000 habitantes,Okondo,4.4
2014,AES,,TIT,,,,,Okondo,Por 1.000 habitantes,Okondo,2.6
2015,AES,,TIT,,,,,Okondo,Por 1.000 habitantes,Okondo,2.6
2016,AES,,TIT,,,,,Okondo,Por 1.000 habitantes,Okondo,4.3
2017,AES,,TIT,,,,,Okondo,Por 1.000 habitantes,Okondo,6.8
2018,AES,,TIT,,,,,Okondo,Por 1.000 habitantes,Okondo,8.4
2019,AES,,TIT,,,,,Okondo,Por 1.000 habitantes,Okondo,7.4
2020,AES,,TIT,,,,,Okondo,Por 1.000 habitantes,Okondo,9.2
2021,AES,,TIT,,,,,Okondo,Por 1.000 habitantes,Okondo,7.7
2022,AES,,TIT,,,,,Okondo,Por 1.000 habitantes,Okondo,4.3
2010,AES,,TIT,,,,,Oyón-Oion,Por 1.000 habitantes,Oyón-Oion,11.1
2011,AES,,TIT,,,,,Oyón-Oion,Por 1.000 habitantes,Oyón-Oion,3.0
2012,AES,,TIT,,,,,Oyón-Oion,Por 1.000 habitantes,Oyón-Oion,5.4
2013,AES,,TIT,,,,,Oyón-Oion,Por 1.000 habitantes,Oyón-Oion,8.3
2014,AES,,TIT,,,,,Oyón-Oion,Por 1.000 habitantes,Oyón-Oion,7.6
2015,AES,,TIT,,,,,Oyón-Oion,Por 1.000 habitantes,Oyón-Oion,9.7
2016,AES,,TIT,,,,,Oyón-Oion,Por 1.000 habitantes,Oyón-Oion,10.5
2017,AES,,TIT,,,,,Oyón-Oion,Por 1.000 habitantes,Oyón-Oion,11.6
2018,AES,,TIT,,,,,Oyón-Oion,Por 1.000 habitantes,Oyón-Oion,9.2
2019,AES,,TIT,,,,,Oyón-Oion,Por 1.000 habitantes,Oyón-Oion,10.8
2020,AES,,TIT,,,,,Oyón-Oion,Por 1.000 habitantes,Oyón-Oion,9.9
2021,AES,,TIT,,,,,Oyón-Oion,Por 1.000 habitantes,Oyón-Oion,11.2
2022,AES,,TIT,,,,,Oyón-Oion,Por 1.000 habitantes,Oyón-Oion,10.7
2010,AES,,TIT,,,,,Peñacerrada-Urizaharra,Por 1.000 habitantes,Peñacerrada-Urizaharra,3.3
2011,AES,,TIT,,,,,Peñacerrada-Urizaharra,Por 1.000 habitantes,Peñacerrada-Urizaharra,3.4
2012,AES,,TIT,,,,,Peñacerrada-Urizaharra,Por 1.000 habitantes,Peñacerrada-Urizaharra,3.5
2013,AES,,TIT,,,,,Peñacerrada-Urizaharra,Por 1.000 habitantes,Peñacerrada-Urizaharra,3.5
2014,AES,,TIT,,,,,Peñacerrada-Urizaharra,Por 1.000 habitantes,Peñacerrada-Urizaharra,3.5
2015,AES,,TIT,,,,,Peñacerrada-Urizaharra,Por 1.000 habitantes,Peñacerrada-Urizaharra,3.6
2016,AES,,TIT,,,,,Peñacerrada-Urizaharra,Por 1.000 habitantes,Peñacerrada-Urizaharra,7.1
2017,AES,,TIT,,,,,Peñacerrada-Urizaharra,Por 1.000 habitantes,Peñacerrada-Urizaharra,0.0
2018,AES,,TIT,,,,,Peñacerrada-Urizaharra,Por 1.000 habitantes,Peñacerrada-Urizaharra,7.0
2019,AES,,TIT,,,,,Peñacerrada-Urizaharra,Por 1.000 habitantes,Peñacerrada-Urizaharra,13.9
2020,AES,,TIT,,,,,Peñacerrada-Urizaharra,Por 1.000 habitantes,Peñacerrada-Urizaharra,9.8
2021,AES,,TIT,,,,,Peñacerrada-Urizaharra,Por 1.000 habitantes,Peñacerrada-Urizaharra,9.2
2022,AES,,TIT,,,,,Peñacerrada-Urizaharra,Por 1.000 habitantes,Peñacerrada-Urizaharra,12.2
2010,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,Por 1.000 habitantes,Erriberagoitia/Ribera Alta,2.4
2011,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,Por 1.000 habitantes,Erriberagoitia/Ribera Alta,2.3
2012,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,Por 1.000 habitantes,Erriberagoitia/Ribera Alta,3.5
2013,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,Por 1.000 habitantes,Erriberagoitia/Ribera Alta,1.2
2014,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,Por 1.000 habitantes,Erriberagoitia/Ribera Alta,2.4
2015,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,Por 1.000 habitantes,Erriberagoitia/Ribera Alta,2.4
2016,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,Por 1.000 habitantes,Erriberagoitia/Ribera Alta,2.4
2017,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,Por 1.000 habitantes,Erriberagoitia/Ribera Alta,1.2
2018,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,Por 1.000 habitantes,Erriberagoitia/Ribera Alta,1.2
2019,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,Por 1.000 habitantes,Erriberagoitia/Ribera Alta,1.2
2020,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,Por 1.000 habitantes,Erriberagoitia/Ribera Alta,4.7
2021,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,Por 1.000 habitantes,Erriberagoitia/Ribera Alta,1.2
2022,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,Por 1.000 habitantes,Erriberagoitia/Ribera Alta,0.0
2010,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,Por 1.000 habitantes,Ribera Baja/Erribera Beitia,0.7
2011,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,Por 1.000 habitantes,Ribera Baja/Erribera Beitia,0.7
2012,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,Por 1.000 habitantes,Ribera Baja/Erribera Beitia,3.5
2013,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,Por 1.000 habitantes,Ribera Baja/Erribera Beitia,2.7
2014,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,Por 1.000 habitantes,Ribera Baja/Erribera Beitia,4.0
2015,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,Por 1.000 habitantes,Ribera Baja/Erribera Beitia,8.7
2016,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,Por 1.000 habitantes,Ribera Baja/Erribera Beitia,7.9
2017,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,Por 1.000 habitantes,Ribera Baja/Erribera Beitia,4.5
2018,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,Por 1.000 habitantes,Ribera Baja/Erribera Beitia,5.1
2019,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,Por 1.000 habitantes,Ribera Baja/Erribera Beitia,3.8
2020,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,Por 1.000 habitantes,Ribera Baja/Erribera Beitia,3.2
2021,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,Por 1.000 habitantes,Ribera Baja/Erribera Beitia,3.2
2022,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,Por 1.000 habitantes,Ribera Baja/Erribera Beitia,4.5
2010,AES,,TIT,,,,,Añana,Por 1.000 habitantes,Añana,0.0
2011,AES,,TIT,,,,,Añana,Por 1.000 habitantes,Añana,0.0
2012,AES,,TIT,,,,,Añana,Por 1.000 habitantes,Añana,5.9
2013,AES,,TIT,,,,,Añana,Por 1.000 habitantes,Añana,5.8
2014,AES,,TIT,,,,,Añana,Por 1.000 habitantes,Añana,0.0
2015,AES,,TIT,,,,,Añana,Por 1.000 habitantes,Añana,0.0
2016,AES,,TIT,,,,,Añana,Por 1.000 habitantes,Añana,0.0
2017,AES,,TIT,,,,,Añana,Por 1.000 habitantes,Añana,5.6
2018,AES,,TIT,,,,,Añana,Por 1.000 habitantes,Añana,10.9
2019,AES,,TIT,,,,,Añana,Por 1.000 habitantes,Añana,0.0
2020,AES,,TIT,,,,,Añana,Por 1.000 habitantes,Añana,5.7
2021,AES,,TIT,,,,,Añana,Por 1.000 habitantes,Añana,5.7
2022,AES,,TIT,,,,,Añana,Por 1.000 habitantes,Añana,0.0
2010,AES,,TIT,,,,ES0105,,Por 1.000 habitantes,ES0105,5.6
2011,AES,,TIT,,,,ES0105,,Por 1.000 habitantes,ES0105,4.1
2012,AES,,TIT,,,,ES0105,,Por 1.000 habitantes,ES0105,4.0
2013,AES,,TIT,,,,ES0105,,Por 1.000 habitantes,ES0105,3.1
2014,AES,,TIT,,,,ES0105,,Por 1.000 habitantes,ES0105,2.7
2015,AES,,TIT,,,,ES0105,,Por 1.000 habitantes,ES0105,5.9
2016,AES,,TIT,,,,ES0105,,Por 1.000 habitantes,ES0105,4.9
2017,AES,,TIT,,,,ES0105,,Por 1.000 habitantes,ES0105,4.2
2018,AES,,TIT,,,,ES0105,,Por 1.000 habitantes,ES0105,6.3
2019,AES,,TIT,,,,ES0105,,Por 1.000 habitantes,ES0105,6.2
2020,AES,,TIT,,,,ES0105,,Por 1.000 habitantes,ES0105,6.5
2021,AES,,TIT,,,,ES0105,,Por 1.000 habitantes,ES0105,6.9
2022,AES,,TIT,,,,ES0105,,Por 1.000 habitantes,ES0105,6.4
2010,AES,,TIT,,,,,Agurain/Salvatierra,Por 1.000 habitantes,Agurain/Salvatierra,17.1
2011,AES,,TIT,,,,,Agurain/Salvatierra,Por 1.000 habitantes,Agurain/Salvatierra,11.2
2012,AES,,TIT,,,,,Agurain/Salvatierra,Por 1.000 habitantes,Agurain/Salvatierra,12.2
2013,AES,,TIT,,,,,Agurain/Salvatierra,Por 1.000 habitantes,Agurain/Salvatierra,15.9
2014,AES,,TIT,,,,,Agurain/Salvatierra,Por 1.000 habitantes,Agurain/Salvatierra,18.1
2015,AES,,TIT,,,,,Agurain/Salvatierra,Por 1.000 habitantes,Agurain/Salvatierra,19.5
2016,AES,,TIT,,,,,Agurain/Salvatierra,Por 1.000 habitantes,Agurain/Salvatierra,17.3
2017,AES,,TIT,,,,,Agurain/Salvatierra,Por 1.000 habitantes,Agurain/Salvatierra,9.4
2018,AES,,TIT,,,,,Agurain/Salvatierra,Por 1.000 habitantes,Agurain/Salvatierra,17.5
2019,AES,,TIT,,,,,Agurain/Salvatierra,Por 1.000 habitantes,Agurain/Salvatierra,18.2
2020,AES,,TIT,,,,,Agurain/Salvatierra,Por 1.000 habitantes,Agurain/Salvatierra,18.6
2021,AES,,TIT,,,,,Agurain/Salvatierra,Por 1.000 habitantes,Agurain/Salvatierra,13.8
2022,AES,,TIT,,,,,Agurain/Salvatierra,Por 1.000 habitantes,Agurain/Salvatierra,11.8
2010,AES,,TIT,,,,,Samaniego,Por 1.000 habitantes,Samaniego,3.1
2011,AES,,TIT,,,,,Samaniego,Por 1.000 habitantes,Samaniego,3.1
2012,AES,,TIT,,,,,Samaniego,Por 1.000 habitantes,Samaniego,3.2
2013,AES,,TIT,,,,,Samaniego,Por 1.000 habitantes,Samaniego,3.4
2014,AES,,TIT,,,,,Samaniego,Por 1.000 habitantes,Samaniego,3.7
2015,AES,,TIT,,,,,Samaniego,Por 1.000 habitantes,Samaniego,3.6
2016,AES,,TIT,,,,,Samaniego,Por 1.000 habitantes,Samaniego,3.8
2017,AES,,TIT,,,,,Samaniego,Por 1.000 habitantes,Samaniego,4.2
2018,AES,,TIT,,,,,Samaniego,Por 1.000 habitantes,Samaniego,8.4
2019,AES,,TIT,,,,,Samaniego,Por 1.000 habitantes,Samaniego,4.2
2020,AES,,TIT,,,,,Samaniego,Por 1.000 habitantes,Samaniego,3.8
2021,AES,,TIT,,,,,Samaniego,Por 1.000 habitantes,Samaniego,3.4
2022,AES,,TIT,,,,,Samaniego,Por 1.000 habitantes,Samaniego,6.7
2010,AES,,TIT,,,,,San Millán/Donemiliaga,Por 1.000 habitantes,San Millán/Donemiliaga,6.8
2011,AES,,TIT,,,,,San Millán/Donemiliaga,Por 1.000 habitantes,San Millán/Donemiliaga,1.4
2012,AES,,TIT,,,,,San Millán/Donemiliaga,Por 1.000 habitantes,San Millán/Donemiliaga,1.3
