Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2014,Consumo de agua por habitante y día,,,Urnieta,Litros per cápita diario,Urnieta,569.9
2017,Consumo de agua por habitante y día,,,Urnieta,Litros per cápita diario,Urnieta,569.2
2012,Consumo de agua por habitante y día,,,Urnieta,Litros per cápita diario,Urnieta,491.6
2015,Consumo de agua por habitante y día,,,Urnieta,Litros per cápita diario,Urnieta,566.6
2011,Consumo de agua por habitante y día,,,Urnieta,Litros per cápita diario,Urnieta,458.6
2016,Consumo de agua por habitante y día,,,Urnieta,Litros per cápita diario,Urnieta,570.7
2019,Consumo de agua por habitante y día,,,Urnieta,Litros per cápita diario,Urnieta,546.9
2018,Consumo de agua por habitante y día,,,Urnieta,Litros per cápita diario,Urnieta,558.6
2018,Consumo de agua por habitante y día,,,Urretxu,Litros per cápita diario,Urretxu,102.4
2012,Consumo de agua por habitante y día,,,Urretxu,Litros per cápita diario,Urretxu,178.7
2014,Consumo de agua por habitante y día,,,Urretxu,Litros per cápita diario,Urretxu,181.0
2019,Consumo de agua por habitante y día,,,Urretxu,Litros per cápita diario,Urretxu,140.0
2017,Consumo de agua por habitante y día,,,Urretxu,Litros per cápita diario,Urretxu,139.9
2011,Consumo de agua por habitante y día,,,Urretxu,Litros per cápita diario,Urretxu,147.6
2016,Consumo de agua por habitante y día,,,Urretxu,Litros per cápita diario,Urretxu,191.1
2015,Consumo de agua por habitante y día,,,Urretxu,Litros per cápita diario,Urretxu,200.2
2017,Consumo de agua por habitante y día,,,Usurbil,Litros per cápita diario,Usurbil,232.6
2019,Consumo de agua por habitante y día,,,Usurbil,Litros per cápita diario,Usurbil,219.8
2011,Consumo de agua por habitante y día,,,Usurbil,Litros per cápita diario,Usurbil,233.7
2016,Consumo de agua por habitante y día,,,Usurbil,Litros per cápita diario,Usurbil,229.6
2018,Consumo de agua por habitante y día,,,Usurbil,Litros per cápita diario,Usurbil,209.6
2014,Consumo de agua por habitante y día,,,Usurbil,Litros per cápita diario,Usurbil,230.2
2015,Consumo de agua por habitante y día,,,Usurbil,Litros per cápita diario,Usurbil,229.6
2012,Consumo de agua por habitante y día,,,Usurbil,Litros per cápita diario,Usurbil,180.7
2015,Consumo de agua por habitante y día,,,Valdegovía/Gaubea,Litros per cápita diario,Valdegovía/Gaubea,466.6
2012,Consumo de agua por habitante y día,,,Valdegovía/Gaubea,Litros per cápita diario,Valdegovía/Gaubea,307.3
2019,Consumo de agua por habitante y día,,,Valdegovía/Gaubea,Litros per cápita diario,Valdegovía/Gaubea,497.8
2017,Consumo de agua por habitante y día,,,Valdegovía/Gaubea,Litros per cápita diario,Valdegovía/Gaubea,478.3
2016,Consumo de agua por habitante y día,,,Valdegovía/Gaubea,Litros per cápita diario,Valdegovía/Gaubea,484.4
2014,Consumo de agua por habitante y día,,,Valdegovía/Gaubea,Litros per cápita diario,Valdegovía/Gaubea,305.5
2011,Consumo de agua por habitante y día,,,Valdegovía/Gaubea,Litros per cápita diario,Valdegovía/Gaubea,323.6
2018,Consumo de agua por habitante y día,,,Valdegovía/Gaubea,Litros per cápita diario,Valdegovía/Gaubea,478.9
2016,Consumo de agua por habitante y día,,,Valle de Trápaga-Trapagaran,Litros per cápita diario,Valle de Trápaga-Trapagaran,177.4
2012,Consumo de agua por habitante y día,,,Valle de Trápaga-Trapagaran,Litros per cápita diario,Valle de Trápaga-Trapagaran,181.1
2011,Consumo de agua por habitante y día,,,Valle de Trápaga-Trapagaran,Litros per cápita diario,Valle de Trápaga-Trapagaran,183.8
2017,Consumo de agua por habitante y día,,,Valle de Trápaga-Trapagaran,Litros per cápita diario,Valle de Trápaga-Trapagaran,175.9
2014,Consumo de agua por habitante y día,,,Valle de Trápaga-Trapagaran,Litros per cápita diario,Valle de Trápaga-Trapagaran,176.8
2018,Consumo de agua por habitante y día,,,Valle de Trápaga-Trapagaran,Litros per cápita diario,Valle de Trápaga-Trapagaran,176.7
2015,Consumo de agua por habitante y día,,,Valle de Trápaga-Trapagaran,Litros per cápita diario,Valle de Trápaga-Trapagaran,176.1
2019,Consumo de agua por habitante y día,,,Valle de Trápaga-Trapagaran,Litros per cápita diario,Valle de Trápaga-Trapagaran,178.7
2015,Consumo de agua por habitante y día,,,Villabona,Litros per cápita diario,Villabona,145.9
2014,Consumo de agua por habitante y día,,,Villabona,Litros per cápita diario,Villabona,156.5
2019,Consumo de agua por habitante y día,,,Villabona,Litros per cápita diario,Villabona,151.5
2016,Consumo de agua por habitante y día,,,Villabona,Litros per cápita diario,Villabona,157.3
2011,Consumo de agua por habitante y día,,,Villabona,Litros per cápita diario,Villabona,158.1
2018,Consumo de agua por habitante y día,,,Villabona,Litros per cápita diario,Villabona,150.8
2017,Consumo de agua por habitante y día,,,Villabona,Litros per cápita diario,Villabona,152.6
2012,Consumo de agua por habitante y día,,,Villabona,Litros per cápita diario,Villabona,157.4
2016,Consumo de agua por habitante y día,,,Villabuena de Álava/Eskuernaga,Litros per cápita diario,Villabuena de Álava/Eskuernaga,325.5
2012,Consumo de agua por habitante y día,,,Villabuena de Álava/Eskuernaga,Litros per cápita diario,Villabuena de Álava/Eskuernaga,318.3
2015,Consumo de agua por habitante y día,,,Villabuena de Álava/Eskuernaga,Litros per cápita diario,Villabuena de Álava/Eskuernaga,325.8
2018,Consumo de agua por habitante y día,,,Villabuena de Álava/Eskuernaga,Litros per cápita diario,Villabuena de Álava/Eskuernaga,281.6
2017,Consumo de agua por habitante y día,,,Villabuena de Álava/Eskuernaga,Litros per cápita diario,Villabuena de Álava/Eskuernaga,351.9
2011,Consumo de agua por habitante y día,,,Villabuena de Álava/Eskuernaga,Litros per cápita diario,Villabuena de Álava/Eskuernaga,286.1
2019,Consumo de agua por habitante y día,,,Villabuena de Álava/Eskuernaga,Litros per cápita diario,Villabuena de Álava/Eskuernaga,304.8
2014,Consumo de agua por habitante y día,,,Villabuena de Álava/Eskuernaga,Litros per cápita diario,Villabuena de Álava/Eskuernaga,313.4
2018,Consumo de agua por habitante y día,,,Vitoria-Gasteiz,Litros per cápita diario,Vitoria-Gasteiz,182.3
2014,Consumo de agua por habitante y día,,,Vitoria-Gasteiz,Litros per cápita diario,Vitoria-Gasteiz,186.8
2012,Consumo de agua por habitante y día,,,Vitoria-Gasteiz,Litros per cápita diario,Vitoria-Gasteiz,200.5
2016,Consumo de agua por habitante y día,,,Vitoria-Gasteiz,Litros per cápita diario,Vitoria-Gasteiz,184.4
2017,Consumo de agua por habitante y día,,,Vitoria-Gasteiz,Litros per cápita diario,Vitoria-Gasteiz,183.7
2015,Consumo de agua por habitante y día,,,Vitoria-Gasteiz,Litros per cápita diario,Vitoria-Gasteiz,185.0
2019,Consumo de agua por habitante y día,,,Vitoria-Gasteiz,Litros per cápita diario,Vitoria-Gasteiz,166.5
2011,Consumo de agua por habitante y día,,,Vitoria-Gasteiz,Litros per cápita diario,Vitoria-Gasteiz,185.8
2018,Consumo de agua por habitante y día,,,Yécora/Iekora,Litros per cápita diario,Yécora/Iekora,307.7
2016,Consumo de agua por habitante y día,,,Yécora/Iekora,Litros per cápita diario,Yécora/Iekora,325.3
2012,Consumo de agua por habitante y día,,,Yécora/Iekora,Litros per cápita diario,Yécora/Iekora,308.3
2014,Consumo de agua por habitante y día,,,Yécora/Iekora,Litros per cápita diario,Yécora/Iekora,325.2
2011,Consumo de agua por habitante y día,,,Yécora/Iekora,Litros per cápita diario,Yécora/Iekora,301.6
2015,Consumo de agua por habitante y día,,,Yécora/Iekora,Litros per cápita diario,Yécora/Iekora,329.4
2017,Consumo de agua por habitante y día,,,Yécora/Iekora,Litros per cápita diario,Yécora/Iekora,380.8
2019,Consumo de agua por habitante y día,,,Yécora/Iekora,Litros per cápita diario,Yécora/Iekora,332.2
2019,Consumo de agua por habitante y día,,,Zaldibar,Litros per cápita diario,Zaldibar,178.1
2015,Consumo de agua por habitante y día,,,Zaldibar,Litros per cápita diario,Zaldibar,175.0
2012,Consumo de agua por habitante y día,,,Zaldibar,Litros per cápita diario,Zaldibar,181.7
2017,Consumo de agua por habitante y día,,,Zaldibar,Litros per cápita diario,Zaldibar,175.4
2011,Consumo de agua por habitante y día,,,Zaldibar,Litros per cápita diario,Zaldibar,183.8
2014,Consumo de agua por habitante y día,,,Zaldibar,Litros per cápita diario,Zaldibar,176.2
2016,Consumo de agua por habitante y día,,,Zaldibar,Litros per cápita diario,Zaldibar,177.5
2018,Consumo de agua por habitante y día,,,Zaldibar,Litros per cápita diario,Zaldibar,175.5
2012,Consumo de agua por habitante y día,,,Zaldibia,Litros per cápita diario,Zaldibia,141.8
2018,Consumo de agua por habitante y día,,,Zaldibia,Litros per cápita diario,Zaldibia,129.2
2015,Consumo de agua por habitante y día,,,Zaldibia,Litros per cápita diario,Zaldibia,131.2
2014,Consumo de agua por habitante y día,,,Zaldibia,Litros per cápita diario,Zaldibia,138.2
2017,Consumo de agua por habitante y día,,,Zaldibia,Litros per cápita diario,Zaldibia,140.1
2011,Consumo de agua por habitante y día,,,Zaldibia,Litros per cápita diario,Zaldibia,142.2
2016,Consumo de agua por habitante y día,,,Zaldibia,Litros per cápita diario,Zaldibia,137.3
2019,Consumo de agua por habitante y día,,,Zaldibia,Litros per cápita diario,Zaldibia,134.6
2018,Consumo de agua por habitante y día,,,Zalduondo,Litros per cápita diario,Zalduondo,170.9
2019,Consumo de agua por habitante y día,,,Zalduondo,Litros per cápita diario,Zalduondo,173.7
2014,Consumo de agua por habitante y día,,,Zalduondo,Litros per cápita diario,Zalduondo,151.9
2011,Consumo de agua por habitante y día,,,Zalduondo,Litros per cápita diario,Zalduondo,219.5
2016,Consumo de agua por habitante y día,,,Zalduondo,Litros per cápita diario,Zalduondo,197.3
2015,Consumo de agua por habitante y día,,,Zalduondo,Litros per cápita diario,Zalduondo,189.6
2012,Consumo de agua por habitante y día,,,Zalduondo,Litros per cápita diario,Zalduondo,233.2
2017,Consumo de agua por habitante y día,,,Zalduondo,Litros per cápita diario,Zalduondo,167.8
2019,Consumo de agua por habitante y día,,,Zalla,Litros per cápita diario,Zalla,176.4
2012,Consumo de agua por habitante y día,,,Zalla,Litros per cápita diario,Zalla,183.8
2017,Consumo de agua por habitante y día,,,Zalla,Litros per cápita diario,Zalla,174.3
2015,Consumo de agua por habitante y día,,,Zalla,Litros per cápita diario,Zalla,176.4
2011,Consumo de agua por habitante y día,,,Zalla,Litros per cápita diario,Zalla,183.8
2014,Consumo de agua por habitante y día,,,Zalla,Litros per cápita diario,Zalla,177.6
2016,Consumo de agua por habitante y día,,,Zalla,Litros per cápita diario,Zalla,177.4
2018,Consumo de agua por habitante y día,,,Zalla,Litros per cápita diario,Zalla,174.8
2012,Consumo de agua por habitante y día,,,Zambrana,Litros per cápita diario,Zambrana,115.1
2019,Consumo de agua por habitante y día,,,Zambrana,Litros per cápita diario,Zambrana,180.2
2011,Consumo de agua por habitante y día,,,Zambrana,Litros per cápita diario,Zambrana,143.7
2015,Consumo de agua por habitante y día,,,Zambrana,Litros per cápita diario,Zambrana,183.3
2017,Consumo de agua por habitante y día,,,Zambrana,Litros per cápita diario,Zambrana,182.4
2014,Consumo de agua por habitante y día,,,Zambrana,Litros per cápita diario,Zambrana,175.2
2016,Consumo de agua por habitante y día,,,Zambrana,Litros per cápita diario,Zambrana,192.2
2018,Consumo de agua por habitante y día,,,Zambrana,Litros per cápita diario,Zambrana,175.5
2019,Consumo de agua por habitante y día,,,Zamudio,Litros per cápita diario,Zamudio,176.0
2011,Consumo de agua por habitante y día,,,Zamudio,Litros per cápita diario,Zamudio,183.8
2014,Consumo de agua por habitante y día,,,Zamudio,Litros per cápita diario,Zamudio,177.9
2018,Consumo de agua por habitante y día,,,Zamudio,Litros per cápita diario,Zamudio,174.4
2016,Consumo de agua por habitante y día,,,Zamudio,Litros per cápita diario,Zamudio,180.7
2012,Consumo de agua por habitante y día,,,Zamudio,Litros per cápita diario,Zamudio,181.4
2015,Consumo de agua por habitante y día,,,Zamudio,Litros per cápita diario,Zamudio,176.6
2017,Consumo de agua por habitante y día,,,Zamudio,Litros per cápita diario,Zamudio,176.6
2012,Consumo de agua por habitante y día,,,Zaratamo,Litros per cápita diario,Zaratamo,181.3
2014,Consumo de agua por habitante y día,,,Zaratamo,Litros per cápita diario,Zaratamo,177.0
2018,Consumo de agua por habitante y día,,,Zaratamo,Litros per cápita diario,Zaratamo,171.0
2016,Consumo de agua por habitante y día,,,Zaratamo,Litros per cápita diario,Zaratamo,175.1
2015,Consumo de agua por habitante y día,,,Zaratamo,Litros per cápita diario,Zaratamo,179.6
2017,Consumo de agua por habitante y día,,,Zaratamo,Litros per cápita diario,Zaratamo,170.0
2019,Consumo de agua por habitante y día,,,Zaratamo,Litros per cápita diario,Zaratamo,173.1
2011,Consumo de agua por habitante y día,,,Zaratamo,Litros per cápita diario,Zaratamo,183.8
2015,Consumo de agua por habitante y día,,,Zarautz,Litros per cápita diario,Zarautz,143.8
2012,Consumo de agua por habitante y día,,,Zarautz,Litros per cápita diario,Zarautz,158.3
2019,Consumo de agua por habitante y día,,,Zarautz,Litros per cápita diario,Zarautz,150.7
2014,Consumo de agua por habitante y día,,,Zarautz,Litros per cápita diario,Zarautz,155.8
2017,Consumo de agua por habitante y día,,,Zarautz,Litros per cápita diario,Zarautz,153.0
2011,Consumo de agua por habitante y día,,,Zarautz,Litros per cápita diario,Zarautz,158.1
2016,Consumo de agua por habitante y día,,,Zarautz,Litros per cápita diario,Zarautz,154.5
2018,Consumo de agua por habitante y día,,,Zarautz,Litros per cápita diario,Zarautz,151.2
2018,Consumo de agua por habitante y día,,,Zeanuri,Litros per cápita diario,Zeanuri,174.7
2012,Consumo de agua por habitante y día,,,Zeanuri,Litros per cápita diario,Zeanuri,179.5
2015,Consumo de agua por habitante y día,,,Zeanuri,Litros per cápita diario,Zeanuri,180.5
2019,Consumo de agua por habitante y día,,,Zeanuri,Litros per cápita diario,Zeanuri,175.5
2014,Consumo de agua por habitante y día,,,Zeanuri,Litros per cápita diario,Zeanuri,180.0
2017,Consumo de agua por habitante y día,,,Zeanuri,Litros per cápita diario,Zeanuri,173.8
2011,Consumo de agua por habitante y día,,,Zeanuri,Litros per cápita diario,Zeanuri,183.8
2016,Consumo de agua por habitante y día,,,Zeanuri,Litros per cápita diario,Zeanuri,177.3
2019,Consumo de agua por habitante y día,,,Zeberio,Litros per cápita diario,Zeberio,180.0
2012,Consumo de agua por habitante y día,,,Zeberio,Litros per cápita diario,Zeberio,183.9
2018,Consumo de agua por habitante y día,,,Zeberio,Litros per cápita diario,Zeberio,180.0
2015,Consumo de agua por habitante y día,,,Zeberio,Litros per cápita diario,Zeberio,176.3
2014,Consumo de agua por habitante y día,,,Zeberio,Litros per cápita diario,Zeberio,176.8
2017,Consumo de agua por habitante y día,,,Zeberio,Litros per cápita diario,Zeberio,178.6
2011,Consumo de agua por habitante y día,,,Zeberio,Litros per cápita diario,Zeberio,183.8
2016,Consumo de agua por habitante y día,,,Zeberio,Litros per cápita diario,Zeberio,179.0
2016,Consumo de agua por habitante y día,,,Zegama,Litros per cápita diario,Zegama,153.3
2017,Consumo de agua por habitante y día,,,Zegama,Litros per cápita diario,Zegama,150.8
2011,Consumo de agua por habitante y día,,,Zegama,Litros per cápita diario,Zegama,158.1
2012,Consumo de agua por habitante y día,,,Zegama,Litros per cápita diario,Zegama,157.5
2014,Consumo de agua por habitante y día,,,Zegama,Litros per cápita diario,Zegama,157.4
2018,Consumo de agua por habitante y día,,,Zegama,Litros per cápita diario,Zegama,149.7
2015,Consumo de agua por habitante y día,,,Zegama,Litros per cápita diario,Zegama,146.5
2019,Consumo de agua por habitante y día,,,Zegama,Litros per cápita diario,Zegama,150.1
2011,Consumo de agua por habitante y día,,,Zerain,Litros per cápita diario,Zerain,158.1
2014,Consumo de agua por habitante y día,,,Zerain,Litros per cápita diario,Zerain,156.6
2016,Consumo de agua por habitante y día,,,Zerain,Litros per cápita diario,Zerain,152.2
2017,Consumo de agua por habitante y día,,,Zerain,Litros per cápita diario,Zerain,151.4
2015,Consumo de agua por habitante y día,,,Zerain,Litros per cápita diario,Zerain,149.7
2019,Consumo de agua por habitante y día,,,Zerain,Litros per cápita diario,Zerain,145.6
2018,Consumo de agua por habitante y día,,,Zerain,Litros per cápita diario,Zerain,149.9
2012,Consumo de agua por habitante y día,,,Zerain,Litros per cápita diario,Zerain,158.5
2017,Consumo de agua por habitante y día,,,Zestoa,Litros per cápita diario,Zestoa,185.3
2018,Consumo de agua por habitante y día,,,Zestoa,Litros per cápita diario,Zestoa,187.2
2011,Consumo de agua por habitante y día,,,Zestoa,Litros per cápita diario,Zestoa,214.6
2014,Consumo de agua por habitante y día,,,Zestoa,Litros per cápita diario,Zestoa,193.7
2012,Consumo de agua por habitante y día,,,Zestoa,Litros per cápita diario,Zestoa,199.8
2016,Consumo de agua por habitante y día,,,Zestoa,Litros per cápita diario,Zestoa,178.9
2015,Consumo de agua por habitante y día,,,Zestoa,Litros per cápita diario,Zestoa,180.1
2019,Consumo de agua por habitante y día,,,Zestoa,Litros per cápita diario,Zestoa,179.2
2019,Consumo de agua por habitante y día,,,Zierbena,Litros per cápita diario,Zierbena,175.9
2012,Consumo de agua por habitante y día,,,Zierbena,Litros per cápita diario,Zierbena,184.9
2015,Consumo de agua por habitante y día,,,Zierbena,Litros per cápita diario,Zierbena,173.5
2017,Consumo de agua por habitante y día,,,Zierbena,Litros per cápita diario,Zierbena,172.7
2011,Consumo de agua por habitante y día,,,Zierbena,Litros per cápita diario,Zierbena,183.8
2016,Consumo de agua por habitante y día,,,Zierbena,Litros per cápita diario,Zierbena,175.4
2018,Consumo de agua por habitante y día,,,Zierbena,Litros per cápita diario,Zierbena,173.7
2014,Consumo de agua por habitante y día,,,Zierbena,Litros per cápita diario,Zierbena,174.7
2018,Consumo de agua por habitante y día,,,Zigoitia,Litros per cápita diario,Zigoitia,185.6
2019,Consumo de agua por habitante y día,,,Zigoitia,Litros per cápita diario,Zigoitia,249.2
2017,Consumo de agua por habitante y día,,,Zigoitia,Litros per cápita diario,Zigoitia,272.1
2015,Consumo de agua por habitante y día,,,Zigoitia,Litros per cápita diario,Zigoitia,300.4
2014,Consumo de agua por habitante y día,,,Zigoitia,Litros per cápita diario,Zigoitia,264.3
2016,Consumo de agua por habitante y día,,,Zigoitia,Litros per cápita diario,Zigoitia,304.5
2011,Consumo de agua por habitante y día,,,Zigoitia,Litros per cápita diario,Zigoitia,319.1
2012,Consumo de agua por habitante y día,,,Zigoitia,Litros per cápita diario,Zigoitia,302.3
2012,Consumo de agua por habitante y día,,,Ziortza-Bolibar,Litros per cápita diario,Ziortza-Bolibar,188.4
2014,Consumo de agua por habitante y día,,,Ziortza-Bolibar,Litros per cápita diario,Ziortza-Bolibar,176.4
2018,Consumo de agua por habitante y día,,,Ziortza-Bolibar,Litros per cápita diario,Ziortza-Bolibar,161.7
2016,Consumo de agua por habitante y día,,,Ziortza-Bolibar,Litros per cápita diario,Ziortza-Bolibar,165.0
2019,Consumo de agua por habitante y día,,,Ziortza-Bolibar,Litros per cápita diario,Ziortza-Bolibar,168.9
2011,Consumo de agua por habitante y día,,,Ziortza-Bolibar,Litros per cápita diario,Ziortza-Bolibar,183.8
2015,Consumo de agua por habitante y día,,,Ziortza-Bolibar,Litros per cápita diario,Ziortza-Bolibar,174.7
2017,Consumo de agua por habitante y día,,,Ziortza-Bolibar,Litros per cápita diario,Ziortza-Bolibar,161.0
2018,Consumo de agua por habitante y día,,,Zizurkil,Litros per cápita diario,Zizurkil,151.6
2012,Consumo de agua por habitante y día,,,Zizurkil,Litros per cápita diario,Zizurkil,161.7
2014,Consumo de agua por habitante y día,,,Zizurkil,Litros per cápita diario,Zizurkil,156.9
2016,Consumo de agua por habitante y día,,,Zizurkil,Litros per cápita diario,Zizurkil,157.3
2017,Consumo de agua por habitante y día,,,Zizurkil,Litros per cápita diario,Zizurkil,152.9
2011,Consumo de agua por habitante y día,,,Zizurkil,Litros per cápita diario,Zizurkil,158.1
2015,Consumo de agua por habitante y día,,,Zizurkil,Litros per cápita diario,Zizurkil,145.3
2019,Consumo de agua por habitante y día,,,Zizurkil,Litros per cápita diario,Zizurkil,150.3
2015,Consumo de agua por habitante y día,,,Zuia,Litros per cápita diario,Zuia,231.1
2014,Consumo de agua por habitante y día,,,Zuia,Litros per cápita diario,Zuia,229.4
2012,Consumo de agua por habitante y día,,,Zuia,Litros per cápita diario,Zuia,270.9
2017,Consumo de agua por habitante y día,,,Zuia,Litros per cápita diario,Zuia,248.2
2011,Consumo de agua por habitante y día,,,Zuia,Litros per cápita diario,Zuia,294.1
2019,Consumo de agua por habitante y día,,,Zuia,Litros per cápita diario,Zuia,245.2
2016,Consumo de agua por habitante y día,,,Zuia,Litros per cápita diario,Zuia,234.4
2018,Consumo de agua por habitante y día,,,Zuia,Litros per cápita diario,Zuia,245.3
2018,Consumo de agua por habitante y día,,,Zumaia,Litros per cápita diario,Zumaia,152.7
2019,Consumo de agua por habitante y día,,,Zumaia,Litros per cápita diario,Zumaia,152.1
2014,Consumo de agua por habitante y día,,,Zumaia,Litros per cápita diario,Zumaia,154.8
2017,Consumo de agua por habitante y día,,,Zumaia,Litros per cápita diario,Zumaia,154.2
2011,Consumo de agua por habitante y día,,,Zumaia,Litros per cápita diario,Zumaia,158.1
2016,Consumo de agua por habitante y día,,,Zumaia,Litros per cápita diario,Zumaia,155.5
2012,Consumo de agua por habitante y día,,,Zumaia,Litros per cápita diario,Zumaia,158.1
2015,Consumo de agua por habitante y día,,,Zumaia,Litros per cápita diario,Zumaia,142.7
2018,Consumo de agua por habitante y día,,,Zumarraga,Litros per cápita diario,Zumarraga,102.5
2015,Consumo de agua por habitante y día,,,Zumarraga,Litros per cápita diario,Zumarraga,206.0
2014,Consumo de agua por habitante y día,,,Zumarraga,Litros per cápita diario,Zumarraga,184.7
2017,Consumo de agua por habitante y día,,,Zumarraga,Litros per cápita diario,Zumarraga,141.0
2011,Consumo de agua por habitante y día,,,Zumarraga,Litros per cápita diario,Zumarraga,147.6
2016,Consumo de agua por habitante y día,,,Zumarraga,Litros per cápita diario,Zumarraga,194.3
2012,Consumo de agua por habitante y día,,,Zumarraga,Litros per cápita diario,Zumarraga,181.2
2019,Consumo de agua por habitante y día,,,Zumarraga,Litros per cápita diario,Zumarraga,142.1
2018,Consumo de agua por habitante y día,,Añana (comarca),,Litros per cápita diario,Añana (comarca),349.5
2014,Consumo de agua por habitante y día,,Añana (comarca),,Litros per cápita diario,Añana (comarca),191.1
2011,Consumo de agua por habitante y día,,Añana (comarca),,Litros per cápita diario,Añana (comarca),169.5
2016,Consumo de agua por habitante y día,,Añana (comarca),,Litros per cápita diario,Añana (comarca),266.3
2017,Consumo de agua por habitante y día,,Añana (comarca),,Litros per cápita diario,Añana (comarca),341.1
2012,Consumo de agua por habitante y día,,Añana (comarca),,Litros per cápita diario,Añana (comarca),167.7
2019,Consumo de agua por habitante y día,,Añana (comarca),,Litros per cápita diario,Añana (comarca),353.9
2015,Consumo de agua por habitante y día,,Añana (comarca),,Litros per cápita diario,Añana (comarca),261.5
2019,Consumo de agua por habitante y día,,Arabako Errioxa / Rioja Alavesa,,Litros per cápita diario,Arabako Errioxa / Rioja Alavesa,326.1
2014,Consumo de agua por habitante y día,,Arabako Errioxa / Rioja Alavesa,,Litros per cápita diario,Arabako Errioxa / Rioja Alavesa,320.9
2011,Consumo de agua por habitante y día,,Arabako Errioxa / Rioja Alavesa,,Litros per cápita diario,Arabako Errioxa / Rioja Alavesa,325.3
2018,Consumo de agua por habitante y día,,Arabako Errioxa / Rioja Alavesa,,Litros per cápita diario,Arabako Errioxa / Rioja Alavesa,319.2
2015,Consumo de agua por habitante y día,,Arabako Errioxa / Rioja Alavesa,,Litros per cápita diario,Arabako Errioxa / Rioja Alavesa,333.4
2017,Consumo de agua por habitante y día,,Arabako Errioxa / Rioja Alavesa,,Litros per cápita diario,Arabako Errioxa / Rioja Alavesa,374.8
2012,Consumo de agua por habitante y día,,Arabako Errioxa / Rioja Alavesa,,Litros per cápita diario,Arabako Errioxa / Rioja Alavesa,348.2
2016,Consumo de agua por habitante y día,,Arabako Errioxa / Rioja Alavesa,,Litros per cápita diario,Arabako Errioxa / Rioja Alavesa,337.1
2015,Consumo de agua por habitante y día,,Arabako Kantaurialdea / Cantábrica Alavesa,,Litros per cápita diario,Arabako Kantaurialdea / Cantábrica Alavesa,186.5
2011,Consumo de agua por habitante y día,,Arabako Kantaurialdea / Cantábrica Alavesa,,Litros per cápita diario,Arabako Kantaurialdea / Cantábrica Alavesa,191.3
2016,Consumo de agua por habitante y día,,Arabako Kantaurialdea / Cantábrica Alavesa,,Litros per cápita diario,Arabako Kantaurialdea / Cantábrica Alavesa,186.5
2018,Consumo de agua por habitante y día,,Arabako Kantaurialdea / Cantábrica Alavesa,,Litros per cápita diario,Arabako Kantaurialdea / Cantábrica Alavesa,184.7
2017,Consumo de agua por habitante y día,,Arabako Kantaurialdea / Cantábrica Alavesa,,Litros per cápita diario,Arabako Kantaurialdea / Cantábrica Alavesa,178.0
2014,Consumo de agua por habitante y día,,Arabako Kantaurialdea / Cantábrica Alavesa,,Litros per cápita diario,Arabako Kantaurialdea / Cantábrica Alavesa,176.2
2019,Consumo de agua por habitante y día,,Arabako Kantaurialdea / Cantábrica Alavesa,,Litros per cápita diario,Arabako Kantaurialdea / Cantábrica Alavesa,173.6
2012,Consumo de agua por habitante y día,,Arabako Kantaurialdea / Cantábrica Alavesa,,Litros per cápita diario,Arabako Kantaurialdea / Cantábrica Alavesa,183.1
2017,Consumo de agua por habitante y día,,Arabako Lautada / Llanada Alavesa,,Litros per cápita diario,Arabako Lautada / Llanada Alavesa,188.7
2019,Consumo de agua por habitante y día,,Arabako Lautada / Llanada Alavesa,,Litros per cápita diario,Arabako Lautada / Llanada Alavesa,171.7
2011,Consumo de agua por habitante y día,,Arabako Lautada / Llanada Alavesa,,Litros per cápita diario,Arabako Lautada / Llanada Alavesa,191.2
2018,Consumo de agua por habitante y día,,Arabako Lautada / Llanada Alavesa,,Litros per cápita diario,Arabako Lautada / Llanada Alavesa,186.7
2015,Consumo de agua por habitante y día,,Arabako Lautada / Llanada Alavesa,,Litros per cápita diario,Arabako Lautada / Llanada Alavesa,189.8
2014,Consumo de agua por habitante y día,,Arabako Lautada / Llanada Alavesa,,Litros per cápita diario,Arabako Lautada / Llanada Alavesa,190.7
2012,Consumo de agua por habitante y día,,Arabako Lautada / Llanada Alavesa,,Litros per cápita diario,Arabako Lautada / Llanada Alavesa,205.4
2016,Consumo de agua por habitante y día,,Arabako Lautada / Llanada Alavesa,,Litros per cápita diario,Arabako Lautada / Llanada Alavesa,189.5
2017,Consumo de agua por habitante y día,,Arabako Mendialdea / Montaña Alavesa,,Litros per cápita diario,Arabako Mendialdea / Montaña Alavesa,319.9
2011,Consumo de agua por habitante y día,,Arabako Mendialdea / Montaña Alavesa,,Litros per cápita diario,Arabako Mendialdea / Montaña Alavesa,263.5
2015,Consumo de agua por habitante y día,,Arabako Mendialdea / Montaña Alavesa,,Litros per cápita diario,Arabako Mendialdea / Montaña Alavesa,342.1
2016,Consumo de agua por habitante y día,,Arabako Mendialdea / Montaña Alavesa,,Litros per cápita diario,Arabako Mendialdea / Montaña Alavesa,345.5
2012,Consumo de agua por habitante y día,,Arabako Mendialdea / Montaña Alavesa,,Litros per cápita diario,Arabako Mendialdea / Montaña Alavesa,249.8
2018,Consumo de agua por habitante y día,,Arabako Mendialdea / Montaña Alavesa,,Litros per cápita diario,Arabako Mendialdea / Montaña Alavesa,305.3
