Year,Series,Hondakinen tratamendua,Lurralde historikoa,Units,Value
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,Kg per capita,165.2
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,%,27.7
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,Kg per capita,104.8
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,Kg per capita,187.2
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,Kg per capita,353.2
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,Kg per capita,337.8
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,Kg per capita,325.1
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,Kg per capita,217.4
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,%,76.1
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,%,43.2
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,%,51.2
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,%,76.5
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,Kg per capita,212.7
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,%,70.9
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,%,48.1
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,%,45.3
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,%,52.9
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,%,52.7
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,%,43.9
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,Kg per capita,185.6
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,Kg per capita,198.6
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,Kg per capita,217.4
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,Kg per capita,283.0
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,Kg per capita,161.4
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,%,38.5
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,Kg per capita,216.1
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,Kg per capita,221.6
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,%,50.7
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Araba / Álava,%,76.8
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,Kg per capita,100.6
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,Kg per capita,153.4
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,Kg per capita,170.5
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,Kg per capita,96.0
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,%,28.7
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,Kg per capita,147.9
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,Kg per capita,109.2
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,%,22.7
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,Kg per capita,141.0
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,Kg per capita,115.4
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,%,20.4
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,%,17.8
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,%,19.6
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,%,16.7
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,%,19.0
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,%,26.9
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,%,20.1
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,%,31.4
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,Kg per capita,93.6
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,%,23.7
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,Kg per capita,91.8
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,Kg per capita,113.2
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,%,33.8
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,Kg per capita,119.7
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,%,16.9
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Bizkaia,Kg per capita,123.7
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,%,7.1
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,%,37.0
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,%,47.4
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,%,9.1
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,%,47.5
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,Kg per capita,40.4
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,%,66.1
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,Kg per capita,233.9
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,%,7.0
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,Kg per capita,34.1
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,Kg per capita,254.0
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,Kg per capita,283.1
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,Kg per capita,342.6
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,%,52.5
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,Kg per capita,244.5
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,%,48.8
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,Kg per capita,32.0
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,Kg per capita,312.7
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,Kg per capita,263.0
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,Kg per capita,173.4
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,%,71.2
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,Kg per capita,304.5
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,%,64.7
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,%,44.8
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,%,52.7
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,Gipuzkoa,Kg per capita,253.2
