Year,Sexua,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2020,F,,,Oiartzun,PER_100000_POP,Oiartzun,0.0
2010,F,,,Oiartzun,PER_100000_POP,Oiartzun,0.0
2011,F,,,Oiartzun,PER_100000_POP,Oiartzun,0.0
2013,F,,,Oiartzun,PER_100000_POP,Oiartzun,0.0
2018,F,,,Oiartzun,PER_100000_POP,Oiartzun,0.0
2015,F,,,Oiartzun,PER_100000_POP,Oiartzun,0.0
2017,F,,,Oiartzun,PER_100000_POP,Oiartzun,0.0
2023,F,,,Oiartzun,PER_100000_POP,Oiartzun,0.0
2021,F,,,Oiartzun,PER_100000_POP,Oiartzun,0.0
2019,F,,,Oiartzun,PER_100000_POP,Oiartzun,0.0
2014,F,,,Oiartzun,PER_100000_POP,Oiartzun,0.0
2012,F,,,Oiartzun,PER_100000_POP,Oiartzun,0.0
2016,F,,,Oiartzun,PER_100000_POP,Oiartzun,0.0
2016,F,,,Okondo,PER_100000_POP,Okondo,0.0
2011,F,,,Okondo,PER_100000_POP,Okondo,0.0
2010,F,,,Okondo,PER_100000_POP,Okondo,0.0
2013,F,,,Okondo,PER_100000_POP,Okondo,0.0
2017,F,,,Okondo,PER_100000_POP,Okondo,0.0
2012,F,,,Okondo,PER_100000_POP,Okondo,0.0
2020,F,,,Okondo,PER_100000_POP,Okondo,0.0
2021,F,,,Okondo,PER_100000_POP,Okondo,0.0
2023,F,,,Okondo,PER_100000_POP,Okondo,0.0
2019,F,,,Okondo,PER_100000_POP,Okondo,0.0
2015,F,,,Okondo,PER_100000_POP,Okondo,0.0
2014,F,,,Okondo,PER_100000_POP,Okondo,0.0
2022,F,,,Okondo,PER_100000_POP,Okondo,0.0
2018,F,,,Okondo,PER_100000_POP,Okondo,0.0
2023,F,,,Olaberria,PER_100000_POP,Olaberria,0.0
2021,F,,,Olaberria,PER_100000_POP,Olaberria,0.0
2020,F,,,Olaberria,PER_100000_POP,Olaberria,0.0
2018,F,,,Olaberria,PER_100000_POP,Olaberria,0.0
2016,F,,,Olaberria,PER_100000_POP,Olaberria,0.0
2014,F,,,Olaberria,PER_100000_POP,Olaberria,0.0
2012,F,,,Olaberria,PER_100000_POP,Olaberria,0.0
2010,F,,,Olaberria,PER_100000_POP,Olaberria,0.0
2011,F,,,Olaberria,PER_100000_POP,Olaberria,0.0
2017,F,,,Olaberria,PER_100000_POP,Olaberria,0.0
2015,F,,,Olaberria,PER_100000_POP,Olaberria,0.0
2019,F,,,Olaberria,PER_100000_POP,Olaberria,0.0
2013,F,,,Olaberria,PER_100000_POP,Olaberria,0.0
2022,F,,,Olaberria,PER_100000_POP,Olaberria,0.0
2022,F,,,ES48073,PER_100000_POP,ES48073,0.0
2011,F,,,ES48073,PER_100000_POP,ES48073,0.0
2014,F,,,ES48073,PER_100000_POP,ES48073,0.0
2021,F,,,ES48073,PER_100000_POP,ES48073,0.0
2013,F,,,ES48073,PER_100000_POP,ES48073,0.0
2017,F,,,ES48073,PER_100000_POP,ES48073,0.0
2023,F,,,ES48073,PER_100000_POP,ES48073,0.0
2015,F,,,ES48073,PER_100000_POP,ES48073,0.0
2020,F,,,ES48073,PER_100000_POP,ES48073,0.0
2018,F,,,ES48073,PER_100000_POP,ES48073,0.0
2016,F,,,ES48073,PER_100000_POP,ES48073,0.0
2012,F,,,ES48073,PER_100000_POP,ES48073,0.0
2010,F,,,ES48073,PER_100000_POP,ES48073,0.0
2019,F,,,ES48073,PER_100000_POP,ES48073,0.0
2020,F,,,Oñati,PER_100000_POP,Oñati,0.0
2022,F,,,Oñati,PER_100000_POP,Oñati,0.0
2018,F,,,Oñati,PER_100000_POP,Oñati,0.0
2021,F,,,Oñati,PER_100000_POP,Oñati,0.0
2013,F,,,Oñati,PER_100000_POP,Oñati,0.0
2011,F,,,Oñati,PER_100000_POP,Oñati,0.0
2023,F,,,Oñati,PER_100000_POP,Oñati,0.0
2019,F,,,Oñati,PER_100000_POP,Oñati,0.0
2015,F,,,Oñati,PER_100000_POP,Oñati,0.0
2016,F,,,Oñati,PER_100000_POP,Oñati,0.0
2014,F,,,Oñati,PER_100000_POP,Oñati,0.0
2012,F,,,Oñati,PER_100000_POP,Oñati,0.0
2010,F,,,Oñati,PER_100000_POP,Oñati,0.0
2017,F,,,Oñati,PER_100000_POP,Oñati,0.0
2015,F,,,Ordizia,PER_100000_POP,Ordizia,0.0
2011,F,,,Ordizia,PER_100000_POP,Ordizia,0.0
2021,F,,,Ordizia,PER_100000_POP,Ordizia,0.0
2022,F,,,Ordizia,PER_100000_POP,Ordizia,0.0
2020,F,,,Ordizia,PER_100000_POP,Ordizia,0.0
2018,F,,,Ordizia,PER_100000_POP,Ordizia,0.0
2016,F,,,Ordizia,PER_100000_POP,Ordizia,0.0
2014,F,,,Ordizia,PER_100000_POP,Ordizia,0.0
2012,F,,,Ordizia,PER_100000_POP,Ordizia,0.0
2010,F,,,Ordizia,PER_100000_POP,Ordizia,0.0
2017,F,,,Ordizia,PER_100000_POP,Ordizia,0.0
2019,F,,,Ordizia,PER_100000_POP,Ordizia,0.0
2023,F,,,Ordizia,PER_100000_POP,Ordizia,0.0
2013,F,,,Ordizia,PER_100000_POP,Ordizia,0.0
2023,F,,,ES20905,PER_100000_POP,ES20905,0.0
2013,F,,,ES20905,PER_100000_POP,ES20905,0.0
2021,F,,,ES20905,PER_100000_POP,ES20905,0.0
2019,F,,,ES20905,PER_100000_POP,ES20905,0.0
2017,F,,,ES20905,PER_100000_POP,ES20905,0.0
2022,F,,,ES20905,PER_100000_POP,ES20905,0.0
2020,F,,,ES20905,PER_100000_POP,ES20905,0.0
2018,F,,,ES20905,PER_100000_POP,ES20905,0.0
2016,F,,,ES20905,PER_100000_POP,ES20905,0.0
2014,F,,,ES20905,PER_100000_POP,ES20905,0.0
2012,F,,,ES20905,PER_100000_POP,ES20905,0.0
2010,F,,,ES20905,PER_100000_POP,ES20905,0.0
2011,F,,,ES20905,PER_100000_POP,ES20905,0.0
2015,F,,,ES20905,PER_100000_POP,ES20905,0.0
2023,F,,,Orexa,PER_100000_POP,Orexa,0.0
2020,F,,,Orexa,PER_100000_POP,Orexa,0.0
2015,F,,,Orexa,PER_100000_POP,Orexa,0.0
2022,F,,,Orexa,PER_100000_POP,Orexa,0.0
2018,F,,,Orexa,PER_100000_POP,Orexa,0.0
2016,F,,,Orexa,PER_100000_POP,Orexa,0.0
2014,F,,,Orexa,PER_100000_POP,Orexa,0.0
2012,F,,,Orexa,PER_100000_POP,Orexa,0.0
2010,F,,,Orexa,PER_100000_POP,Orexa,0.0
2017,F,,,Orexa,PER_100000_POP,Orexa,0.0
2021,F,,,Orexa,PER_100000_POP,Orexa,0.0
2013,F,,,Orexa,PER_100000_POP,Orexa,0.0
2019,F,,,Orexa,PER_100000_POP,Orexa,0.0
2011,F,,,Orexa,PER_100000_POP,Orexa,0.0
2021,F,,,Orio,PER_100000_POP,Orio,0.0
2017,F,,,Orio,PER_100000_POP,Orio,0.0
2015,F,,,Orio,PER_100000_POP,Orio,0.0
2022,F,,,Orio,PER_100000_POP,Orio,0.0
2020,F,,,Orio,PER_100000_POP,Orio,0.0
2018,F,,,Orio,PER_100000_POP,Orio,0.0
2016,F,,,Orio,PER_100000_POP,Orio,0.0
2014,F,,,Orio,PER_100000_POP,Orio,0.0
2012,F,,,Orio,PER_100000_POP,Orio,0.0
2010,F,,,Orio,PER_100000_POP,Orio,0.0
2013,F,,,Orio,PER_100000_POP,Orio,0.0
2011,F,,,Orio,PER_100000_POP,Orio,0.0
2019,F,,,Orio,PER_100000_POP,Orio,0.0
2023,F,,,Orio,PER_100000_POP,Orio,0.0
2016,F,,,Ormaiztegi,PER_100000_POP,Ormaiztegi,0.0
2021,F,,,Ormaiztegi,PER_100000_POP,Ormaiztegi,0.0
2010,F,,,Ormaiztegi,PER_100000_POP,Ormaiztegi,0.0
2014,F,,,Ormaiztegi,PER_100000_POP,Ormaiztegi,0.0
2023,F,,,Ormaiztegi,PER_100000_POP,Ormaiztegi,0.0
2019,F,,,Ormaiztegi,PER_100000_POP,Ormaiztegi,0.0
2022,F,,,Ormaiztegi,PER_100000_POP,Ormaiztegi,0.0
2020,F,,,Ormaiztegi,PER_100000_POP,Ormaiztegi,0.0
2018,F,,,Ormaiztegi,PER_100000_POP,Ormaiztegi,0.0
2015,F,,,Ormaiztegi,PER_100000_POP,Ormaiztegi,0.0
2012,F,,,Ormaiztegi,PER_100000_POP,Ormaiztegi,0.0
2013,F,,,Ormaiztegi,PER_100000_POP,Ormaiztegi,0.0
2011,F,,,Ormaiztegi,PER_100000_POP,Ormaiztegi,0.0
2017,F,,,Ormaiztegi,PER_100000_POP,Ormaiztegi,0.0
2023,F,,,ES48075,PER_100000_POP,ES48075,0.0
2021,F,,,ES48075,PER_100000_POP,ES48075,0.0
2013,F,,,ES48075,PER_100000_POP,ES48075,0.0
2019,F,,,ES48075,PER_100000_POP,ES48075,0.0
2022,F,,,ES48075,PER_100000_POP,ES48075,0.0
2020,F,,,ES48075,PER_100000_POP,ES48075,0.0
2018,F,,,ES48075,PER_100000_POP,ES48075,0.0
2014,F,,,ES48075,PER_100000_POP,ES48075,0.0
2012,F,,,ES48075,PER_100000_POP,ES48075,0.0
2010,F,,,ES48075,PER_100000_POP,ES48075,0.0
2011,F,,,ES48075,PER_100000_POP,ES48075,0.0
2015,F,,,ES48075,PER_100000_POP,ES48075,0.0
2016,F,,,ES48075,PER_100000_POP,ES48075,0.0
2017,F,,,ES48075,PER_100000_POP,ES48075,0.0
2018,F,,,ES48083,PER_100000_POP,ES48083,0.0
2019,F,,,ES48083,PER_100000_POP,ES48083,0.0
2023,F,,,ES48083,PER_100000_POP,ES48083,0.0
2017,F,,,ES48083,PER_100000_POP,ES48083,0.0
2021,F,,,ES48083,PER_100000_POP,ES48083,0.0
2015,F,,,ES48083,PER_100000_POP,ES48083,0.0
2013,F,,,ES48083,PER_100000_POP,ES48083,0.0
2011,F,,,ES48083,PER_100000_POP,ES48083,0.0
2022,F,,,ES48083,PER_100000_POP,ES48083,0.0
2020,F,,,ES48083,PER_100000_POP,ES48083,0.0
2016,F,,,ES48083,PER_100000_POP,ES48083,0.0
2014,F,,,ES48083,PER_100000_POP,ES48083,0.0
2012,F,,,ES48083,PER_100000_POP,ES48083,0.0
2010,F,,,ES48083,PER_100000_POP,ES48083,0.0
2022,F,,,ES48072,PER_100000_POP,ES48072,0.0
2021,F,,,ES48072,PER_100000_POP,ES48072,0.0
2019,F,,,ES48072,PER_100000_POP,ES48072,0.0
2023,F,,,ES48072,PER_100000_POP,ES48072,0.0
2018,F,,,ES48072,PER_100000_POP,ES48072,0.0
2020,F,,,ES48072,PER_100000_POP,ES48072,0.0
2014,F,,,ES48072,PER_100000_POP,ES48072,0.0
2011,F,,,ES48072,PER_100000_POP,ES48072,0.0
2017,F,,,ES48072,PER_100000_POP,ES48072,0.0
2015,F,,,ES48072,PER_100000_POP,ES48072,0.0
2013,F,,,ES48072,PER_100000_POP,ES48072,0.0
2016,F,,,ES48072,PER_100000_POP,ES48072,0.0
2012,F,,,ES48072,PER_100000_POP,ES48072,0.0
2010,F,,,ES48072,PER_100000_POP,ES48072,0.0
2020,F,,,Oyón-Oion,PER_100000_POP,Oyón-Oion,0.0
2022,F,,,Oyón-Oion,PER_100000_POP,Oyón-Oion,0.0
2016,F,,,Oyón-Oion,PER_100000_POP,Oyón-Oion,0.0
2015,F,,,Oyón-Oion,PER_100000_POP,Oyón-Oion,0.0
2017,F,,,Oyón-Oion,PER_100000_POP,Oyón-Oion,0.0
2023,F,,,Oyón-Oion,PER_100000_POP,Oyón-Oion,0.0
2019,F,,,Oyón-Oion,PER_100000_POP,Oyón-Oion,0.0
2011,F,,,Oyón-Oion,PER_100000_POP,Oyón-Oion,0.0
2012,F,,,Oyón-Oion,PER_100000_POP,Oyón-Oion,0.0
2021,F,,,Oyón-Oion,PER_100000_POP,Oyón-Oion,0.0
2018,F,,,Oyón-Oion,PER_100000_POP,Oyón-Oion,0.0
2010,F,,,Oyón-Oion,PER_100000_POP,Oyón-Oion,0.0
2013,F,,,Oyón-Oion,PER_100000_POP,Oyón-Oion,0.0
2014,F,,,Oyón-Oion,PER_100000_POP,Oyón-Oion,0.0
2019,F,,,Pasaia,PER_100000_POP,Pasaia,0.0
2015,F,,,Pasaia,PER_100000_POP,Pasaia,0.0
2017,F,,,Pasaia,PER_100000_POP,Pasaia,0.0
2023,F,,,Pasaia,PER_100000_POP,Pasaia,0.0
2021,F,,,Pasaia,PER_100000_POP,Pasaia,0.0
2022,F,,,Pasaia,PER_100000_POP,Pasaia,0.0
2020,F,,,Pasaia,PER_100000_POP,Pasaia,0.0
2018,F,,,Pasaia,PER_100000_POP,Pasaia,0.0
2016,F,,,Pasaia,PER_100000_POP,Pasaia,0.0
2014,F,,,Pasaia,PER_100000_POP,Pasaia,0.0
2012,F,,,Pasaia,PER_100000_POP,Pasaia,0.0
2010,F,,,Pasaia,PER_100000_POP,Pasaia,0.0
2011,F,,,Pasaia,PER_100000_POP,Pasaia,0.0
2013,F,,,Pasaia,PER_100000_POP,Pasaia,0.0
2022,F,,,Peñacerrada-Urizaharra,PER_100000_POP,Peñacerrada-Urizaharra,0.0
2012,F,,,Peñacerrada-Urizaharra,PER_100000_POP,Peñacerrada-Urizaharra,0.0
2023,F,,,Peñacerrada-Urizaharra,PER_100000_POP,Peñacerrada-Urizaharra,0.0
2017,F,,,Peñacerrada-Urizaharra,PER_100000_POP,Peñacerrada-Urizaharra,0.0
2014,F,,,Peñacerrada-Urizaharra,PER_100000_POP,Peñacerrada-Urizaharra,0.0
2010,F,,,Peñacerrada-Urizaharra,PER_100000_POP,Peñacerrada-Urizaharra,0.0
2016,F,,,Peñacerrada-Urizaharra,PER_100000_POP,Peñacerrada-Urizaharra,0.0
2011,F,,,Peñacerrada-Urizaharra,PER_100000_POP,Peñacerrada-Urizaharra,0.0
2021,F,,,Peñacerrada-Urizaharra,PER_100000_POP,Peñacerrada-Urizaharra,0.0
2013,F,,,Peñacerrada-Urizaharra,PER_100000_POP,Peñacerrada-Urizaharra,0.0
2019,F,,,Peñacerrada-Urizaharra,PER_100000_POP,Peñacerrada-Urizaharra,0.0
2020,F,,,Peñacerrada-Urizaharra,PER_100000_POP,Peñacerrada-Urizaharra,0.0
2018,F,,,Peñacerrada-Urizaharra,PER_100000_POP,Peñacerrada-Urizaharra,0.0
2015,F,,,Peñacerrada-Urizaharra,PER_100000_POP,Peñacerrada-Urizaharra,0.0
2021,F,,,ES48077,PER_100000_POP,ES48077,0.0
2013,F,,,ES48077,PER_100000_POP,ES48077,0.0
2019,F,,,ES48077,PER_100000_POP,ES48077,0.0
2017,F,,,ES48077,PER_100000_POP,ES48077,0.0
2023,F,,,ES48077,PER_100000_POP,ES48077,0.0
2022,F,,,ES48077,PER_100000_POP,ES48077,0.0
2020,F,,,ES48077,PER_100000_POP,ES48077,0.0
2018,F,,,ES48077,PER_100000_POP,ES48077,0.0
2014,F,,,ES48077,PER_100000_POP,ES48077,0.0
2012,F,,,ES48077,PER_100000_POP,ES48077,0.0
2010,F,,,ES48077,PER_100000_POP,ES48077,0.0
2016,F,,,ES48077,PER_100000_POP,ES48077,0.0
2011,F,,,ES48077,PER_100000_POP,ES48077,0.0
2015,F,,,ES48077,PER_100000_POP,ES48077,0.0
2023,F,,,ES48078,PER_100000_POP,ES48078,0.0
2021,F,,,ES48078,PER_100000_POP,ES48078,0.0
2011,F,,,ES48078,PER_100000_POP,ES48078,4.04
2022,F,,,ES48078,PER_100000_POP,ES48078,0.0
2012,F,,,ES48078,PER_100000_POP,ES48078,0.0
2010,F,,,ES48078,PER_100000_POP,ES48078,0.0
2013,F,,,ES48078,PER_100000_POP,ES48078,0.0
2019,F,,,ES48078,PER_100000_POP,ES48078,0.0
2015,F,,,ES48078,PER_100000_POP,ES48078,0.0
2020,F,,,ES48078,PER_100000_POP,ES48078,0.0
2017,F,,,ES48078,PER_100000_POP,ES48078,0.0
2016,F,,,ES48078,PER_100000_POP,ES48078,0.0
2018,F,,,ES48078,PER_100000_POP,ES48078,0.0
2014,F,,,ES48078,PER_100000_POP,ES48078,0.0
2016,F,,,Ribera Baja / Erriberabeitia,PER_100000_POP,Ribera Baja / Erriberabeitia,0.0
2011,F,,,Ribera Baja / Erriberabeitia,PER_100000_POP,Ribera Baja / Erriberabeitia,0.0
2018,F,,,Ribera Baja / Erriberabeitia,PER_100000_POP,Ribera Baja / Erriberabeitia,0.0
2010,F,,,Ribera Baja / Erriberabeitia,PER_100000_POP,Ribera Baja / Erriberabeitia,0.0
2017,F,,,Ribera Baja / Erriberabeitia,PER_100000_POP,Ribera Baja / Erriberabeitia,0.0
2013,F,,,Ribera Baja / Erriberabeitia,PER_100000_POP,Ribera Baja / Erriberabeitia,0.0
2021,F,,,Ribera Baja / Erriberabeitia,PER_100000_POP,Ribera Baja / Erriberabeitia,0.0
2019,F,,,Ribera Baja / Erriberabeitia,PER_100000_POP,Ribera Baja / Erriberabeitia,0.0
2012,F,,,Ribera Baja / Erriberabeitia,PER_100000_POP,Ribera Baja / Erriberabeitia,0.0
2020,F,,,Ribera Baja / Erriberabeitia,PER_100000_POP,Ribera Baja / Erriberabeitia,0.0
2022,F,,,Ribera Baja / Erriberabeitia,PER_100000_POP,Ribera Baja / Erriberabeitia,0.0
2015,F,,,Ribera Baja / Erriberabeitia,PER_100000_POP,Ribera Baja / Erriberabeitia,0.0
2023,F,,,Ribera Baja / Erriberabeitia,PER_100000_POP,Ribera Baja / Erriberabeitia,0.0
2014,F,,,Ribera Baja / Erriberabeitia,PER_100000_POP,Ribera Baja / Erriberabeitia,0.0
2013,F,,,Samaniego,PER_100000_POP,Samaniego,0.0
2019,F,,,Samaniego,PER_100000_POP,Samaniego,0.0
2014,F,,,Samaniego,PER_100000_POP,Samaniego,0.0
2015,F,,,Samaniego,PER_100000_POP,Samaniego,0.0
2020,F,,,Samaniego,PER_100000_POP,Samaniego,0.0
2012,F,,,Samaniego,PER_100000_POP,Samaniego,0.0
2021,F,,,Samaniego,PER_100000_POP,Samaniego,0.0
2016,F,,,Samaniego,PER_100000_POP,Samaniego,0.0
2023,F,,,Samaniego,PER_100000_POP,Samaniego,0.0
2010,F,,,Samaniego,PER_100000_POP,Samaniego,0.0
2011,F,,,Samaniego,PER_100000_POP,Samaniego,0.0
2018,F,,,Samaniego,PER_100000_POP,Samaniego,0.0
2022,F,,,Samaniego,PER_100000_POP,Samaniego,0.0
2017,F,,,Samaniego,PER_100000_POP,Samaniego,0.0
2018,F,,,San Millán / Donemiliaga,PER_100000_POP,San Millán / Donemiliaga,0.0
2023,F,,,San Millán / Donemiliaga,PER_100000_POP,San Millán / Donemiliaga,0.0
2012,F,,,San Millán / Donemiliaga,PER_100000_POP,San Millán / Donemiliaga,0.0
2016,F,,,San Millán / Donemiliaga,PER_100000_POP,San Millán / Donemiliaga,0.0
2017,F,,,San Millán / Donemiliaga,PER_100000_POP,San Millán / Donemiliaga,0.0
2013,F,,,San Millán / Donemiliaga,PER_100000_POP,San Millán / Donemiliaga,0.0
2014,F,,,San Millán / Donemiliaga,PER_100000_POP,San Millán / Donemiliaga,0.0
2019,F,,,San Millán / Donemiliaga,PER_100000_POP,San Millán / Donemiliaga,0.0
2011,F,,,San Millán / Donemiliaga,PER_100000_POP,San Millán / Donemiliaga,0.0
2020,F,,,San Millán / Donemiliaga,PER_100000_POP,San Millán / Donemiliaga,0.0
2015,F,,,San Millán / Donemiliaga,PER_100000_POP,San Millán / Donemiliaga,0.0
2022,F,,,San Millán / Donemiliaga,PER_100000_POP,San Millán / Donemiliaga,0.0
2021,F,,,San Millán / Donemiliaga,PER_100000_POP,San Millán / Donemiliaga,0.0
2010,F,,,San Millán / Donemiliaga,PER_100000_POP,San Millán / Donemiliaga,0.0
2012,F,,,ES48082,PER_100000_POP,ES48082,0.0
2016,F,,,ES48082,PER_100000_POP,ES48082,0.0
2014,F,,,ES48082,PER_100000_POP,ES48082,0.0
2022,F,,,ES48082,PER_100000_POP,ES48082,0.0
2013,F,,,ES48082,PER_100000_POP,ES48082,0.0
2011,F,,,ES48082,PER_100000_POP,ES48082,0.0
2018,F,,,ES48082,PER_100000_POP,ES48082,0.0
2017,F,,,ES48082,PER_100000_POP,ES48082,0.0
2023,F,,,ES48082,PER_100000_POP,ES48082,4.2
2019,F,,,ES48082,PER_100000_POP,ES48082,0.0
2020,F,,,ES48082,PER_100000_POP,ES48082,0.0
2010,F,,,ES48082,PER_100000_POP,ES48082,4.15
2021,F,,,ES48082,PER_100000_POP,ES48082,0.0
2015,F,,,ES48082,PER_100000_POP,ES48082,0.0
2019,F,,,Segura,PER_100000_POP,Segura,0.0
2011,F,,,Segura,PER_100000_POP,Segura,0.0
2013,F,,,Segura,PER_100000_POP,Segura,0.0
2021,F,,,Segura,PER_100000_POP,Segura,0.0
2022,F,,,Segura,PER_100000_POP,Segura,0.0
2020,F,,,Segura,PER_100000_POP,Segura,0.0
2018,F,,,Segura,PER_100000_POP,Segura,0.0
2016,F,,,Segura,PER_100000_POP,Segura,0.0
2014,F,,,Segura,PER_100000_POP,Segura,0.0
2012,F,,,Segura,PER_100000_POP,Segura,0.0
2010,F,,,Segura,PER_100000_POP,Segura,0.0
2023,F,,,Segura,PER_100000_POP,Segura,0.0
2015,F,,,Segura,PER_100000_POP,Segura,0.0
2017,F,,,Segura,PER_100000_POP,Segura,0.0
2011,F,,,ES48084,PER_100000_POP,ES48084,0.0
2023,F,,,ES48084,PER_100000_POP,ES48084,0.0
2021,F,,,ES48084,PER_100000_POP,ES48084,0.0
2022,F,,,ES48084,PER_100000_POP,ES48084,0.0
2018,F,,,ES48084,PER_100000_POP,ES48084,0.0
2016,F,,,ES48084,PER_100000_POP,ES48084,0.0
2014,F,,,ES48084,PER_100000_POP,ES48084,0.0
2012,F,,,ES48084,PER_100000_POP,ES48084,0.0
2010,F,,,ES48084,PER_100000_POP,ES48084,0.0
2019,F,,,ES48084,PER_100000_POP,ES48084,0.0
2013,F,,,ES48084,PER_100000_POP,ES48084,0.0
2015,F,,,ES48084,PER_100000_POP,ES48084,0.0
2017,F,,,ES48084,PER_100000_POP,ES48084,0.0
2020,F,,,ES48084,PER_100000_POP,ES48084,0.0
2013,F,,,ES48904,PER_100000_POP,ES48904,0.0
2012,F,,,ES48904,PER_100000_POP,ES48904,0.0
2018,F,,,ES48904,PER_100000_POP,ES48904,0.0
2021,F,,,ES48904,PER_100000_POP,ES48904,0.0
2016,F,,,ES48904,PER_100000_POP,ES48904,0.0
2020,F,,,ES48904,PER_100000_POP,ES48904,0.0
2017,F,,,ES48904,PER_100000_POP,ES48904,0.0
2023,F,,,ES48904,PER_100000_POP,ES48904,0.0
2022,F,,,ES48904,PER_100000_POP,ES48904,0.0
2019,F,,,ES48904,PER_100000_POP,ES48904,0.0
2015,F,,,ES48904,PER_100000_POP,ES48904,0.0
2014,F,,,ES48904,PER_100000_POP,ES48904,0.0
2011,F,,,ES48904,PER_100000_POP,ES48904,0.0
2010,F,,,ES48904,PER_100000_POP,ES48904,0.0
2017,F,,,ES48085,PER_100000_POP,ES48085,0.0
2021,F,,,ES48085,PER_100000_POP,ES48085,0.0
2018,F,,,ES48085,PER_100000_POP,ES48085,0.0
2011,F,,,ES48085,PER_100000_POP,ES48085,0.0
2013,F,,,ES48085,PER_100000_POP,ES48085,0.0
2019,F,,,ES48085,PER_100000_POP,ES48085,0.0
2015,F,,,ES48085,PER_100000_POP,ES48085,0.0
2023,F,,,ES48085,PER_100000_POP,ES48085,0.0
2022,F,,,ES48085,PER_100000_POP,ES48085,0.0
2020,F,,,ES48085,PER_100000_POP,ES48085,0.0
2016,F,,,ES48085,PER_100000_POP,ES48085,0.0
2014,F,,,ES48085,PER_100000_POP,ES48085,0.0
2012,F,,,ES48085,PER_100000_POP,ES48085,0.0
2010,F,,,ES48085,PER_100000_POP,ES48085,0.0
2019,F,,,ES48086,PER_100000_POP,ES48086,0.0
2017,F,,,ES48086,PER_100000_POP,ES48086,0.0
2015,F,,,ES48086,PER_100000_POP,ES48086,0.0
2020,F,,,ES48086,PER_100000_POP,ES48086,0.0
2013,F,,,ES48086,PER_100000_POP,ES48086,0.0
2021,F,,,ES48086,PER_100000_POP,ES48086,0.0
2011,F,,,ES48086,PER_100000_POP,ES48086,0.0
2022,F,,,ES48086,PER_100000_POP,ES48086,0.0
2018,F,,,ES48086,PER_100000_POP,ES48086,0.0
2016,F,,,ES48086,PER_100000_POP,ES48086,0.0
2014,F,,,ES48086,PER_100000_POP,ES48086,0.0
2012,F,,,ES48086,PER_100000_POP,ES48086,0.0
2010,F,,,ES48086,PER_100000_POP,ES48086,0.0
2023,F,,,ES48086,PER_100000_POP,ES48086,0.0
2013,F,,,Soraluze-Placencia de las Armas,PER_100000_POP,Soraluze-Placencia de las Armas,0.0
2021,F,,,Soraluze-Placencia de las Armas,PER_100000_POP,Soraluze-Placencia de las Armas,0.0
2017,F,,,Soraluze-Placencia de las Armas,PER_100000_POP,Soraluze-Placencia de las Armas,0.0
2019,F,,,Soraluze-Placencia de las Armas,PER_100000_POP,Soraluze-Placencia de las Armas,0.0
2015,F,,,Soraluze-Placencia de las Armas,PER_100000_POP,Soraluze-Placencia de las Armas,0.0
2022,F,,,Soraluze-Placencia de las Armas,PER_100000_POP,Soraluze-Placencia de las Armas,0.0
2020,F,,,Soraluze-Placencia de las Armas,PER_100000_POP,Soraluze-Placencia de las Armas,0.0
2018,F,,,Soraluze-Placencia de las Armas,PER_100000_POP,Soraluze-Placencia de las Armas,0.0
2016,F,,,Soraluze-Placencia de las Armas,PER_100000_POP,Soraluze-Placencia de las Armas,0.0
2014,F,,,Soraluze-Placencia de las Armas,PER_100000_POP,Soraluze-Placencia de las Armas,0.0
2012,F,,,Soraluze-Placencia de las Armas,PER_100000_POP,Soraluze-Placencia de las Armas,0.0
2010,F,,,Soraluze-Placencia de las Armas,PER_100000_POP,Soraluze-Placencia de las Armas,0.0
2023,F,,,Soraluze-Placencia de las Armas,PER_100000_POP,Soraluze-Placencia de las Armas,0.0
2011,F,,,Soraluze-Placencia de las Armas,PER_100000_POP,Soraluze-Placencia de las Armas,0.0
2014,F,,,ES48076,PER_100000_POP,ES48076,0.0
2018,F,,,ES48076,PER_100000_POP,ES48076,0.0
2023,F,,,ES48076,PER_100000_POP,ES48076,0.0
2019,F,,,ES48076,PER_100000_POP,ES48076,0.0
2021,F,,,ES48076,PER_100000_POP,ES48076,0.0
2011,F,,,ES48076,PER_100000_POP,ES48076,0.0
2022,F,,,ES48076,PER_100000_POP,ES48076,0.0
2016,F,,,ES48076,PER_100000_POP,ES48076,0.0
2017,F,,,ES48076,PER_100000_POP,ES48076,0.0
2015,F,,,ES48076,PER_100000_POP,ES48076,0.0
2013,F,,,ES48076,PER_100000_POP,ES48076,0.0
2020,F,,,ES48076,PER_100000_POP,ES48076,0.0
2012,F,,,ES48076,PER_100000_POP,ES48076,0.0
2010,F,,,ES48076,PER_100000_POP,ES48076,0.0
2019,F,,,Tolosa,PER_100000_POP,Tolosa,0.0
2011,F,,,Tolosa,PER_100000_POP,Tolosa,0.0
2015,F,,,Tolosa,PER_100000_POP,Tolosa,0.0
2017,F,,,Tolosa,PER_100000_POP,Tolosa,0.0
2023,F,,,Tolosa,PER_100000_POP,Tolosa,0.0
2022,F,,,Tolosa,PER_100000_POP,Tolosa,0.0
2020,F,,,Tolosa,PER_100000_POP,Tolosa,0.0
2018,F,,,Tolosa,PER_100000_POP,Tolosa,0.0
2016,F,,,Tolosa,PER_100000_POP,Tolosa,0.0
2014,F,,,Tolosa,PER_100000_POP,Tolosa,0.0
