Year,Sexua,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2022,F,,,Legorreta,PER_100000_POP,Legorreta,0.0
2015,F,,,Legorreta,PER_100000_POP,Legorreta,0.0
2011,F,,,Legorreta,PER_100000_POP,Legorreta,0.0
2016,F,,,Legorreta,PER_100000_POP,Legorreta,0.0
2018,F,,,Legorreta,PER_100000_POP,Legorreta,0.0
2020,F,,,Legorreta,PER_100000_POP,Legorreta,0.0
2010,F,,,Legorreta,PER_100000_POP,Legorreta,0.0
2023,F,,,Legorreta,PER_100000_POP,Legorreta,0.0
2014,F,,,Legutio,PER_100000_POP,Legutio,0.0
2022,F,,,Legutio,PER_100000_POP,Legutio,0.0
2020,F,,,Legutio,PER_100000_POP,Legutio,0.0
2012,F,,,Legutio,PER_100000_POP,Legutio,0.0
2019,F,,,Legutio,PER_100000_POP,Legutio,0.0
2010,F,,,Legutio,PER_100000_POP,Legutio,0.0
2016,F,,,Legutio,PER_100000_POP,Legutio,0.0
2015,F,,,Legutio,PER_100000_POP,Legutio,0.0
2023,F,,,Legutio,PER_100000_POP,Legutio,0.0
2021,F,,,Legutio,PER_100000_POP,Legutio,0.0
2011,F,,,Legutio,PER_100000_POP,Legutio,0.0
2017,F,,,Legutio,PER_100000_POP,Legutio,0.0
2013,F,,,Legutio,PER_100000_POP,Legutio,0.0
2018,F,,,Legutio,PER_100000_POP,Legutio,0.0
2015,F,,,Leintz-Gatzaga,PER_100000_POP,Leintz-Gatzaga,0.0
2022,F,,,Leintz-Gatzaga,PER_100000_POP,Leintz-Gatzaga,0.0
2020,F,,,Leintz-Gatzaga,PER_100000_POP,Leintz-Gatzaga,0.0
2018,F,,,Leintz-Gatzaga,PER_100000_POP,Leintz-Gatzaga,0.0
2016,F,,,Leintz-Gatzaga,PER_100000_POP,Leintz-Gatzaga,0.0
2014,F,,,Leintz-Gatzaga,PER_100000_POP,Leintz-Gatzaga,0.0
2012,F,,,Leintz-Gatzaga,PER_100000_POP,Leintz-Gatzaga,0.0
2010,F,,,Leintz-Gatzaga,PER_100000_POP,Leintz-Gatzaga,0.0
2013,F,,,Leintz-Gatzaga,PER_100000_POP,Leintz-Gatzaga,0.0
2011,F,,,Leintz-Gatzaga,PER_100000_POP,Leintz-Gatzaga,0.0
2021,F,,,Leintz-Gatzaga,PER_100000_POP,Leintz-Gatzaga,0.0
2023,F,,,Leintz-Gatzaga,PER_100000_POP,Leintz-Gatzaga,0.0
2017,F,,,Leintz-Gatzaga,PER_100000_POP,Leintz-Gatzaga,0.0
2019,F,,,Leintz-Gatzaga,PER_100000_POP,Leintz-Gatzaga,0.0
2017,F,,,ES48054,PER_100000_POP,ES48054,0.0
2015,F,,,ES48054,PER_100000_POP,ES48054,0.0
2020,F,,,ES48054,PER_100000_POP,ES48054,0.0
2012,F,,,ES48054,PER_100000_POP,ES48054,0.0
2011,F,,,ES48054,PER_100000_POP,ES48054,0.0
2023,F,,,ES48054,PER_100000_POP,ES48054,0.0
2021,F,,,ES48054,PER_100000_POP,ES48054,0.0
2013,F,,,ES48054,PER_100000_POP,ES48054,0.0
2022,F,,,ES48054,PER_100000_POP,ES48054,0.0
2018,F,,,ES48054,PER_100000_POP,ES48054,0.0
2016,F,,,ES48054,PER_100000_POP,ES48054,0.0
2014,F,,,ES48054,PER_100000_POP,ES48054,0.0
2010,F,,,ES48054,PER_100000_POP,ES48054,0.0
2019,F,,,ES48054,PER_100000_POP,ES48054,0.0
2011,F,,,ES48057,PER_100000_POP,ES48057,0.0
2015,F,,,ES48057,PER_100000_POP,ES48057,0.0
2017,F,,,ES48057,PER_100000_POP,ES48057,0.0
2021,F,,,ES48057,PER_100000_POP,ES48057,0.0
2019,F,,,ES48057,PER_100000_POP,ES48057,0.0
2022,F,,,ES48057,PER_100000_POP,ES48057,0.0
2020,F,,,ES48057,PER_100000_POP,ES48057,0.0
2018,F,,,ES48057,PER_100000_POP,ES48057,0.0
2014,F,,,ES48057,PER_100000_POP,ES48057,0.0
2012,F,,,ES48057,PER_100000_POP,ES48057,0.0
2010,F,,,ES48057,PER_100000_POP,ES48057,0.0
2023,F,,,ES48057,PER_100000_POP,ES48057,0.0
2016,F,,,ES48057,PER_100000_POP,ES48057,0.0
2013,F,,,ES48057,PER_100000_POP,ES48057,0.0
2023,F,,,ES48055,PER_100000_POP,ES48055,0.0
2018,F,,,ES48055,PER_100000_POP,ES48055,0.0
2011,F,,,ES48055,PER_100000_POP,ES48055,0.0
2021,F,,,ES48055,PER_100000_POP,ES48055,0.0
2013,F,,,ES48055,PER_100000_POP,ES48055,0.0
2019,F,,,ES48055,PER_100000_POP,ES48055,0.0
2017,F,,,ES48055,PER_100000_POP,ES48055,0.0
2015,F,,,ES48055,PER_100000_POP,ES48055,0.0
2022,F,,,ES48055,PER_100000_POP,ES48055,0.0
2020,F,,,ES48055,PER_100000_POP,ES48055,0.0
2016,F,,,ES48055,PER_100000_POP,ES48055,0.0
2014,F,,,ES48055,PER_100000_POP,ES48055,0.0
2012,F,,,ES48055,PER_100000_POP,ES48055,0.0
2010,F,,,ES48055,PER_100000_POP,ES48055,0.0
2014,F,,,ES48056,PER_100000_POP,ES48056,0.0
2012,F,,,ES48056,PER_100000_POP,ES48056,0.0
2018,F,,,ES48056,PER_100000_POP,ES48056,0.0
2011,F,,,ES48056,PER_100000_POP,ES48056,0.0
2021,F,,,ES48056,PER_100000_POP,ES48056,0.0
2023,F,,,ES48056,PER_100000_POP,ES48056,0.0
2015,F,,,ES48056,PER_100000_POP,ES48056,0.0
2013,F,,,ES48056,PER_100000_POP,ES48056,0.0
2019,F,,,ES48056,PER_100000_POP,ES48056,0.0
2017,F,,,ES48056,PER_100000_POP,ES48056,0.0
2022,F,,,ES48056,PER_100000_POP,ES48056,0.0
2020,F,,,ES48056,PER_100000_POP,ES48056,0.0
2016,F,,,ES48056,PER_100000_POP,ES48056,0.0
2010,F,,,ES48056,PER_100000_POP,ES48056,0.0
2016,F,,,Leza,PER_100000_POP,Leza,0.0
2011,F,,,Leza,PER_100000_POP,Leza,0.0
2017,F,,,Leza,PER_100000_POP,Leza,0.0
2019,F,,,Leza,PER_100000_POP,Leza,0.0
2010,F,,,Leza,PER_100000_POP,Leza,0.0
2015,F,,,Leza,PER_100000_POP,Leza,0.0
2013,F,,,Leza,PER_100000_POP,Leza,0.0
2021,F,,,Leza,PER_100000_POP,Leza,0.0
2020,F,,,Leza,PER_100000_POP,Leza,0.0
2023,F,,,Leza,PER_100000_POP,Leza,0.0
2022,F,,,Leza,PER_100000_POP,Leza,0.0
2018,F,,,Leza,PER_100000_POP,Leza,0.0
2012,F,,,Leza,PER_100000_POP,Leza,0.0
2014,F,,,Leza,PER_100000_POP,Leza,0.0
2019,F,,,ES48081,PER_100000_POP,ES48081,0.0
2023,F,,,ES48081,PER_100000_POP,ES48081,0.0
2018,F,,,ES48081,PER_100000_POP,ES48081,0.0
2013,F,,,ES48081,PER_100000_POP,ES48081,0.0
2021,F,,,ES48081,PER_100000_POP,ES48081,0.0
2011,F,,,ES48081,PER_100000_POP,ES48081,0.0
2017,F,,,ES48081,PER_100000_POP,ES48081,0.0
2015,F,,,ES48081,PER_100000_POP,ES48081,0.0
2022,F,,,ES48081,PER_100000_POP,ES48081,0.0
2020,F,,,ES48081,PER_100000_POP,ES48081,0.0
2016,F,,,ES48081,PER_100000_POP,ES48081,0.0
2014,F,,,ES48081,PER_100000_POP,ES48081,0.0
2012,F,,,ES48081,PER_100000_POP,ES48081,0.0
2010,F,,,ES48081,PER_100000_POP,ES48081,0.0
2022,F,,,Lezo,PER_100000_POP,Lezo,0.0
2020,F,,,Lezo,PER_100000_POP,Lezo,0.0
2018,F,,,Lezo,PER_100000_POP,Lezo,0.0
2016,F,,,Lezo,PER_100000_POP,Lezo,0.0
2015,F,,,Lezo,PER_100000_POP,Lezo,0.0
2023,F,,,Lezo,PER_100000_POP,Lezo,0.0
2017,F,,,Lezo,PER_100000_POP,Lezo,0.0
2014,F,,,Lezo,PER_100000_POP,Lezo,0.0
2012,F,,,Lezo,PER_100000_POP,Lezo,0.0
2010,F,,,Lezo,PER_100000_POP,Lezo,0.0
2011,F,,,Lezo,PER_100000_POP,Lezo,0.0
2013,F,,,Lezo,PER_100000_POP,Lezo,0.0
2019,F,,,Lezo,PER_100000_POP,Lezo,0.0
2021,F,,,Lezo,PER_100000_POP,Lezo,0.0
2010,F,,,Lizartza,PER_100000_POP,Lizartza,0.0
2021,F,,,Lizartza,PER_100000_POP,Lizartza,0.0
2014,F,,,Lizartza,PER_100000_POP,Lizartza,0.0
2011,F,,,Lizartza,PER_100000_POP,Lizartza,0.0
2018,F,,,Lizartza,PER_100000_POP,Lizartza,0.0
2023,F,,,Lizartza,PER_100000_POP,Lizartza,0.0
2020,F,,,Lizartza,PER_100000_POP,Lizartza,0.0
2016,F,,,Lizartza,PER_100000_POP,Lizartza,0.0
2019,F,,,Lizartza,PER_100000_POP,Lizartza,0.0
2017,F,,,Lizartza,PER_100000_POP,Lizartza,0.0
2022,F,,,Lizartza,PER_100000_POP,Lizartza,0.0
2013,F,,,Lizartza,PER_100000_POP,Lizartza,0.0
2015,F,,,Lizartza,PER_100000_POP,Lizartza,0.0
2012,F,,,Lizartza,PER_100000_POP,Lizartza,0.0
2014,F,,,ES48903,PER_100000_POP,ES48903,0.0
2011,F,,,ES48903,PER_100000_POP,ES48903,0.0
2019,F,,,ES48903,PER_100000_POP,ES48903,0.0
2021,F,,,ES48903,PER_100000_POP,ES48903,0.0
2013,F,,,ES48903,PER_100000_POP,ES48903,0.0
2022,F,,,ES48903,PER_100000_POP,ES48903,0.0
2023,F,,,ES48903,PER_100000_POP,ES48903,0.0
2015,F,,,ES48903,PER_100000_POP,ES48903,0.0
2018,F,,,ES48903,PER_100000_POP,ES48903,0.0
2010,F,,,ES48903,PER_100000_POP,ES48903,0.0
2020,F,,,ES48903,PER_100000_POP,ES48903,0.0
2017,F,,,ES48903,PER_100000_POP,ES48903,0.0
2016,F,,,ES48903,PER_100000_POP,ES48903,0.0
2012,F,,,ES48903,PER_100000_POP,ES48903,0.0
2011,F,,,ES48058,PER_100000_POP,ES48058,0.0
2017,F,,,ES48058,PER_100000_POP,ES48058,0.0
2015,F,,,ES48058,PER_100000_POP,ES48058,0.0
2021,F,,,ES48058,PER_100000_POP,ES48058,0.0
2013,F,,,ES48058,PER_100000_POP,ES48058,0.0
2022,F,,,ES48058,PER_100000_POP,ES48058,0.0
2020,F,,,ES48058,PER_100000_POP,ES48058,0.0
2016,F,,,ES48058,PER_100000_POP,ES48058,0.0
2014,F,,,ES48058,PER_100000_POP,ES48058,0.0
2012,F,,,ES48058,PER_100000_POP,ES48058,0.0
2010,F,,,ES48058,PER_100000_POP,ES48058,0.0
2019,F,,,ES48058,PER_100000_POP,ES48058,0.0
2023,F,,,ES48058,PER_100000_POP,ES48058,0.0
2018,F,,,ES48058,PER_100000_POP,ES48058,0.0
2019,F,,,ES48059,PER_100000_POP,ES48059,0.0
2017,F,,,ES48059,PER_100000_POP,ES48059,0.0
2021,F,,,ES48059,PER_100000_POP,ES48059,0.0
2022,F,,,ES48059,PER_100000_POP,ES48059,0.0
2018,F,,,ES48059,PER_100000_POP,ES48059,0.0
2013,F,,,ES48059,PER_100000_POP,ES48059,0.0
2011,F,,,ES48059,PER_100000_POP,ES48059,0.0
2023,F,,,ES48059,PER_100000_POP,ES48059,0.0
2015,F,,,ES48059,PER_100000_POP,ES48059,0.0
2020,F,,,ES48059,PER_100000_POP,ES48059,0.0
2016,F,,,ES48059,PER_100000_POP,ES48059,0.0
2012,F,,,ES48059,PER_100000_POP,ES48059,0.0
2010,F,,,ES48059,PER_100000_POP,ES48059,0.0
2014,F,,,ES48059,PER_100000_POP,ES48059,0.0
2017,F,,,ES48060,PER_100000_POP,ES48060,0.0
2015,F,,,ES48060,PER_100000_POP,ES48060,0.0
2013,F,,,ES48060,PER_100000_POP,ES48060,0.0
2020,F,,,ES48060,PER_100000_POP,ES48060,0.0
2018,F,,,ES48060,PER_100000_POP,ES48060,0.0
2016,F,,,ES48060,PER_100000_POP,ES48060,0.0
2014,F,,,ES48060,PER_100000_POP,ES48060,0.0
2012,F,,,ES48060,PER_100000_POP,ES48060,0.0
2010,F,,,ES48060,PER_100000_POP,ES48060,0.0
2023,F,,,ES48060,PER_100000_POP,ES48060,0.0
2022,F,,,ES48060,PER_100000_POP,ES48060,0.0
2021,F,,,ES48060,PER_100000_POP,ES48060,0.0
2019,F,,,ES48060,PER_100000_POP,ES48060,0.0
2011,F,,,ES48060,PER_100000_POP,ES48060,0.0
2020,F,,,ES48061,PER_100000_POP,ES48061,0.0
2015,F,,,ES48061,PER_100000_POP,ES48061,0.0
2019,F,,,ES48061,PER_100000_POP,ES48061,0.0
2017,F,,,ES48061,PER_100000_POP,ES48061,0.0
2011,F,,,ES48061,PER_100000_POP,ES48061,0.0
2023,F,,,ES48061,PER_100000_POP,ES48061,0.0
2021,F,,,ES48061,PER_100000_POP,ES48061,0.0
2013,F,,,ES48061,PER_100000_POP,ES48061,0.0
2022,F,,,ES48061,PER_100000_POP,ES48061,0.0
2018,F,,,ES48061,PER_100000_POP,ES48061,0.0
2016,F,,,ES48061,PER_100000_POP,ES48061,0.0
2014,F,,,ES48061,PER_100000_POP,ES48061,0.0
2010,F,,,ES48061,PER_100000_POP,ES48061,0.0
2012,F,,,ES48061,PER_100000_POP,ES48061,0.0
2021,F,,,ES20901,PER_100000_POP,ES20901,0.0
2011,F,,,ES20901,PER_100000_POP,ES20901,0.0
2019,F,,,ES20901,PER_100000_POP,ES20901,0.0
2015,F,,,ES20901,PER_100000_POP,ES20901,0.0
2023,F,,,ES20901,PER_100000_POP,ES20901,0.0
2022,F,,,ES20901,PER_100000_POP,ES20901,0.0
2020,F,,,ES20901,PER_100000_POP,ES20901,0.0
2018,F,,,ES20901,PER_100000_POP,ES20901,0.0
2016,F,,,ES20901,PER_100000_POP,ES20901,0.0
2014,F,,,ES20901,PER_100000_POP,ES20901,0.0
2012,F,,,ES20901,PER_100000_POP,ES20901,0.0
2010,F,,,ES20901,PER_100000_POP,ES20901,0.0
2013,F,,,ES20901,PER_100000_POP,ES20901,0.0
2017,F,,,ES20901,PER_100000_POP,ES20901,0.0
2010,F,,,ES48062,PER_100000_POP,ES48062,0.0
2012,F,,,ES48062,PER_100000_POP,ES48062,0.0
2020,F,,,ES48062,PER_100000_POP,ES48062,0.0
2016,F,,,ES48062,PER_100000_POP,ES48062,0.0
2013,F,,,ES48062,PER_100000_POP,ES48062,0.0
2022,F,,,ES48062,PER_100000_POP,ES48062,0.0
2018,F,,,ES48062,PER_100000_POP,ES48062,0.0
2014,F,,,ES48062,PER_100000_POP,ES48062,0.0
2021,F,,,ES48062,PER_100000_POP,ES48062,0.0
2017,F,,,ES48062,PER_100000_POP,ES48062,0.0
2023,F,,,ES48062,PER_100000_POP,ES48062,0.0
2019,F,,,ES48062,PER_100000_POP,ES48062,0.0
2011,F,,,ES48062,PER_100000_POP,ES48062,0.0
2015,F,,,ES48062,PER_100000_POP,ES48062,0.0
2019,F,,,ES48063,PER_100000_POP,ES48063,0.0
2017,F,,,ES48063,PER_100000_POP,ES48063,0.0
2020,F,,,ES48063,PER_100000_POP,ES48063,0.0
2013,F,,,ES48063,PER_100000_POP,ES48063,0.0
2023,F,,,ES48063,PER_100000_POP,ES48063,0.0
2015,F,,,ES48063,PER_100000_POP,ES48063,0.0
2021,F,,,ES48063,PER_100000_POP,ES48063,0.0
2011,F,,,ES48063,PER_100000_POP,ES48063,0.0
2022,F,,,ES48063,PER_100000_POP,ES48063,0.0
2018,F,,,ES48063,PER_100000_POP,ES48063,0.0
2016,F,,,ES48063,PER_100000_POP,ES48063,0.0
2014,F,,,ES48063,PER_100000_POP,ES48063,0.0
2012,F,,,ES48063,PER_100000_POP,ES48063,0.0
2010,F,,,ES48063,PER_100000_POP,ES48063,0.0
2019,F,,,ES48064,PER_100000_POP,ES48064,0.0
2011,F,,,ES48064,PER_100000_POP,ES48064,0.0
2017,F,,,ES48064,PER_100000_POP,ES48064,0.0
2015,F,,,ES48064,PER_100000_POP,ES48064,0.0
2023,F,,,ES48064,PER_100000_POP,ES48064,0.0
2021,F,,,ES48064,PER_100000_POP,ES48064,0.0
2022,F,,,ES48064,PER_100000_POP,ES48064,0.0
2014,F,,,ES48064,PER_100000_POP,ES48064,0.0
2018,F,,,ES48064,PER_100000_POP,ES48064,0.0
2013,F,,,ES48064,PER_100000_POP,ES48064,0.0
2020,F,,,ES48064,PER_100000_POP,ES48064,0.0
2016,F,,,ES48064,PER_100000_POP,ES48064,0.0
2012,F,,,ES48064,PER_100000_POP,ES48064,0.0
2010,F,,,ES48064,PER_100000_POP,ES48064,0.0
2023,F,,,Moreda de Álava / Moreda Araba,PER_100000_POP,Moreda de Álava / Moreda Araba,0.0
2021,F,,,Moreda de Álava / Moreda Araba,PER_100000_POP,Moreda de Álava / Moreda Araba,0.0
2017,F,,,Moreda de Álava / Moreda Araba,PER_100000_POP,Moreda de Álava / Moreda Araba,0.0
2010,F,,,Moreda de Álava / Moreda Araba,PER_100000_POP,Moreda de Álava / Moreda Araba,0.0
2019,F,,,Moreda de Álava / Moreda Araba,PER_100000_POP,Moreda de Álava / Moreda Araba,0.0
2016,F,,,Moreda de Álava / Moreda Araba,PER_100000_POP,Moreda de Álava / Moreda Araba,0.0
2013,F,,,Moreda de Álava / Moreda Araba,PER_100000_POP,Moreda de Álava / Moreda Araba,0.0
2011,F,,,Moreda de Álava / Moreda Araba,PER_100000_POP,Moreda de Álava / Moreda Araba,0.0
2014,F,,,Moreda de Álava / Moreda Araba,PER_100000_POP,Moreda de Álava / Moreda Araba,0.0
2015,F,,,Moreda de Álava / Moreda Araba,PER_100000_POP,Moreda de Álava / Moreda Araba,0.0
2018,F,,,Moreda de Álava / Moreda Araba,PER_100000_POP,Moreda de Álava / Moreda Araba,0.0
2020,F,,,Moreda de Álava / Moreda Araba,PER_100000_POP,Moreda de Álava / Moreda Araba,0.0
2022,F,,,Moreda de Álava / Moreda Araba,PER_100000_POP,Moreda de Álava / Moreda Araba,0.0
2012,F,,,Moreda de Álava / Moreda Araba,PER_100000_POP,Moreda de Álava / Moreda Araba,0.0
2020,F,,,ES48066,PER_100000_POP,ES48066,0.0
2015,F,,,ES48066,PER_100000_POP,ES48066,0.0
2017,F,,,ES48066,PER_100000_POP,ES48066,0.0
2011,F,,,ES48066,PER_100000_POP,ES48066,0.0
2013,F,,,ES48066,PER_100000_POP,ES48066,0.0
2019,F,,,ES48066,PER_100000_POP,ES48066,0.0
2021,F,,,ES48066,PER_100000_POP,ES48066,0.0
2018,F,,,ES48066,PER_100000_POP,ES48066,0.0
2012,F,,,ES48066,PER_100000_POP,ES48066,0.0
2016,F,,,ES48066,PER_100000_POP,ES48066,0.0
2023,F,,,ES48066,PER_100000_POP,ES48066,0.0
2022,F,,,ES48066,PER_100000_POP,ES48066,0.0
2014,F,,,ES48066,PER_100000_POP,ES48066,0.0
2010,F,,,ES48066,PER_100000_POP,ES48066,0.0
2016,F,,,ES48068,PER_100000_POP,ES48068,0.0
2020,F,,,ES48068,PER_100000_POP,ES48068,0.0
2011,F,,,ES48068,PER_100000_POP,ES48068,0.0
2021,F,,,ES48068,PER_100000_POP,ES48068,0.0
2017,F,,,ES48068,PER_100000_POP,ES48068,0.0
2012,F,,,ES48068,PER_100000_POP,ES48068,0.0
2010,F,,,ES48068,PER_100000_POP,ES48068,0.0
2023,F,,,ES48068,PER_100000_POP,ES48068,0.0
2015,F,,,ES48068,PER_100000_POP,ES48068,0.0
2013,F,,,ES48068,PER_100000_POP,ES48068,0.0
2019,F,,,ES48068,PER_100000_POP,ES48068,0.0
2022,F,,,ES48068,PER_100000_POP,ES48068,0.0
2018,F,,,ES48068,PER_100000_POP,ES48068,0.0
2014,F,,,ES48068,PER_100000_POP,ES48068,0.0
2016,F,,,ES48069,PER_100000_POP,ES48069,0.0
2013,F,,,ES48069,PER_100000_POP,ES48069,0.0
2015,F,,,ES48069,PER_100000_POP,ES48069,0.0
2011,F,,,ES48069,PER_100000_POP,ES48069,0.0
2023,F,,,ES48069,PER_100000_POP,ES48069,0.0
2021,F,,,ES48069,PER_100000_POP,ES48069,0.0
2017,F,,,ES48069,PER_100000_POP,ES48069,0.0
2022,F,,,ES48069,PER_100000_POP,ES48069,0.0
2020,F,,,ES48069,PER_100000_POP,ES48069,0.0
2018,F,,,ES48069,PER_100000_POP,ES48069,0.0
2014,F,,,ES48069,PER_100000_POP,ES48069,0.0
2012,F,,,ES48069,PER_100000_POP,ES48069,0.0
2010,F,,,ES48069,PER_100000_POP,ES48069,0.0
2019,F,,,ES48069,PER_100000_POP,ES48069,0.0
2023,F,,,ES48007,PER_100000_POP,ES48007,0.0
2017,F,,,ES48007,PER_100000_POP,ES48007,0.0
2011,F,,,ES48007,PER_100000_POP,ES48007,0.0
2013,F,,,ES48007,PER_100000_POP,ES48007,0.0
2022,F,,,ES48007,PER_100000_POP,ES48007,0.0
2020,F,,,ES48007,PER_100000_POP,ES48007,0.0
2018,F,,,ES48007,PER_100000_POP,ES48007,0.0
2016,F,,,ES48007,PER_100000_POP,ES48007,0.0
2014,F,,,ES48007,PER_100000_POP,ES48007,0.0
2012,F,,,ES48007,PER_100000_POP,ES48007,0.0
2010,F,,,ES48007,PER_100000_POP,ES48007,0.0
2019,F,,,ES48007,PER_100000_POP,ES48007,0.0
2015,F,,,ES48007,PER_100000_POP,ES48007,0.0
2021,F,,,ES48007,PER_100000_POP,ES48007,0.0
2010,F,,,ES48908,PER_100000_POP,ES48908,0.0
2011,F,,,ES48908,PER_100000_POP,ES48908,0.0
2022,F,,,ES48908,PER_100000_POP,ES48908,0.0
2019,F,,,ES48908,PER_100000_POP,ES48908,0.0
2017,F,,,ES48908,PER_100000_POP,ES48908,0.0
2012,F,,,ES48908,PER_100000_POP,ES48908,0.0
2020,F,,,ES48908,PER_100000_POP,ES48908,0.0
2021,F,,,ES48908,PER_100000_POP,ES48908,0.0
2013,F,,,ES48908,PER_100000_POP,ES48908,0.0
2016,F,,,ES48908,PER_100000_POP,ES48908,0.0
2023,F,,,ES48908,PER_100000_POP,ES48908,0.0
2014,F,,,ES48908,PER_100000_POP,ES48908,0.0
2015,F,,,ES48908,PER_100000_POP,ES48908,0.0
2018,F,,,ES48908,PER_100000_POP,ES48908,0.0
2021,F,,,ES48071,PER_100000_POP,ES48071,0.0
2018,F,,,ES48071,PER_100000_POP,ES48071,0.0
2015,F,,,ES48071,PER_100000_POP,ES48071,0.0
2017,F,,,ES48071,PER_100000_POP,ES48071,0.0
2023,F,,,ES48071,PER_100000_POP,ES48071,0.0
2019,F,,,ES48071,PER_100000_POP,ES48071,0.0
2011,F,,,ES48071,PER_100000_POP,ES48071,0.0
2013,F,,,ES48071,PER_100000_POP,ES48071,0.0
2022,F,,,ES48071,PER_100000_POP,ES48071,0.0
2020,F,,,ES48071,PER_100000_POP,ES48071,0.0
2016,F,,,ES48071,PER_100000_POP,ES48071,0.0
2014,F,,,ES48071,PER_100000_POP,ES48071,0.0
2012,F,,,ES48071,PER_100000_POP,ES48071,0.0
2010,F,,,ES48071,PER_100000_POP,ES48071,0.0
2012,F,,,Mutiloa,PER_100000_POP,Mutiloa,0.0
2020,F,,,Mutiloa,PER_100000_POP,Mutiloa,0.0
2018,F,,,Mutiloa,PER_100000_POP,Mutiloa,0.0
2014,F,,,Mutiloa,PER_100000_POP,Mutiloa,0.0
2010,F,,,Mutiloa,PER_100000_POP,Mutiloa,0.0
2017,F,,,Mutiloa,PER_100000_POP,Mutiloa,0.0
2016,F,,,Mutiloa,PER_100000_POP,Mutiloa,0.0
2022,F,,,Mutiloa,PER_100000_POP,Mutiloa,0.0
2021,F,,,Mutiloa,PER_100000_POP,Mutiloa,0.0
2011,F,,,Mutiloa,PER_100000_POP,Mutiloa,0.0
2019,F,,,Mutiloa,PER_100000_POP,Mutiloa,0.0
2023,F,,,Mutiloa,PER_100000_POP,Mutiloa,0.0
2013,F,,,Mutiloa,PER_100000_POP,Mutiloa,0.0
2015,F,,,Mutiloa,PER_100000_POP,Mutiloa,0.0
2011,F,,,Mutriku,PER_100000_POP,Mutriku,0.0
2018,F,,,Mutriku,PER_100000_POP,Mutriku,0.0
2017,F,,,Mutriku,PER_100000_POP,Mutriku,0.0
2022,F,,,Mutriku,PER_100000_POP,Mutriku,0.0
2020,F,,,Mutriku,PER_100000_POP,Mutriku,0.0
2016,F,,,Mutriku,PER_100000_POP,Mutriku,0.0
2014,F,,,Mutriku,PER_100000_POP,Mutriku,0.0
2012,F,,,Mutriku,PER_100000_POP,Mutriku,0.0
2010,F,,,Mutriku,PER_100000_POP,Mutriku,0.0
2015,F,,,Mutriku,PER_100000_POP,Mutriku,0.0
2019,F,,,Mutriku,PER_100000_POP,Mutriku,0.0
2013,F,,,Mutriku,PER_100000_POP,Mutriku,0.0
2023,F,,,Mutriku,PER_100000_POP,Mutriku,0.0
2021,F,,,Mutriku,PER_100000_POP,Mutriku,0.0
2015,F,,,ES48067,PER_100000_POP,ES48067,0.0
2016,F,,,ES48067,PER_100000_POP,ES48067,0.0
2023,F,,,ES48067,PER_100000_POP,ES48067,0.0
2017,F,,,ES48067,PER_100000_POP,ES48067,0.0
2021,F,,,ES48067,PER_100000_POP,ES48067,0.0
2013,F,,,ES48067,PER_100000_POP,ES48067,0.0
2019,F,,,ES48067,PER_100000_POP,ES48067,0.0
2011,F,,,ES48067,PER_100000_POP,ES48067,0.0
2022,F,,,ES48067,PER_100000_POP,ES48067,0.0
2020,F,,,ES48067,PER_100000_POP,ES48067,0.0
2018,F,,,ES48067,PER_100000_POP,ES48067,0.0
2014,F,,,ES48067,PER_100000_POP,ES48067,0.0
2012,F,,,ES48067,PER_100000_POP,ES48067,0.0
2010,F,,,ES48067,PER_100000_POP,ES48067,0.0
2016,F,,,ES48909,PER_100000_POP,ES48909,0.0
2014,F,,,ES48909,PER_100000_POP,ES48909,0.0
2023,F,,,ES48909,PER_100000_POP,ES48909,0.0
2018,F,,,ES48909,PER_100000_POP,ES48909,0.0
2015,F,,,ES48909,PER_100000_POP,ES48909,0.0
2019,F,,,ES48909,PER_100000_POP,ES48909,0.0
2010,F,,,ES48909,PER_100000_POP,ES48909,0.0
2011,F,,,ES48909,PER_100000_POP,ES48909,0.0
2022,F,,,ES48909,PER_100000_POP,ES48909,0.0
2021,F,,,ES48909,PER_100000_POP,ES48909,0.0
2020,F,,,ES48909,PER_100000_POP,ES48909,0.0
2017,F,,,ES48909,PER_100000_POP,ES48909,0.0
2013,F,,,ES48909,PER_100000_POP,ES48909,0.0
2012,F,,,ES48909,PER_100000_POP,ES48909,0.0
2022,F,,,Navaridas,PER_100000_POP,Navaridas,0.0
2021,F,,,Navaridas,PER_100000_POP,Navaridas,0.0
2018,F,,,Navaridas,PER_100000_POP,Navaridas,0.0
2012,F,,,Navaridas,PER_100000_POP,Navaridas,0.0
2016,F,,,Navaridas,PER_100000_POP,Navaridas,0.0
2014,F,,,Navaridas,PER_100000_POP,Navaridas,0.0
2010,F,,,Navaridas,PER_100000_POP,Navaridas,0.0
2013,F,,,Navaridas,PER_100000_POP,Navaridas,0.0
2019,F,,,Navaridas,PER_100000_POP,Navaridas,0.0
2023,F,,,Navaridas,PER_100000_POP,Navaridas,0.0
2015,F,,,Navaridas,PER_100000_POP,Navaridas,0.0
2020,F,,,Navaridas,PER_100000_POP,Navaridas,0.0
2017,F,,,Navaridas,PER_100000_POP,Navaridas,0.0
2011,F,,,Navaridas,PER_100000_POP,Navaridas,0.0
2022,F,,,Oiartzun,PER_100000_POP,Oiartzun,0.0
