Year,Sex,Age,Residence,People with and without disabilities,Province,County,Municipality,Units,GeoCode,Value
2010,,16 years and over,,,,,Aia,%,Aia,8.0
2023,,16 years and over,,,,,Aia,%,Aia,4.9
2022,,16 years and over,,,,,Aia,%,Aia,5.2
2021,,16 years and over,,,,,Aia,%,Aia,6.5
2020,,16 years and over,,,,,Aia,%,Aia,5.8
2022,,16 years and over,,,,,Aizarnazabal,%,Aizarnazabal,9.2
2018,,16 years and over,,,,,Aizarnazabal,%,Aizarnazabal,12.2
2020,,16 years and over,,,,,Aizarnazabal,%,Aizarnazabal,9.7
2015,,16 years and over,,,,,Aizarnazabal,%,Aizarnazabal,17.0
2023,,16 years and over,,,,,Aizarnazabal,%,Aizarnazabal,7.3
2010,,16 years and over,,,,,Aizarnazabal,%,Aizarnazabal,11.0
2019,,16 years and over,,,,,Aizarnazabal,%,Aizarnazabal,11.7
2016,,16 years and over,,,,,Aizarnazabal,%,Aizarnazabal,15.1
2021,,16 years and over,,,,,Aizarnazabal,%,Aizarnazabal,11.6
2022,,16 years and over,,,,,Ajangiz,%,Ajangiz,6.1
2015,,16 years and over,,,,,Ajangiz,%,Ajangiz,8.1
2016,,16 years and over,,,,,Ajangiz,%,Ajangiz,5.4
2018,,16 years and over,,,,,Ajangiz,%,Ajangiz,6.0
2019,,16 years and over,,,,,Ajangiz,%,Ajangiz,4.2
2010,,16 years and over,,,,,Ajangiz,%,Ajangiz,7.8
2023,,16 years and over,,,,,Ajangiz,%,Ajangiz,4.3
2021,,16 years and over,,,,,Ajangiz,%,Ajangiz,6.3
2020,,16 years and over,,,,,Ajangiz,%,Ajangiz,7.3
2019,,16 years and over,,,,,Albiztur,%,Albiztur,2.1
2022,,16 years and over,,,,,Albiztur,%,Albiztur,2.1
2015,,16 years and over,,,,,Albiztur,%,Albiztur,3.3
2010,,16 years and over,,,,,Albiztur,%,Albiztur,5.3
2020,,16 years and over,,,,,Albiztur,%,Albiztur,3.4
2016,,16 years and over,,,,,Albiztur,%,Albiztur,4.8
2018,,16 years and over,,,,,Albiztur,%,Albiztur,3.5
2023,,16 years and over,,,,,Albiztur,%,Albiztur,1.3
2021,,16 years and over,,,,,Albiztur,%,Albiztur,5.0
2021,,16 years and over,,,,,Alegia,%,Alegia,10.9
2018,,16 years and over,,,,,Alegia,%,Alegia,11.3
2019,,16 years and over,,,,,Alegia,%,Alegia,9.2
2010,,16 years and over,,,,,Alegia,%,Alegia,8.1
2015,,16 years and over,,,,,Alegia,%,Alegia,14.5
2020,,16 years and over,,,,,Alegia,%,Alegia,9.5
2016,,16 years and over,,,,,Alegia,%,Alegia,16.4
2022,,16 years and over,,,,,Alegia,%,Alegia,7.7
2023,,16 years and over,,,,,Alegia,%,Alegia,8.1
2016,,16 years and over,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,12.8
2015,,16 years and over,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,12.6
2023,,16 years and over,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,7.5
2020,,16 years and over,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,9.4
2018,,16 years and over,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,9.6
2022,,16 years and over,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,10.7
2010,,16 years and over,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,7.5
2019,,16 years and over,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,10.7
2021,,16 years and over,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,11.8
2023,,16 years and over,,,,,Alkiza,%,Alkiza,8.1
2020,,16 years and over,,,,,Alkiza,%,Alkiza,5.4
2010,,16 years and over,,,,,Alkiza,%,Alkiza,4.7
2021,,16 years and over,,,,,Alkiza,%,Alkiza,7.0
2019,,16 years and over,,,,,Alkiza,%,Alkiza,8.7
2016,,16 years and over,,,,,Alkiza,%,Alkiza,9.7
2022,,16 years and over,,,,,Alkiza,%,Alkiza,5.3
2018,,16 years and over,,,,,Alkiza,%,Alkiza,5.8
2015,,16 years and over,,,,,Alkiza,%,Alkiza,10.2
2015,,16 years and over,,,,,Alonsotegi,%,Alonsotegi,19.3
2022,,16 years and over,,,,,Alonsotegi,%,Alonsotegi,12.6
2020,,16 years and over,,,,,Alonsotegi,%,Alonsotegi,12.4
2021,,16 years and over,,,,,Alonsotegi,%,Alonsotegi,14.0
2019,,16 years and over,,,,,Alonsotegi,%,Alonsotegi,15.4
2018,,16 years and over,,,,,Alonsotegi,%,Alonsotegi,15.8
2016,,16 years and over,,,,,Alonsotegi,%,Alonsotegi,20.0
2023,,16 years and over,,,,,Alonsotegi,%,Alonsotegi,13.3
2010,,16 years and over,,,,,Alonsotegi,%,Alonsotegi,9.5
2022,,16 years and over,,,,,Altzaga,%,Altzaga,2.5
2020,,16 years and over,,,,,Altzaga,%,Altzaga,9.1
2023,,16 years and over,,,,,Altzaga,%,Altzaga,4.0
2015,,16 years and over,,,,,Altzaga,%,Altzaga,13.6
2010,,16 years and over,,,,,Altzaga,%,Altzaga,2.4
2019,,16 years and over,,,,,Altzaga,%,Altzaga,6.3
2021,,16 years and over,,,,,Altzaga,%,Altzaga,4.4
2016,,16 years and over,,,,,Altzaga,%,Altzaga,6.8
2018,,16 years and over,,,,,Altzaga,%,Altzaga,8.0
2016,,16 years and over,,,,,Altzo,%,Altzo,12.1
2010,,16 years and over,,,,,Altzo,%,Altzo,6.3
2018,,16 years and over,,,,,Altzo,%,Altzo,6.7
2023,,16 years and over,,,,,Altzo,%,Altzo,4.9
2015,,16 years and over,,,,,Altzo,%,Altzo,10.8
2019,,16 years and over,,,,,Altzo,%,Altzo,4.1
2020,,16 years and over,,,,,Altzo,%,Altzo,5.9
2021,,16 years and over,,,,,Altzo,%,Altzo,5.9
2022,,16 years and over,,,,,Altzo,%,Altzo,5.7
2020,,16 years and over,,,,,Amezketa,%,Amezketa,7.8
2010,,16 years and over,,,,,Amezketa,%,Amezketa,7.3
2018,,16 years and over,,,,,Amezketa,%,Amezketa,10.8
2022,,16 years and over,,,,,Amezketa,%,Amezketa,6.4
2021,,16 years and over,,,,,Amezketa,%,Amezketa,9.2
2016,,16 years and over,,,,,Amezketa,%,Amezketa,10.8
2023,,16 years and over,,,,,Amezketa,%,Amezketa,7.5
2019,,16 years and over,,,,,Amezketa,%,Amezketa,8.4
2015,,16 years and over,,,,,Amezketa,%,Amezketa,11.0
2018,,16 years and over,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,8.9
2022,,16 years and over,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,8.1
2023,,16 years and over,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,6.2
2020,,16 years and over,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,8.1
2010,,16 years and over,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,9.1
2015,,16 years and over,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,14.4
2021,,16 years and over,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,9.2
2019,,16 years and over,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,8.9
2016,,16 years and over,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,12.6
2021,,16 years and over,,,,,Amoroto,%,Amoroto,7.0
2022,,16 years and over,,,,,Amoroto,%,Amoroto,5.1
2015,,16 years and over,,,,,Amoroto,%,Amoroto,11.0
2018,,16 years and over,,,,,Amoroto,%,Amoroto,6.7
2019,,16 years and over,,,,,Amoroto,%,Amoroto,8.4
2010,,16 years and over,,,,,Amoroto,%,Amoroto,8.7
2016,,16 years and over,,,,,Amoroto,%,Amoroto,8.2
2020,,16 years and over,,,,,Amoroto,%,Amoroto,10.4
2023,,16 years and over,,,,,Amoroto,%,Amoroto,7.9
2019,,16 years and over,,,,,Amurrio,%,Amurrio,10.7
2016,,16 years and over,,,,,Amurrio,%,Amurrio,15.8
2021,,16 years and over,,,,,Amurrio,%,Amurrio,11.4
2010,,16 years and over,,,,,Amurrio,%,Amurrio,9.3
2015,,16 years and over,,,,,Amurrio,%,Amurrio,16.1
2020,,16 years and over,,,,,Amurrio,%,Amurrio,11.2
2022,,16 years and over,,,,,Amurrio,%,Amurrio,9.3
2018,,16 years and over,,,,,Amurrio,%,Amurrio,12.0
2023,,16 years and over,,,,,Amurrio,%,Amurrio,8.4
2021,,16 years and over,,,,,Andoain,%,Andoain,9.8
2018,,16 years and over,,,,,Andoain,%,Andoain,10.4
2023,,16 years and over,,,,,Andoain,%,Andoain,7.7
2020,,16 years and over,,,,,Andoain,%,Andoain,8.4
2019,,16 years and over,,,,,Andoain,%,Andoain,9.1
2022,,16 years and over,,,,,Andoain,%,Andoain,8.6
2010,,16 years and over,,,,,Andoain,%,Andoain,8.5
2015,,16 years and over,,,,,Andoain,%,Andoain,13.8
2016,,16 years and over,,,,,Andoain,%,Andoain,13.7
2023,,16 years and over,,,,,Anoeta,%,Anoeta,7.1
2010,,16 years and over,,,,,Anoeta,%,Anoeta,8.1
2015,,16 years and over,,,,,Anoeta,%,Anoeta,14.0
2019,,16 years and over,,,,,Anoeta,%,Anoeta,8.4
2021,,16 years and over,,,,,Anoeta,%,Anoeta,8.7
2020,,16 years and over,,,,,Anoeta,%,Anoeta,8.0
2022,,16 years and over,,,,,Anoeta,%,Anoeta,7.7
2016,,16 years and over,,,,,Anoeta,%,Anoeta,13.6
2018,,16 years and over,,,,,Anoeta,%,Anoeta,9.5
2023,,16 years and over,,,,,Antzuola,%,Antzuola,5.9
2019,,16 years and over,,,,,Antzuola,%,Antzuola,5.0
2018,,16 years and over,,,,,Antzuola,%,Antzuola,4.9
2010,,16 years and over,,,,,Antzuola,%,Antzuola,6.9
2015,,16 years and over,,,,,Antzuola,%,Antzuola,10.2
2022,,16 years and over,,,,,Antzuola,%,Antzuola,5.5
2020,,16 years and over,,,,,Antzuola,%,Antzuola,6.1
2021,,16 years and over,,,,,Antzuola,%,Antzuola,7.1
2016,,16 years and over,,,,,Antzuola,%,Antzuola,8.5
2020,,16 years and over,,,,,Añana,%,Añana,9.3
2015,,16 years and over,,,,,Añana,%,Añana,17.9
2022,,16 years and over,,,,,Añana,%,Añana,8.2
2018,,16 years and over,,,,,Añana,%,Añana,8.2
2021,,16 years and over,,,,,Añana,%,Añana,8.2
2023,,16 years and over,,,,,Añana,%,Añana,7.4
2010,,16 years and over,,,,,Añana,%,Añana,6.3
2019,,16 years and over,,,,,Añana,%,Añana,7.0
2016,,16 years and over,,,,,Añana,%,Añana,15.6
2016,,16 years and over,,,,,Arakaldo,%,Arakaldo,11.2
2010,,16 years and over,,,,,Arakaldo,%,Arakaldo,7.1
2022,,16 years and over,,,,,Arakaldo,%,Arakaldo,9.2
2018,,16 years and over,,,,,Arakaldo,%,Arakaldo,16.3
2019,,16 years and over,,,,,Arakaldo,%,Arakaldo,10.8
2023,,16 years and over,,,,,Arakaldo,%,Arakaldo,12.0
2021,,16 years and over,,,,,Arakaldo,%,Arakaldo,15.8
2020,,16 years and over,,,,,Arakaldo,%,Arakaldo,14.1
2015,,16 years and over,,,,,Arakaldo,%,Arakaldo,16.3
2016,,16 years and over,,,,,Arama,%,Arama,5.9
2022,,16 years and over,,,,,Arama,%,Arama,5.3
2023,,16 years and over,,,,,Arama,%,Arama,2.0
2015,,16 years and over,,,,,Arama,%,Arama,11.4
2010,,16 years and over,,,,,Arama,%,Arama,6.1
2020,,16 years and over,,,,,Arama,%,Arama,7.6
2018,,16 years and over,,,,,Arama,%,Arama,6.5
2021,,16 years and over,,,,,Arama,%,Arama,5.3
2019,,16 years and over,,,,,Arama,%,Arama,6.1
2010,,16 years and over,,,,,Aramaio,%,Aramaio,5.5
2022,,16 years and over,,,,,Aramaio,%,Aramaio,4.4
2015,,16 years and over,,,,,Aramaio,%,Aramaio,10.8
2016,,16 years and over,,,,,Aramaio,%,Aramaio,8.6
2021,,16 years and over,,,,,Aramaio,%,Aramaio,5.7
2023,,16 years and over,,,,,Aramaio,%,Aramaio,4.7
2018,,16 years and over,,,,,Aramaio,%,Aramaio,4.7
2019,,16 years and over,,,,,Aramaio,%,Aramaio,4.3
2020,,16 years and over,,,,,Aramaio,%,Aramaio,4.3
2021,,16 years and over,,,,,Arantzazu,%,Arantzazu,10.0
2015,,16 years and over,,,,,Arantzazu,%,Arantzazu,13.2
2022,,16 years and over,,,,,Arantzazu,%,Arantzazu,7.8
2018,,16 years and over,,,,,Arantzazu,%,Arantzazu,9.0
2019,,16 years and over,,,,,Arantzazu,%,Arantzazu,7.2
2023,,16 years and over,,,,,Arantzazu,%,Arantzazu,7.1
2016,,16 years and over,,,,,Arantzazu,%,Arantzazu,9.9
2020,,16 years and over,,,,,Arantzazu,%,Arantzazu,7.5
2010,,16 years and over,,,,,Arantzazu,%,Arantzazu,8.1
2023,,16 years and over,,,,,Areatza,%,Areatza,6.5
2021,,16 years and over,,,,,Areatza,%,Areatza,11.1
2010,,16 years and over,,,,,Areatza,%,Areatza,7.5
2020,,16 years and over,,,,,Areatza,%,Areatza,8.8
2016,,16 years and over,,,,,Areatza,%,Areatza,16.3
2022,,16 years and over,,,,,Areatza,%,Areatza,7.9
2018,,16 years and over,,,,,Areatza,%,Areatza,12.6
2015,,16 years and over,,,,,Areatza,%,Areatza,15.2
2019,,16 years and over,,,,,Areatza,%,Areatza,10.4
2015,,16 years and over,,,,,Aretxabaleta,%,Aretxabaleta,11.8
2018,,16 years and over,,,,,Aretxabaleta,%,Aretxabaleta,7.5
2019,,16 years and over,,,,,Aretxabaleta,%,Aretxabaleta,7.8
2022,,16 years and over,,,,,Aretxabaleta,%,Aretxabaleta,5.8
2020,,16 years and over,,,,,Aretxabaleta,%,Aretxabaleta,6.8
2010,,16 years and over,,,,,Aretxabaleta,%,Aretxabaleta,7.7
2016,,16 years and over,,,,,Aretxabaleta,%,Aretxabaleta,9.5
2023,,16 years and over,,,,,Aretxabaleta,%,Aretxabaleta,5.2
2021,,16 years and over,,,,,Aretxabaleta,%,Aretxabaleta,6.6
2019,,16 years and over,,,,,Armiñón,%,Armiñón,7.9
2015,,16 years and over,,,,,Armiñón,%,Armiñón,14.9
2010,,16 years and over,,,,,Armiñón,%,Armiñón,8.1
2021,,16 years and over,,,,,Armiñón,%,Armiñón,9.9
2022,,16 years and over,,,,,Armiñón,%,Armiñón,3.1
2018,,16 years and over,,,,,Armiñón,%,Armiñón,7.6
2020,,16 years and over,,,,,Armiñón,%,Armiñón,6.7
2023,,16 years and over,,,,,Armiñón,%,Armiñón,4.9
2016,,16 years and over,,,,,Armiñón,%,Armiñón,12.1
2019,,16 years and over,,,,,Arraia-Maeztu,%,Arraia-Maeztu,5.1
2018,,16 years and over,,,,,Arraia-Maeztu,%,Arraia-Maeztu,7.2
2021,,16 years and over,,,,,Arraia-Maeztu,%,Arraia-Maeztu,6.7
2020,,16 years and over,,,,,Arraia-Maeztu,%,Arraia-Maeztu,4.3
2016,,16 years and over,,,,,Arraia-Maeztu,%,Arraia-Maeztu,8.9
2015,,16 years and over,,,,,Arraia-Maeztu,%,Arraia-Maeztu,10.4
2010,,16 years and over,,,,,Arraia-Maeztu,%,Arraia-Maeztu,5.3
2023,,16 years and over,,,,,Arraia-Maeztu,%,Arraia-Maeztu,3.0
2022,,16 years and over,,,,,Arraia-Maeztu,%,Arraia-Maeztu,4.8
2021,,16 years and over,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,8.4
2020,,16 years and over,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,9.4
2019,,16 years and over,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,9.3
2023,,16 years and over,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,5.7
2016,,16 years and over,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,12.7
2015,,16 years and over,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,14.4
2022,,16 years and over,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,7.2
2010,,16 years and over,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,7.6
2018,,16 years and over,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,9.2
2021,,16 years and over,,,,,Arrasate/Mondragón,%,Arrasate/Mondragón,10.5
2020,,16 years and over,,,,,Arrasate/Mondragón,%,Arrasate/Mondragón,9.1
2018,,16 years and over,,,,,Arrasate/Mondragón,%,Arrasate/Mondragón,10.2
2023,,16 years and over,,,,,Arrasate/Mondragón,%,Arrasate/Mondragón,8.4
2019,,16 years and over,,,,,Arrasate/Mondragón,%,Arrasate/Mondragón,10.2
2010,,16 years and over,,,,,Arrasate/Mondragón,%,Arrasate/Mondragón,8.9
2022,,16 years and over,,,,,Arrasate/Mondragón,%,Arrasate/Mondragón,8.4
2016,,16 years and over,,,,,Arrasate/Mondragón,%,Arrasate/Mondragón,14.5
2015,,16 years and over,,,,,Arrasate/Mondragón,%,Arrasate/Mondragón,15.6
2023,,16 years and over,,,,,Arratzu,%,Arratzu,5.3
2022,,16 years and over,,,,,Arratzu,%,Arratzu,5.6
2015,,16 years and over,,,,,Arratzu,%,Arratzu,7.8
2020,,16 years and over,,,,,Arratzu,%,Arratzu,5.3
2019,,16 years and over,,,,,Arratzu,%,Arratzu,6.3
2016,,16 years and over,,,,,Arratzu,%,Arratzu,12.1
2021,,16 years and over,,,,,Arratzu,%,Arratzu,6.6
2010,,16 years and over,,,,,Arratzu,%,Arratzu,5.2
2018,,16 years and over,,,,,Arratzu,%,Arratzu,8.0
2019,,16 years and over,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,7.0
2018,,16 years and over,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,6.9
2016,,16 years and over,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,7.3
2022,,16 years and over,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,6.2
2010,,16 years and over,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,5.7
2021,,16 years and over,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,6.8
2020,,16 years and over,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,6.7
2015,,16 years and over,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,9.3
2023,,16 years and over,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,4.9
2022,,16 years and over,,,,,Arrieta,%,Arrieta,7.1
2023,,16 years and over,,,,,Arrieta,%,Arrieta,5.6
2020,,16 years and over,,,,,Arrieta,%,Arrieta,8.1
2021,,16 years and over,,,,,Arrieta,%,Arrieta,6.8
2016,,16 years and over,,,,,Arrieta,%,Arrieta,10.2
2015,,16 years and over,,,,,Arrieta,%,Arrieta,10.0
2018,,16 years and over,,,,,Arrieta,%,Arrieta,7.2
2019,,16 years and over,,,,,Arrieta,%,Arrieta,6.9
2010,,16 years and over,,,,,Arrieta,%,Arrieta,7.7
2016,,16 years and over,,,,,Arrigorriaga,%,Arrigorriaga,16.8
2019,,16 years and over,,,,,Arrigorriaga,%,Arrigorriaga,10.8
2015,,16 years and over,,,,,Arrigorriaga,%,Arrigorriaga,16.5
2022,,16 years and over,,,,,Arrigorriaga,%,Arrigorriaga,10.1
2023,,16 years and over,,,,,Arrigorriaga,%,Arrigorriaga,8.0
2021,,16 years and over,,,,,Arrigorriaga,%,Arrigorriaga,11.3
2020,,16 years and over,,,,,Arrigorriaga,%,Arrigorriaga,10.5
2010,,16 years and over,,,,,Arrigorriaga,%,Arrigorriaga,9.4
2018,,16 years and over,,,,,Arrigorriaga,%,Arrigorriaga,12.8
2021,,16 years and over,,,,,Artea,%,Artea,11.0
2015,,16 years and over,,,,,Artea,%,Artea,13.3
2016,,16 years and over,,,,,Artea,%,Artea,11.3
2022,,16 years and over,,,,,Artea,%,Artea,9.5
2019,,16 years and over,,,,,Artea,%,Artea,7.8
2023,,16 years and over,,,,,Artea,%,Artea,7.1
2020,,16 years and over,,,,,Artea,%,Artea,7.8
2010,,16 years and over,,,,,Artea,%,Artea,7.4
2018,,16 years and over,,,,,Artea,%,Artea,9.4
2020,,16 years and over,,,,,Artzentales,%,Artzentales,10.4
2010,,16 years and over,,,,,Artzentales,%,Artzentales,7.3
2021,,16 years and over,,,,,Artzentales,%,Artzentales,14.4
2018,,16 years and over,,,,,Artzentales,%,Artzentales,10.6
2023,,16 years and over,,,,,Artzentales,%,Artzentales,12.2
2022,,16 years and over,,,,,Artzentales,%,Artzentales,11.9
2015,,16 years and over,,,,,Artzentales,%,Artzentales,14.0
2016,,16 years and over,,,,,Artzentales,%,Artzentales,17.7
2019,,16 years and over,,,,,Artzentales,%,Artzentales,14.4
2018,,16 years and over,,,,,Artziniega,%,Artziniega,11.8
2022,,16 years and over,,,,,Artziniega,%,Artziniega,10.0
2019,,16 years and over,,,,,Artziniega,%,Artziniega,11.2
2010,,16 years and over,,,,,Artziniega,%,Artziniega,9.1
2015,,16 years and over,,,,,Artziniega,%,Artziniega,15.3
2016,,16 years and over,,,,,Artziniega,%,Artziniega,16.4
2021,,16 years and over,,,,,Artziniega,%,Artziniega,12.2
2023,,16 years and over,,,,,Artziniega,%,Artziniega,8.4
2020,,16 years and over,,,,,Artziniega,%,Artziniega,11.3
2016,,16 years and over,,,,,Asparrena,%,Asparrena,16.7
2023,,16 years and over,,,,,Asparrena,%,Asparrena,7.7
2020,,16 years and over,,,,,Asparrena,%,Asparrena,14.1
2018,,16 years and over,,,,,Asparrena,%,Asparrena,13.6
2021,,16 years and over,,,,,Asparrena,%,Asparrena,13.0
2010,,16 years and over,,,,,Asparrena,%,Asparrena,8.6
2019,,16 years and over,,,,,Asparrena,%,Asparrena,13.8
2022,,16 years and over,,,,,Asparrena,%,Asparrena,12.2
2015,,16 years and over,,,,,Asparrena,%,Asparrena,19.1
2018,,16 years and over,,,,,Asteasu,%,Asteasu,5.3
2010,,16 years and over,,,,,Asteasu,%,Asteasu,5.3
2022,,16 years and over,,,,,Asteasu,%,Asteasu,6.1
2016,,16 years and over,,,,,Asteasu,%,Asteasu,9.2
2015,,16 years and over,,,,,Asteasu,%,Asteasu,9.8
2023,,16 years and over,,,,,Asteasu,%,Asteasu,5.2
2019,,16 years and over,,,,,Asteasu,%,Asteasu,5.6
2020,,16 years and over,,,,,Asteasu,%,Asteasu,6.0
2021,,16 years and over,,,,,Asteasu,%,Asteasu,6.9
2016,,16 years and over,,,,,Astigarraga,%,Astigarraga,10.1
2019,,16 years and over,,,,,Astigarraga,%,Astigarraga,6.8
2022,,16 years and over,,,,,Astigarraga,%,Astigarraga,5.8
2021,,16 years and over,,,,,Astigarraga,%,Astigarraga,6.8
2018,,16 years and over,,,,,Astigarraga,%,Astigarraga,7.9
2023,,16 years and over,,,,,Astigarraga,%,Astigarraga,5.0
2010,,16 years and over,,,,,Astigarraga,%,Astigarraga,6.6
2015,,16 years and over,,,,,Astigarraga,%,Astigarraga,11.0
2020,,16 years and over,,,,,Astigarraga,%,Astigarraga,6.6
2016,,16 years and over,,,,,Ataun,%,Ataun,9.4
2020,,16 years and over,,,,,Ataun,%,Ataun,7.0
2010,,16 years and over,,,,,Ataun,%,Ataun,5.2
2018,,16 years and over,,,,,Ataun,%,Ataun,6.6
2023,,16 years and over,,,,,Ataun,%,Ataun,6.6
2019,,16 years and over,,,,,Ataun,%,Ataun,6.8
2015,,16 years and over,,,,,Ataun,%,Ataun,8.8
2021,,16 years and over,,,,,Ataun,%,Ataun,6.9
2022,,16 years and over,,,,,Ataun,%,Ataun,4.1
2021,,16 years and over,,,,,Atxondo,%,Atxondo,9.2
2023,,16 years and over,,,,,Atxondo,%,Atxondo,5.6
2016,,16 years and over,,,,,Atxondo,%,Atxondo,11.1
2022,,16 years and over,,,,,Atxondo,%,Atxondo,7.1
2020,,16 years and over,,,,,Atxondo,%,Atxondo,8.7
2019,,16 years and over,,,,,Atxondo,%,Atxondo,7.1
2010,,16 years and over,,,,,Atxondo,%,Atxondo,9.0
2015,,16 years and over,,,,,Atxondo,%,Atxondo,14.5
2018,,16 years and over,,,,,Atxondo,%,Atxondo,8.6
2010,,16 years and over,,,,,Aulesti,%,Aulesti,8.7
2020,,16 years and over,,,,,Aulesti,%,Aulesti,6.3
2022,,16 years and over,,,,,Aulesti,%,Aulesti,6.0
2021,,16 years and over,,,,,Aulesti,%,Aulesti,7.2
2023,,16 years and over,,,,,Aulesti,%,Aulesti,6.0
2018,,16 years and over,,,,,Aulesti,%,Aulesti,6.7
2019,,16 years and over,,,,,Aulesti,%,Aulesti,6.1
2016,,16 years and over,,,,,Aulesti,%,Aulesti,7.1
2015,,16 years and over,,,,,Aulesti,%,Aulesti,10.7
2022,,16 years and over,,,,,Ayala/Aiara,%,Ayala/Aiara,7.2
2023,,16 years and over,,,,,Ayala/Aiara,%,Ayala/Aiara,5.5
2016,,16 years and over,,,,,Ayala/Aiara,%,Ayala/Aiara,11.3
2015,,16 years and over,,,,,Ayala/Aiara,%,Ayala/Aiara,11.8
2019,,16 years and over,,,,,Ayala/Aiara,%,Ayala/Aiara,8.3
2021,,16 years and over,,,,,Ayala/Aiara,%,Ayala/Aiara,9.6
2018,,16 years and over,,,,,Ayala/Aiara,%,Ayala/Aiara,8.5
2010,,16 years and over,,,,,Ayala/Aiara,%,Ayala/Aiara,7.8
2020,,16 years and over,,,,,Ayala/Aiara,%,Ayala/Aiara,8.3
2016,,16 years and over,,,,,Azkoitia,%,Azkoitia,13.8
2015,,16 years and over,,,,,Azkoitia,%,Azkoitia,14.9
2018,,16 years and over,,,,,Azkoitia,%,Azkoitia,10.4
2020,,16 years and over,,,,,Azkoitia,%,Azkoitia,8.6
2022,,16 years and over,,,,,Azkoitia,%,Azkoitia,7.3
2021,,16 years and over,,,,,Azkoitia,%,Azkoitia,8.9
2019,,16 years and over,,,,,Azkoitia,%,Azkoitia,8.7
2023,,16 years and over,,,,,Azkoitia,%,Azkoitia,7.0
2010,,16 years and over,,,,,Azkoitia,%,Azkoitia,8.7
2016,,16 years and over,,,,,Azpeitia,%,Azpeitia,13.2
2020,,16 years and over,,,,,Azpeitia,%,Azpeitia,7.5
2019,,16 years and over,,,,,Azpeitia,%,Azpeitia,7.6
2015,,16 years and over,,,,,Azpeitia,%,Azpeitia,15.4
2022,,16 years and over,,,,,Azpeitia,%,Azpeitia,6.4
2021,,16 years and over,,,,,Azpeitia,%,Azpeitia,8.1
2010,,16 years and over,,,,,Azpeitia,%,Azpeitia,8.3
2023,,16 years and over,,,,,Azpeitia,%,Azpeitia,6.1
2018,,16 years and over,,,,,Azpeitia,%,Azpeitia,8.0
2018,,16 years and over,,,,,Bakio,%,Bakio,11.8
2023,,16 years and over,,,,,Bakio,%,Bakio,6.6
2021,,16 years and over,,,,,Bakio,%,Bakio,10.4
2022,,16 years and over,,,,,Bakio,%,Bakio,8.4
2019,,16 years and over,,,,,Bakio,%,Bakio,9.9
2016,,16 years and over,,,,,Bakio,%,Bakio,15.1
2020,,16 years and over,,,,,Bakio,%,Bakio,10.1
2015,,16 years and over,,,,,Bakio,%,Bakio,14.8
2010,,16 years and over,,,,,Bakio,%,Bakio,8.0
2020,,16 years and over,,,,,Baliarrain,%,Baliarrain,5.3
2023,,16 years and over,,,,,Baliarrain,%,Baliarrain,2.4
2015,,16 years and over,,,,,Baliarrain,%,Baliarrain,9.0
2022,,16 years and over,,,,,Baliarrain,%,Baliarrain,6.5
2018,,16 years and over,,,,,Baliarrain,%,Baliarrain,5.4
2016,,16 years and over,,,,,Baliarrain,%,Baliarrain,8.2
2010,,16 years and over,,,,,Baliarrain,%,Baliarrain,4.8
2021,,16 years and over,,,,,Baliarrain,%,Baliarrain,6.8
