Year,Sexua,Adina,Egoitza,Desgaitasunik ez duten pertsonak,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2015,,16 urte eta gehiago,,,,,ES48033,PT,ES48033,12.4
2018,,16 urte eta gehiago,,,,,ES48033,PT,ES48033,9.2
2016,,16 urte eta gehiago,,,,,ES48033,PT,ES48033,8.9
2019,,16 urte eta gehiago,,,,,ES48034,PT,ES48034,11.1
2010,,16 urte eta gehiago,,,,,ES48034,PT,ES48034,10.7
2020,,16 urte eta gehiago,,,,,ES48034,PT,ES48034,11.2
2016,,16 urte eta gehiago,,,,,ES48034,PT,ES48034,16.5
2018,,16 urte eta gehiago,,,,,ES48034,PT,ES48034,11.7
2015,,16 urte eta gehiago,,,,,ES48034,PT,ES48034,17.8
2021,,16 urte eta gehiago,,,,,ES48034,PT,ES48034,11.9
2019,,16 urte eta gehiago,,,,,Errenteria,PT,Errenteria,9.8
2021,,16 urte eta gehiago,,,,,Errenteria,PT,Errenteria,10.4
2020,,16 urte eta gehiago,,,,,Errenteria,PT,Errenteria,9.4
2016,,16 urte eta gehiago,,,,,Errenteria,PT,Errenteria,15.1
2018,,16 urte eta gehiago,,,,,Errenteria,PT,Errenteria,10.8
2015,,16 urte eta gehiago,,,,,Errenteria,PT,Errenteria,15.8
2010,,16 urte eta gehiago,,,,,Errenteria,PT,Errenteria,8.8
2016,,16 urte eta gehiago,,,,,Errezil,PT,Errezil,12.9
2021,,16 urte eta gehiago,,,,,Errezil,PT,Errezil,3.8
2020,,16 urte eta gehiago,,,,,Errezil,PT,Errezil,5.9
2018,,16 urte eta gehiago,,,,,Errezil,PT,Errezil,7.4
2015,,16 urte eta gehiago,,,,,Errezil,PT,Errezil,15.2
2019,,16 urte eta gehiago,,,,,Errezil,PT,Errezil,7.2
2010,,16 urte eta gehiago,,,,,Errezil,PT,Errezil,7.0
2019,,16 urte eta gehiago,,,,,Erriberagoitia / Ribera Alta,PT,Erriberagoitia / Ribera Alta,7.7
2010,,16 urte eta gehiago,,,,,Erriberagoitia / Ribera Alta,PT,Erriberagoitia / Ribera Alta,5.5
2015,,16 urte eta gehiago,,,,,Erriberagoitia / Ribera Alta,PT,Erriberagoitia / Ribera Alta,13.2
2018,,16 urte eta gehiago,,,,,Erriberagoitia / Ribera Alta,PT,Erriberagoitia / Ribera Alta,8.1
2020,,16 urte eta gehiago,,,,,Erriberagoitia / Ribera Alta,PT,Erriberagoitia / Ribera Alta,7.4
2021,,16 urte eta gehiago,,,,,Erriberagoitia / Ribera Alta,PT,Erriberagoitia / Ribera Alta,8.9
2016,,16 urte eta gehiago,,,,,Erriberagoitia / Ribera Alta,PT,Erriberagoitia / Ribera Alta,9.2
2016,,16 urte eta gehiago,,,,,ES48079,PT,ES48079,14.4
2021,,16 urte eta gehiago,,,,,ES48079,PT,ES48079,10.1
2019,,16 urte eta gehiago,,,,,ES48079,PT,ES48079,7.0
2015,,16 urte eta gehiago,,,,,ES48079,PT,ES48079,13.2
2020,,16 urte eta gehiago,,,,,ES48079,PT,ES48079,9.3
2018,,16 urte eta gehiago,,,,,ES48079,PT,ES48079,8.4
2010,,16 urte eta gehiago,,,,,ES48079,PT,ES48079,7.1
2010,,16 urte eta gehiago,,,,,Eskoriatza,PT,Eskoriatza,7.8
2020,,16 urte eta gehiago,,,,,Eskoriatza,PT,Eskoriatza,6.7
2019,,16 urte eta gehiago,,,,,Eskoriatza,PT,Eskoriatza,7.0
2015,,16 urte eta gehiago,,,,,Eskoriatza,PT,Eskoriatza,13.4
2021,,16 urte eta gehiago,,,,,Eskoriatza,PT,Eskoriatza,8.3
2016,,16 urte eta gehiago,,,,,Eskoriatza,PT,Eskoriatza,12.3
2018,,16 urte eta gehiago,,,,,Eskoriatza,PT,Eskoriatza,7.5
2016,,16 urte eta gehiago,,,,,ES48029,PT,ES48029,13.8
2020,,16 urte eta gehiago,,,,,ES48029,PT,ES48029,8.4
2018,,16 urte eta gehiago,,,,,ES48029,PT,ES48029,10.3
2019,,16 urte eta gehiago,,,,,ES48029,PT,ES48029,9.0
2010,,16 urte eta gehiago,,,,,ES48029,PT,ES48029,8.4
2021,,16 urte eta gehiago,,,,,ES48029,PT,ES48029,9.7
2015,,16 urte eta gehiago,,,,,ES48029,PT,ES48029,14.0
2019,,16 urte eta gehiago,,,,,ES48030,PT,ES48030,7.0
2020,,16 urte eta gehiago,,,,,ES48030,PT,ES48030,7.0
2021,,16 urte eta gehiago,,,,,ES48030,PT,ES48030,9.1
2015,,16 urte eta gehiago,,,,,ES48030,PT,ES48030,8.1
2010,,16 urte eta gehiago,,,,,ES48030,PT,ES48030,6.1
2018,,16 urte eta gehiago,,,,,ES48030,PT,ES48030,5.3
2016,,16 urte eta gehiago,,,,,ES48030,PT,ES48030,9.7
2019,,16 urte eta gehiago,,,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,4.0
2018,,16 urte eta gehiago,,,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,5.3
2010,,16 urte eta gehiago,,,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,8.8
2020,,16 urte eta gehiago,,,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,4.0
2015,,16 urte eta gehiago,,,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,8.3
2016,,16 urte eta gehiago,,,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,6.6
2021,,16 urte eta gehiago,,,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,9.0
2021,,16 urte eta gehiago,,,,,ES48906,PT,ES48906,9.8
2019,,16 urte eta gehiago,,,,,ES48906,PT,ES48906,11.0
2020,,16 urte eta gehiago,,,,,ES48906,PT,ES48906,10.1
2015,,16 urte eta gehiago,,,,,ES48906,PT,ES48906,15.7
2016,,16 urte eta gehiago,,,,,ES48906,PT,ES48906,15.7
2018,,16 urte eta gehiago,,,,,ES48906,PT,ES48906,11.2
2010,,16 urte eta gehiago,,,,,ES48906,PT,ES48906,10.3
2010,,16 urte eta gehiago,,,,,ES48035,PT,ES48035,6.3
2015,,16 urte eta gehiago,,,,,ES48035,PT,ES48035,11.6
2021,,16 urte eta gehiago,,,,,ES48035,PT,ES48035,6.5
2016,,16 urte eta gehiago,,,,,ES48035,PT,ES48035,11.8
2020,,16 urte eta gehiago,,,,,ES48035,PT,ES48035,6.4
2019,,16 urte eta gehiago,,,,,ES48035,PT,ES48035,9.8
2018,,16 urte eta gehiago,,,,,ES48035,PT,ES48035,6.7
2018,,16 urte eta gehiago,,,,,Gabiria,PT,Gabiria,4.0
2010,,16 urte eta gehiago,,,,,Gabiria,PT,Gabiria,8.1
2015,,16 urte eta gehiago,,,,,Gabiria,PT,Gabiria,5.6
2020,,16 urte eta gehiago,,,,,Gabiria,PT,Gabiria,6.2
2016,,16 urte eta gehiago,,,,,Gabiria,PT,Gabiria,4.8
2019,,16 urte eta gehiago,,,,,Gabiria,PT,Gabiria,4.4
2021,,16 urte eta gehiago,,,,,Gabiria,PT,Gabiria,5.4
2021,,16 urte eta gehiago,,,,,Gaintza,PT,Gaintza,3.1
2018,,16 urte eta gehiago,,,,,Gaintza,PT,Gaintza,7.3
2019,,16 urte eta gehiago,,,,,Gaintza,PT,Gaintza,1.8
2010,,16 urte eta gehiago,,,,,Gaintza,PT,Gaintza,8.5
2016,,16 urte eta gehiago,,,,,Gaintza,PT,Gaintza,3.7
2020,,16 urte eta gehiago,,,,,Gaintza,PT,Gaintza,1.9
2015,,16 urte eta gehiago,,,,,Gaintza,PT,Gaintza,8.9
2018,,16 urte eta gehiago,,,,,ES48036,PT,ES48036,10.6
2021,,16 urte eta gehiago,,,,,ES48036,PT,ES48036,10.0
2010,,16 urte eta gehiago,,,,,ES48036,PT,ES48036,8.2
2015,,16 urte eta gehiago,,,,,ES48036,PT,ES48036,14.9
2020,,16 urte eta gehiago,,,,,ES48036,PT,ES48036,8.8
2016,,16 urte eta gehiago,,,,,ES48036,PT,ES48036,13.5
2019,,16 urte eta gehiago,,,,,ES48036,PT,ES48036,9.7
2021,,16 urte eta gehiago,,,,,ES48037,PT,ES48037,10.8
2016,,16 urte eta gehiago,,,,,ES48037,PT,ES48037,14.6
2018,,16 urte eta gehiago,,,,,ES48037,PT,ES48037,11.1
2015,,16 urte eta gehiago,,,,,ES48037,PT,ES48037,14.1
2020,,16 urte eta gehiago,,,,,ES48037,PT,ES48037,11.2
2019,,16 urte eta gehiago,,,,,ES48037,PT,ES48037,14.4
2010,,16 urte eta gehiago,,,,,ES48037,PT,ES48037,6.1
2019,,16 urte eta gehiago,,,,,ES48038,PT,ES48038,7.7
2010,,16 urte eta gehiago,,,,,ES48038,PT,ES48038,7.2
2018,,16 urte eta gehiago,,,,,ES48038,PT,ES48038,8.9
2016,,16 urte eta gehiago,,,,,ES48038,PT,ES48038,12.3
2021,,16 urte eta gehiago,,,,,ES48038,PT,ES48038,8.6
2020,,16 urte eta gehiago,,,,,ES48038,PT,ES48038,6.3
2015,,16 urte eta gehiago,,,,,ES48038,PT,ES48038,12.4
2010,,16 urte eta gehiago,,,,,ES48039,PT,ES48039,6.2
2015,,16 urte eta gehiago,,,,,ES48039,PT,ES48039,11.9
2016,,16 urte eta gehiago,,,,,ES48039,PT,ES48039,9.2
2021,,16 urte eta gehiago,,,,,ES48039,PT,ES48039,1.2
2018,,16 urte eta gehiago,,,,,ES48039,PT,ES48039,4.7
2019,,16 urte eta gehiago,,,,,ES48039,PT,ES48039,3.5
2020,,16 urte eta gehiago,,,,,ES48039,PT,ES48039,4.0
2021,,16 urte eta gehiago,,,,,ES48040,PT,ES48040,8.6
2020,,16 urte eta gehiago,,,,,ES48040,PT,ES48040,6.9
2019,,16 urte eta gehiago,,,,,ES48040,PT,ES48040,7.8
2018,,16 urte eta gehiago,,,,,ES48040,PT,ES48040,7.8
2010,,16 urte eta gehiago,,,,,ES48040,PT,ES48040,7.3
2016,,16 urte eta gehiago,,,,,ES48040,PT,ES48040,11.8
2015,,16 urte eta gehiago,,,,,ES48040,PT,ES48040,12.1
2021,,16 urte eta gehiago,,,,,ES48041,PT,ES48041,5.0
2020,,16 urte eta gehiago,,,,,ES48041,PT,ES48041,7.1
2019,,16 urte eta gehiago,,,,,ES48041,PT,ES48041,9.4
2018,,16 urte eta gehiago,,,,,ES48041,PT,ES48041,9.5
2015,,16 urte eta gehiago,,,,,ES48041,PT,ES48041,13.3
2010,,16 urte eta gehiago,,,,,ES48041,PT,ES48041,8.9
2016,,16 urte eta gehiago,,,,,ES48041,PT,ES48041,11.9
2016,,16 urte eta gehiago,,,,,ES20907,PT,ES20907,11.0
2015,,16 urte eta gehiago,,,,,ES20907,PT,ES20907,13.1
2021,,16 urte eta gehiago,,,,,ES20907,PT,ES20907,7.1
2020,,16 urte eta gehiago,,,,,ES20907,PT,ES20907,3.9
2019,,16 urte eta gehiago,,,,,ES20907,PT,ES20907,4.0
2010,,16 urte eta gehiago,,,,,ES20907,PT,ES20907,5.9
2018,,16 urte eta gehiago,,,,,ES20907,PT,ES20907,6.5
2010,,16 urte eta gehiago,,,,,ES48046,PT,ES48046,9.2
2018,,16 urte eta gehiago,,,,,ES48046,PT,ES48046,10.3
2019,,16 urte eta gehiago,,,,,ES48046,PT,ES48046,9.7
2016,,16 urte eta gehiago,,,,,ES48046,PT,ES48046,14.6
2021,,16 urte eta gehiago,,,,,ES48046,PT,ES48046,10.5
