Year,Series,Alimento,Ambito,Units,Value
2008 02,IFPA,Cereales,,IX,1.224620685
2008 02,IFPA,Huevos,,IX,1.373846419
2008 02,IFPA,Leche,,IX,1.449182879
2008 02,IFPA,Pan,,IX,1.338373582
2008 02,IFPA,Total,,IX,0.923935889
2008 03,IFPA,Total,ES211,IX,1.009436509
2008 03,IFPA,Total,ES212,IX,0.838893492
2008 03,IFPA,Total,ES213,IX,0.595287815
2008 03,IFPA,Aceite,,IX,-0.054481619
2008 03,IFPA,Cereales,,IX,1.49331096
2008 03,IFPA,Huevos,,IX,1.46473585
2008 03,IFPA,Leche,,IX,1.117080918
2008 03,IFPA,Pan,,IX,1.40073981
2008 03,IFPA,Total,,IX,0.753019516
2008 04,IFPA,Total,ES211,IX,0.991979789
2008 04,IFPA,Total,ES212,IX,0.822205136
2008 04,IFPA,Total,ES213,IX,0.535589368
2008 04,IFPA,Aceite,,IX,-0.038825876
2008 04,IFPA,Cereales,,IX,1.235051474
2008 04,IFPA,Huevos,,IX,1.218927283
2008 04,IFPA,Leche,,IX,1.152275602
2008 04,IFPA,Pan,,IX,1.258345796
2008 04,IFPA,Total,,IX,0.714630435
2008 05,IFPA,Total,ES211,IX,0.882642598
2008 05,IFPA,Total,ES212,IX,0.674396712
2008 05,IFPA,Total,ES213,IX,0.39689419
2008 05,IFPA,Aceite,,IX,-0.159593782
2008 05,IFPA,Cereales,,IX,1.430674538
2008 05,IFPA,Huevos,,IX,0.717508552
2008 05,IFPA,Leche,,IX,0.768647527
2008 05,IFPA,Pan,,IX,1.199505926
2008 05,IFPA,Total,,IX,0.579179633
2008 06,IFPA,Total,ES211,IX,0.977278604
2008 06,IFPA,Total,ES212,IX,0.882665689
2008 06,IFPA,Total,ES213,IX,0.573761102
2008 06,IFPA,Aceite,,IX,-0.068986838
2008 06,IFPA,Cereales,,IX,1.262644534
2008 06,IFPA,Huevos,,IX,0.753075715
2008 06,IFPA,Leche,,IX,0.752971641
2008 06,IFPA,Pan,,IX,0.861281412
2008 06,IFPA,Total,,IX,0.755735526
2008 07,IFPA,Total,ES211,IX,1.017240342
2008 07,IFPA,Total,ES212,IX,0.802153152
2008 07,IFPA,Total,ES213,IX,0.623816636
2008 07,IFPA,Aceite,,IX,-0.006297808
2008 07,IFPA,Cereales,,IX,1.55382846
2008 07,IFPA,Huevos,,IX,0.547514827
2008 07,IFPA,Leche,,IX,0.953885274
2008 07,IFPA,Pan,,IX,0.91839281
2008 07,IFPA,Total,,IX,0.756422064
2008 08,IFPA,Total,ES211,IX,1.002766141
2008 08,IFPA,Total,ES212,IX,0.772122714
2008 08,IFPA,Total,ES213,IX,0.731870962
2008 08,IFPA,Aceite,,IX,0.037231064
2008 08,IFPA,Cereales,,IX,1.389630228
2008 08,IFPA,Huevos,,IX,1.076110866
2008 08,IFPA,Leche,,IX,0.874135538
2008 08,IFPA,Pan,,IX,0.879756598
2008 08,IFPA,Total,,IX,0.803552826
2008 09,IFPA,Total,ES211,IX,0.675302883
2008 09,IFPA,Total,ES212,IX,0.61182448
2008 09,IFPA,Total,ES213,IX,0.46997023
2008 09,IFPA,Aceite,,IX,-0.021519913
2008 09,IFPA,Cereales,,IX,1.530445987
2008 09,IFPA,Huevos,,IX,0.000112543
2008 09,IFPA,Leche,,IX,0.60784433
2008 09,IFPA,Pan,,IX,0.866975823
2008 09,IFPA,Total,,IX,0.556524528
2008 10,IFPA,Total,ES211,IX,-0.148020378
2008 10,IFPA,Total,ES212,IX,0.014729336
2008 10,IFPA,Total,ES213,IX,-0.143077304
2008 10,IFPA,Aceite,,IX,-0.203292005
2008 10,IFPA,Cereales,,IX,0.675342477
2008 10,IFPA,Huevos,,IX,-0.445873334
2008 10,IFPA,Leche,,IX,-0.144841973
2008 10,IFPA,Pan,,IX,0.19313508
2008 10,IFPA,Total,,IX,-0.095024585
2008 11,IFPA,Total,ES211,IX,-0.282596342
2008 11,IFPA,Total,ES212,IX,-0.066716238
2008 11,IFPA,Total,ES213,IX,-0.347461664
2008 11,IFPA,Aceite,,IX,-0.469400251
2008 11,IFPA,Cereales,,IX,0.923868892
2008 11,IFPA,Huevos,,IX,-0.446858434
2008 11,IFPA,Leche,,IX,-0.698798851
2008 11,IFPA,Pan,,IX,0.206429555
2008 11,IFPA,Total,,IX,-0.243567762
2008 12,IFPA,Total,ES211,IX,-0.373550225
2008 12,IFPA,Total,ES212,IX,-0.201436296
2008 12,IFPA,Total,ES213,IX,-0.386947304
2008 12,IFPA,Aceite,,IX,-0.62188442
2008 12,IFPA,Cereales,,IX,0.570453912
2008 12,IFPA,Huevos,,IX,-0.244551047
2008 12,IFPA,Leche,,IX,-0.727728313
2008 12,IFPA,Pan,,IX,0.174879641
2008 12,IFPA,Total,,IX,-0.322675451
2009 01,IFPA,Total,ES211,IX,-0.376018217
2009 01,IFPA,Total,ES212,IX,-0.239336739
2009 01,IFPA,Total,ES213,IX,-0.445292044
2009 01,IFPA,Aceite,,IX,-0.991863386
2009 01,IFPA,Cereales,,IX,0.578101875
2009 01,IFPA,Huevos,,IX,-0.501854694
2009 01,IFPA,Leche,,IX,-0.845943182
2009 01,IFPA,Pan,,IX,-0.347789062
2009 01,IFPA,Total,,IX,-0.363531685
2009 02,IFPA,Total,ES211,IX,-0.636701948
2009 02,IFPA,Total,ES212,IX,-0.411503917
2009 02,IFPA,Total,ES213,IX,-0.553649538
2009 02,IFPA,Aceite,,IX,-1.012095178
2009 02,IFPA,Cereales,,IX,0.282908891
2009 02,IFPA,Huevos,,IX,-0.501273277
2009 02,IFPA,Leche,,IX,-0.631172947
2009 02,IFPA,Pan,,IX,-0.755494107
2009 02,IFPA,Total,,IX,-0.520569083
2009 03,IFPA,Total,ES211,IX,-1.125380502
2009 03,IFPA,Total,ES212,IX,-0.872799649
2009 03,IFPA,Total,ES213,IX,-0.939655723
2009 03,IFPA,Aceite,,IX,-1.090346368
2009 03,IFPA,Cereales,,IX,-0.149082957
2009 03,IFPA,Huevos,,IX,-0.546695289
2009 03,IFPA,Leche,,IX,-0.69467583
2009 03,IFPA,Pan,,IX,-0.566848982
2009 03,IFPA,Total,,IX,-0.956967678
2009 04,IFPA,Total,ES211,IX,-1.228156818
2009 04,IFPA,Total,ES212,IX,-1.029919986
2009 04,IFPA,Total,ES213,IX,-0.969340437
2009 04,IFPA,Aceite,,IX,-1.087258969
2009 04,IFPA,Cereales,,IX,-0.057445754
2009 04,IFPA,Huevos,,IX,-0.471553891
2009 04,IFPA,Leche,,IX,-0.525220594
2009 04,IFPA,Pan,,IX,-1.565935602
2009 04,IFPA,Total,,IX,-1.045535034
2009 05,IFPA,Total,ES211,IX,-1.451216414
2009 05,IFPA,Total,ES212,IX,-1.32676664
2009 05,IFPA,Total,ES213,IX,-1.170004602
2009 05,IFPA,Aceite,,IX,-1.213369774
2009 05,IFPA,Cereales,,IX,-0.899178798
2009 05,IFPA,Huevos,,IX,-0.323931231
2009 05,IFPA,Leche,,IX,-1.818941812
2009 05,IFPA,Pan,,IX,-0.195171726
2009 05,IFPA,Total,,IX,-1.281147905
2009 06,IFPA,Total,ES211,IX,-1.392819038
2009 06,IFPA,Total,ES212,IX,-1.376397192
2009 06,IFPA,Total,ES213,IX,-1.237441151
2009 06,IFPA,Aceite,,IX,-1.42128265
2009 06,IFPA,Cereales,,IX,-0.518331578
2009 06,IFPA,Huevos,,IX,-0.390430325
2009 06,IFPA,Leche,,IX,-1.047566491
2009 06,IFPA,Pan,,IX,-0.517807832
2009 06,IFPA,Total,,IX,-1.323692207
2009 07,IFPA,Total,ES211,IX,-1.51455402
2009 07,IFPA,Total,ES212,IX,-1.365455128
2009 07,IFPA,Total,ES213,IX,-1.221056071
2009 07,IFPA,Aceite,,IX,-1.322203255
2009 07,IFPA,Cereales,,IX,-0.63237603
2009 07,IFPA,Huevos,,IX,-0.581799944
2009 07,IFPA,Leche,,IX,-1.256109314
2009 07,IFPA,Pan,,IX,0.185914461
2009 07,IFPA,Total,,IX,-1.324986141
2009 08,IFPA,Total,ES211,IX,-1.04353729
2009 08,IFPA,Total,ES212,IX,-0.966280401
2009 08,IFPA,Total,ES213,IX,-0.955140669
2009 08,IFPA,Aceite,,IX,-1.032114334
2009 08,IFPA,Cereales,,IX,-0.557091954
2009 08,IFPA,Huevos,,IX,-0.410131986
2009 08,IFPA,Leche,,IX,-0.793562254
2009 08,IFPA,Pan,,IX,-0.841973852
2009 08,IFPA,Total,,IX,-0.987123618
2009 09,IFPA,Total,ES211,IX,-0.86027304
2009 09,IFPA,Total,ES212,IX,-0.774990575
2009 09,IFPA,Total,ES213,IX,-0.927025815
2009 09,IFPA,Aceite,,IX,-0.8801374
2009 09,IFPA,Cereales,,IX,-0.123207397
2009 09,IFPA,Huevos,,IX,-0.655293926
2009 09,IFPA,Leche,,IX,-1.032722115
2009 09,IFPA,Pan,,IX,-0.644177133
2009 09,IFPA,Total,,IX,-0.863558169
2009 10,IFPA,Total,ES211,IX,-1.043041918
2009 10,IFPA,Total,ES212,IX,-1.03913935
2009 10,IFPA,Total,ES213,IX,-1.21879793
2009 10,IFPA,Aceite,,IX,-0.181590818
2009 10,IFPA,Cereales,,IX,-0.876292821
2009 10,IFPA,Huevos,,IX,-0.855795058
2009 10,IFPA,Leche,,IX,-0.841869718
2009 10,IFPA,Pan,,IX,-0.661814577
2009 10,IFPA,Total,,IX,-1.139743725
2009 11,IFPA,Total,ES211,IX,-0.909720988
2009 11,IFPA,Total,ES212,IX,-1.240669019
2009 11,IFPA,Total,ES213,IX,-1.246062881
2009 11,IFPA,Aceite,,IX,-0.146630642
2009 11,IFPA,Cereales,,IX,-0.211704884
2009 11,IFPA,Huevos,,IX,-0.622623669
2009 11,IFPA,Leche,,IX,-0.548653932
2009 11,IFPA,Pan,,IX,-0.853070467
2009 11,IFPA,Total,,IX,-1.199034642
2009 12,IFPA,Total,ES211,IX,-1.133886836
2009 12,IFPA,Total,ES212,IX,-1.266388438
2009 12,IFPA,Total,ES213,IX,-1.161232536
2009 12,IFPA,Aceite,,IX,0.079294504
2009 12,IFPA,Cereales,,IX,-1.136746451
2009 12,IFPA,Huevos,,IX,-0.427810676
2009 12,IFPA,Leche,,IX,-0.548782919
2009 12,IFPA,Pan,,IX,-0.636712951
2009 12,IFPA,Total,,IX,-1.203770498
2010 01,IFPA,Total,ES211,IX,-1.094972283
2010 01,IFPA,Total,ES212,IX,-1.296325008
2010 01,IFPA,Total,ES213,IX,-1.16277235
2010 01,IFPA,Aceite,,IX,-0.513579539
2010 01,IFPA,Cereales,,IX,-0.79663543
2010 01,IFPA,Huevos,,IX,-0.18276863
2010 01,IFPA,Leche,,IX,-1.490001007
2010 01,IFPA,Pan,,IX,-0.755907169
2010 01,IFPA,Total,,IX,-1.208777725
2010 02,IFPA,Total,ES211,IX,-1.652434306
2010 02,IFPA,Total,ES212,IX,-1.774155339
2010 02,IFPA,Total,ES213,IX,-1.649753568
2010 02,IFPA,Aceite,,IX,-0.937544973
2010 02,IFPA,Cereales,,IX,-1.15777462
2010 02,IFPA,Huevos,,IX,-0.449837955
2010 02,IFPA,Leche,,IX,-1.953118669
2010 02,IFPA,Pan,,IX,-0.487442828
2010 02,IFPA,Total,,IX,-1.70475945
2010 03,IFPA,Total,ES211,IX,-1.322083552
2010 03,IFPA,Total,ES212,IX,-1.526065173
2010 03,IFPA,Total,ES213,IX,-1.498338373
2010 03,IFPA,Aceite,,IX,-0.943212985
2010 03,IFPA,Cereales,,IX,-0.78898367
2010 03,IFPA,Huevos,,IX,-0.665759466
2010 03,IFPA,Leche,,IX,-1.874574277
2010 03,IFPA,Pan,,IX,-0.818324025
2010 03,IFPA,Total,,IX,-1.497299295
2010 04,IFPA,Total,ES211,IX,-1.115046528
2010 04,IFPA,Total,ES212,IX,-1.211628081
2010 04,IFPA,Total,ES213,IX,-1.435273415
2010 04,IFPA,Aceite,,IX,-0.952370098
2010 04,IFPA,Cereales,,IX,-1.025519911
2010 04,IFPA,Huevos,,IX,-0.762184537
2010 04,IFPA,Leche,,IX,-1.751713771
2010 04,IFPA,Pan,,IX,-0.73651242
2010 04,IFPA,Total,,IX,-1.322630573
2010 05,IFPA,Total,ES211,IX,-0.717527481
2010 05,IFPA,Total,ES212,IX,-0.906447958
2010 05,IFPA,Total,ES213,IX,-1.055194599
2010 05,IFPA,Aceite,,IX,-0.604657941
2010 05,IFPA,Cereales,,IX,-0.904759122
2010 05,IFPA,Huevos,,IX,-0.668897359
2010 05,IFPA,Leche,,IX,-0.898076885
2010 05,IFPA,Pan,,IX,-0.696843322
2010 05,IFPA,Total,,IX,-0.956398946
2010 06,IFPA,Total,ES211,IX,-0.669699797
2010 06,IFPA,Total,ES212,IX,-0.928022419
2010 06,IFPA,Total,ES213,IX,-0.970799909
2010 06,IFPA,Aceite,,IX,-0.344037523
2010 06,IFPA,Cereales,,IX,-0.450322233
2010 06,IFPA,Huevos,,IX,-0.698081061
2010 06,IFPA,Leche,,IX,-1.058643156
2010 06,IFPA,Pan,,IX,-0.435872816
2010 06,IFPA,Total,,IX,-0.912926885
2010 07,IFPA,Total,ES211,IX,-0.463584152
2010 07,IFPA,Total,ES212,IX,-0.904867934
2010 07,IFPA,Total,ES213,IX,-0.607033945
2010 07,IFPA,Aceite,,IX,-0.208618841
2010 07,IFPA,Cereales,,IX,-0.206811418
2010 07,IFPA,Huevos,,IX,-0.586980925
2010 07,IFPA,Leche,,IX,-0.437205296
2010 07,IFPA,Pan,,IX,-0.451581968
2010 07,IFPA,Total,,IX,-0.689701205
2010 08,IFPA,Total,ES211,IX,-0.299414836
2010 08,IFPA,Total,ES212,IX,-0.677505873
2010 08,IFPA,Total,ES213,IX,-0.35815475
2010 08,IFPA,Aceite,,IX,-0.186787535
2010 08,IFPA,Cereales,,IX,0.031741779
2010 08,IFPA,Huevos,,IX,-0.655505506
2010 08,IFPA,Leche,,IX,-0.593418996
2010 08,IFPA,Pan,,IX,-0.400460395
2010 08,IFPA,Total,,IX,-0.461545252
2010 09,IFPA,Total,ES211,IX,-0.319821804
2010 09,IFPA,Total,ES212,IX,-0.546213637
2010 09,IFPA,Total,ES213,IX,-0.391982415
2010 09,IFPA,Aceite,,IX,-0.212703103
2010 09,IFPA,Cereales,,IX,-0.416465283
2010 09,IFPA,Huevos,,IX,-0.607765905
2010 09,IFPA,Leche,,IX,-0.703341141
2010 09,IFPA,Pan,,IX,-0.559909756
2010 09,IFPA,Total,,IX,-0.43255944
2010 10,IFPA,Total,ES211,IX,-0.676653831
2010 10,IFPA,Total,ES212,IX,-0.754680943
2010 10,IFPA,Total,ES213,IX,-0.65797489
2010 10,IFPA,Aceite,,IX,-0.59561663
2010 10,IFPA,Cereales,,IX,-0.585427316
2010 10,IFPA,Huevos,,IX,-0.454443088
2010 10,IFPA,Leche,,IX,-0.884466118
2010 10,IFPA,Pan,,IX,-0.476145122
2010 10,IFPA,Total,,IX,-0.703685194
2010 11,IFPA,Total,ES211,IX,-0.716900032
2010 11,IFPA,Total,ES212,IX,-0.750942727
2010 11,IFPA,Total,ES213,IX,-0.639519423
2010 11,IFPA,Aceite,,IX,-0.752307597
2010 11,IFPA,Cereales,,IX,-0.920981674
2010 11,IFPA,Huevos,,IX,-0.478409409
2010 11,IFPA,Leche,,IX,-0.696867977
2010 11,IFPA,Pan,,IX,-0.55062925
2010 11,IFPA,Total,,IX,-0.699354357
2010 12,IFPA,Total,ES211,IX,-0.797577232
2010 12,IFPA,Total,ES212,IX,-0.746635073
2010 12,IFPA,Total,ES213,IX,-0.692276107
2010 12,IFPA,Aceite,,IX,-0.861208728
2010 12,IFPA,Cereales,,IX,-0.627578981
2010 12,IFPA,Huevos,,IX,-0.517668057
2010 12,IFPA,Leche,,IX,-0.53871063
2010 12,IFPA,Pan,,IX,-1.014647655
2010 12,IFPA,Total,,IX,-0.737608071
2011 01,IFPA,Total,ES211,IX,-0.690153467
2011 01,IFPA,Total,ES212,IX,-0.662088591
2011 01,IFPA,Total,ES213,IX,-0.54054777
2011 01,IFPA,Aceite,,IX,-0.566716458
2011 01,IFPA,Cereales,,IX,-0.250463965
2011 01,IFPA,Huevos,,IX,-0.656503561
2011 01,IFPA,Leche,,IX,-0.385011095
2011 01,IFPA,Pan,,IX,-0.326529329
2011 01,IFPA,Total,,IX,-0.612708433
2011 02,IFPA,Total,ES211,IX,-0.625672919
2011 02,IFPA,Total,ES212,IX,-0.698553932
2011 02,IFPA,Total,ES213,IX,-0.394223794
2011 02,IFPA,Aceite,,IX,-0.203650177
2011 02,IFPA,Cereales,,IX,0.00080855
2011 02,IFPA,Huevos,,IX,-0.349291704
2011 02,IFPA,Leche,,IX,-0.416178566
2011 02,IFPA,Pan,,IX,-0.300404868
2011 02,IFPA,Total,,IX,-0.539353313
2011 03,IFPA,Total,ES211,IX,-0.441870494
2011 03,IFPA,Total,ES212,IX,-0.653914035
2011 03,IFPA,Total,ES213,IX,-0.14705261
2011 03,IFPA,Aceite,,IX,-0.168043258
2011 03,IFPA,Cereales,,IX,0.131582245
2011 03,IFPA,Huevos,,IX,-0.696425173
2011 03,IFPA,Leche,,IX,-0.661314395
2011 03,IFPA,Pan,,IX,-0.034781856
2011 03,IFPA,Total,,IX,-0.374354395
2011 04,IFPA,Total,ES211,IX,-0.275704678
2011 04,IFPA,Total,ES212,IX,-0.464340403
2011 04,IFPA,Total,ES213,IX,-0.019353665
2011 04,IFPA,Aceite,,IX,-0.180822406
2011 04,IFPA,Cereales,,IX,0.320840794
2011 04,IFPA,Huevos,,IX,-0.391881384
2011 04,IFPA,Leche,,IX,-0.510479724
2011 04,IFPA,Pan,,IX,-0.271304508
2011 04,IFPA,Total,,IX,-0.21520092
2011 05,IFPA,Total,ES211,IX,-0.122827269
2011 05,IFPA,Total,ES212,IX,-0.255207204
2011 05,IFPA,Total,ES213,IX,0.145969666
2011 05,IFPA,Aceite,,IX,-0.376747328
2011 05,IFPA,Cereales,,IX,0.484975711
2011 05,IFPA,Huevos,,IX,-0.313806277
2011 05,IFPA,Leche,,IX,-0.08266948
2011 05,IFPA,Pan,,IX,-0.414478074
2011 05,IFPA,Total,,IX,-0.03521698
2011 06,IFPA,Total,ES211,IX,-0.297429032
2011 06,IFPA,Total,ES212,IX,-0.333313882
2011 06,IFPA,Total,ES213,IX,-0.065739595
2011 06,IFPA,Aceite,,IX,-0.320323902
2011 06,IFPA,Cereales,,IX,0.50772705
2011 06,IFPA,Huevos,,IX,-0.20146118
2011 06,IFPA,Leche,,IX,0.090152186
2011 06,IFPA,Pan,,IX,-0.983453073
2011 06,IFPA,Total,,IX,-0.197699851
2011 07,IFPA,Total,ES211,IX,-0.133104362
2011 07,IFPA,Total,ES212,IX,-0.147503038
2011 07,IFPA,Total,ES213,IX,0.086715249
2011 07,IFPA,Aceite,,IX,-0.255976192
2011 07,IFPA,Cereales,,IX,0.474606414
2011 07,IFPA,Huevos,,IX,-0.07857106
2011 07,IFPA,Leche,,IX,-0.106351471
2011 07,IFPA,Pan,,IX,0.267837439
2011 07,IFPA,Total,,IX,-0.025692469
2011 08,IFPA,Total,ES211,IX,-0.153866745
2011 08,IFPA,Total,ES212,IX,-0.190067108
2011 08,IFPA,Total,ES213,IX,-0.067759526
2011 08,IFPA,Aceite,,IX,-0.03467703
2011 08,IFPA,Cereales,,IX,0.525957735
2011 08,IFPA,Huevos,,IX,-0.044732842
2011 08,IFPA,Leche,,IX,-0.163483192
2011 08,IFPA,Pan,,IX,0.137014953
2011 08,IFPA,Total,,IX,-0.119639051
2011 09,IFPA,Total,ES211,IX,0.048944951
2011 09,IFPA,Total,ES212,IX,-0.020264024
2011 09,IFPA,Total,ES213,IX,-0.007733517
2011 09,IFPA,Aceite,,IX,-0.062151016
2011 09,IFPA,Cereales,,IX,0.535163592
2011 09,IFPA,Huevos,,IX,-0.021427174
2011 09,IFPA,Leche,,IX,-0.299629023
2011 09,IFPA,Pan,,IX,0.026090193
2011 09,IFPA,Total,,IX,0.011815637
2011 10,IFPA,Total,ES211,IX,-0.31458647
2011 10,IFPA,Total,ES212,IX,-0.392736145
2011 10,IFPA,Total,ES213,IX,-0.503133703
2011 10,IFPA,Aceite,,IX,-0.195163076
2011 10,IFPA,Cereales,,IX,0.242545583
2011 10,IFPA,Huevos,,IX,-0.043063897
2011 10,IFPA,Leche,,IX,-0.331236633
2011 10,IFPA,Pan,,IX,-0.15304075
2011 10,IFPA,Total,,IX,-0.441678776
2011 11,IFPA,Total,ES211,IX,-0.315136583
2011 11,IFPA,Total,ES212,IX,-0.369705455
2011 11,IFPA,Total,ES213,IX,-0.385720913
2011 11,IFPA,Aceite,,IX,-0.427323941
2011 11,IFPA,Cereales,,IX,0.410247229
2011 11,IFPA,Huevos,,IX,-0.1934281
2011 11,IFPA,Leche,,IX,-0.353556017
2011 11,IFPA,Pan,,IX,0.179621234
2011 11,IFPA,Total,,IX,-0.373891606
2011 12,IFPA,Total,ES211,IX,-0.324540477
2011 12,IFPA,Total,ES212,IX,-0.39241365
2011 12,IFPA,Total,ES213,IX,-0.391124408
2011 12,IFPA,Aceite,,IX,-0.317172794
2011 12,IFPA,Cereales,,IX,-0.126156136
2011 12,IFPA,Huevos,,IX,-0.264683972
2011 12,IFPA,Leche,,IX,-0.343761958
2011 12,IFPA,Pan,,IX,0.425701369
2011 12,IFPA,Total,,IX,-0.384087517
2012 01,IFPA,Total,ES211,IX,-0.243221859
2012 01,IFPA,Total,ES212,IX,-0.192651956
2012 01,IFPA,Total,ES213,IX,-0.113074239
2012 01,IFPA,Aceite,,IX,-0.236129593
2012 01,IFPA,Cereales,,IX,0.100778123
2012 01,IFPA,Huevos,,IX,0.007428303
2012 01,IFPA,Leche,,IX,-0.119853675
2012 01,IFPA,Pan,,IX,-0.161660699
2012 01,IFPA,Total,,IX,-0.161449279
2012 02,IFPA,Total,ES211,IX,-0.257259641
2012 02,IFPA,Total,ES212,IX,-0.158578429
2012 02,IFPA,Total,ES213,IX,-0.093401166
2012 02,IFPA,Aceite,,IX,-0.251982745
2012 02,IFPA,Cereales,,IX,0.122626022
2012 02,IFPA,Huevos,,IX,0.775353959
2012 02,IFPA,Leche,,IX,0.412569596
2012 02,IFPA,Pan,,IX,-0.302280433
2012 02,IFPA,Total,,IX,-0.138829534
2012 03,IFPA,Total,ES211,IX,-0.240931331
2012 03,IFPA,Total,ES212,IX,-0.132924808
2012 03,IFPA,Total,ES213,IX,-0.076014677
2012 03,IFPA,Aceite,,IX,-0.421230144
2012 03,IFPA,Cereales,,IX,0.164724648
2012 03,IFPA,Huevos,,IX,1.557877252
2012 03,IFPA,Leche,,IX,0.406384623
2012 03,IFPA,Pan,,IX,-0.3317782
2012 03,IFPA,Total,,IX,-0.117951128
2012 04,IFPA,Total,ES211,IX,-0.23861906
2012 04,IFPA,Total,ES212,IX,-0.047060711
2012 04,IFPA,Total,ES213,IX,-0.098605803
2012 04,IFPA,Aceite,,IX,-0.568030645
2012 04,IFPA,Cereales,,IX,-0.262769484
2012 04,IFPA,Huevos,,IX,1.454165941
2012 04,IFPA,Leche,,IX,0.144567692
2012 04,IFPA,Pan,,IX,-0.137390391
2012 04,IFPA,Total,,IX,-0.102219007
2012 05,IFPA,Total,ES211,IX,-0.424649238
2012 05,IFPA,Total,ES212,IX,-0.207693724
2012 05,IFPA,Total,ES213,IX,-0.306777689
2012 05,IFPA,Aceite,,IX,-0.454258686
2012 05,IFPA,Cereales,,IX,-0.489788021
2012 05,IFPA,Huevos,,IX,1.639442478
2012 05,IFPA,Leche,,IX,0.003658497
2012 05,IFPA,Pan,,IX,-0.47916801
2012 05,IFPA,Total,,IX,-0.293612673
2012 06,IFPA,Total,ES211,IX,-0.328910224
2012 06,IFPA,Total,ES212,IX,-0.102159393
2012 06,IFPA,Total,ES213,IX,-0.273429274
2012 06,IFPA,Aceite,,IX,-0.259687565
2012 06,IFPA,Cereales,,IX,-0.473262304
2012 06,IFPA,Huevos,,IX,1.868746447
2012 06,IFPA,Leche,,IX,-0.004449256
2012 06,IFPA,Pan,,IX,0.192722191
2012 06,IFPA,Total,,IX,-0.224906684
2012 07,IFPA,Total,ES211,IX,-0.381839319
2012 07,IFPA,Total,ES212,IX,-0.198869669
2012 07,IFPA,Total,ES213,IX,-0.291281335
2012 07,IFPA,Aceite,,IX,-0.175214149
2012 07,IFPA,Cereales,,IX,0.037109327
2012 07,IFPA,Huevos,,IX,2.1439158
2012 07,IFPA,Leche,,IX,0.223353144
2012 07,IFPA,Pan,,IX,-0.188417002
2012 07,IFPA,Total,,IX,-0.271875798
2012 08,IFPA,Total,ES211,IX,-0.108944792
2012 08,IFPA,Total,ES212,IX,-0.08567398
2012 08,IFPA,Total,ES213,IX,0.033789471
2012 08,IFPA,Aceite,,IX,-0.032575743
2012 08,IFPA,Cereales,,IX,0.014987566
2012 08,IFPA,Huevos,,IX,1.590480191
2012 08,IFPA,Leche,,IX,-0.182211925
2012 08,IFPA,Pan,,IX,0.053147719
2012 08,IFPA,Total,,IX,-0.023358108
2012 09,IFPA,Total,ES211,IX,-0.135718753
2012 09,IFPA,Total,ES212,IX,0.195702524
2012 09,IFPA,Total,ES213,IX,0.337346479
2012 09,IFPA,Aceite,,IX,-0.053830176
2012 09,IFPA,Cereales,,IX,0.293440458
2012 09,IFPA,Huevos,,IX,1.272275974
2012 09,IFPA,Leche,,IX,-0.052625032
2012 09,IFPA,Pan,,IX,-0.055222186
2012 09,IFPA,Total,,IX,0.217186506
2012 10,IFPA,Total,ES211,IX,-0.198796279
2012 10,IFPA,Total,ES212,IX,0.12466201
2012 10,IFPA,Total,ES213,IX,0.173157861
2012 10,IFPA,Aceite,,IX,1.126012369
2012 10,IFPA,Cereales,,IX,-0.110740943
2012 10,IFPA,Huevos,,IX,1.003410972
2012 10,IFPA,Leche,,IX,-0.314662652
2012 10,IFPA,Pan,,IX,-0.444163282
2012 10,IFPA,Total,,IX,0.100881067
2012 11,IFPA,Total,ES211,IX,-0.018868445
2012 11,IFPA,Total,ES212,IX,0.361244177
2012 11,IFPA,Total,ES213,IX,0.227429398
2012 11,IFPA,Aceite,,IX,1.859298806
2012 11,IFPA,Cereales,,IX,-0.214953044
2012 11,IFPA,Huevos,,IX,0.917450595
2012 11,IFPA,Leche,,IX,-0.215853448
2012 11,IFPA,Pan,,IX,-1.180360046
2012 11,IFPA,Total,,IX,0.235088308
2012 12,IFPA,Total,ES211,IX,-0.127226453
2012 12,IFPA,Total,ES212,IX,0.131066508
2012 12,IFPA,Total,ES213,IX,0.158362278
2012 12,IFPA,Aceite,,IX,1.618659273
2012 12,IFPA,Cereales,,IX,-0.362041303
2012 12,IFPA,Huevos,,IX,0.796780063
2012 12,IFPA,Leche,,IX,-0.291676448
2012 12,IFPA,Pan,,IX,-0.876205035
2012 12,IFPA,Total,,IX,0.107260833
2013 01,IFPA,Total,ES211,IX,0.009373976
2013 01,IFPA,Total,ES212,IX,0.162774923
2013 01,IFPA,Total,ES213,IX,0.121220147
2013 01,IFPA,Aceite,,IX,0.900397853
2013 01,IFPA,Cereales,,IX,-0.199155302
2013 01,IFPA,Huevos,,IX,0.753139552
2013 01,IFPA,Leche,,IX,-0.000198793
2013 01,IFPA,Pan,,IX,-1.220845651
2013 01,IFPA,Total,,IX,0.120375561
2013 02,IFPA,Total,ES211,IX,-0.191635227
2013 02,IFPA,Total,ES212,IX,-0.169591704
2013 02,IFPA,Total,ES213,IX,-0.224496002
2013 02,IFPA,Aceite,,IX,0.464128646
2013 02,IFPA,Cereales,,IX,0.098844946
2013 02,IFPA,Huevos,,IX,0.540964287
2013 02,IFPA,Leche,,IX,-0.024886251
2013 02,IFPA,Pan,,IX,-0.713575214
2013 02,IFPA,Total,,IX,-0.201735759
