Year,Sexo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2021,,,,Gernika-Lumo,PER_100000_POP,ES48046,0
2022,,,,Gernika-Lumo,PER_100000_POP,ES48046,0
2010,M,,,Gizaburuaga,PER_100000_POP,ES48047,0
2011,M,,,Gizaburuaga,PER_100000_POP,ES48047,0
2012,M,,,Gizaburuaga,PER_100000_POP,ES48047,0
2013,M,,,Gizaburuaga,PER_100000_POP,ES48047,0
2014,M,,,Gizaburuaga,PER_100000_POP,ES48047,0
2015,M,,,Gizaburuaga,PER_100000_POP,ES48047,0
2016,M,,,Gizaburuaga,PER_100000_POP,ES48047,0
2017,M,,,Gizaburuaga,PER_100000_POP,ES48047,0
2018,M,,,Gizaburuaga,PER_100000_POP,ES48047,0
2019,M,,,Gizaburuaga,PER_100000_POP,ES48047,0
2020,M,,,Gizaburuaga,PER_100000_POP,ES48047,0
2021,M,,,Gizaburuaga,PER_100000_POP,ES48047,0
2022,M,,,Gizaburuaga,PER_100000_POP,ES48047,0
2010,F,,,Gizaburuaga,PER_100000_POP,ES48047,0
2011,F,,,Gizaburuaga,PER_100000_POP,ES48047,0
2012,F,,,Gizaburuaga,PER_100000_POP,ES48047,0
2013,F,,,Gizaburuaga,PER_100000_POP,ES48047,0
2014,F,,,Gizaburuaga,PER_100000_POP,ES48047,0
2015,F,,,Gizaburuaga,PER_100000_POP,ES48047,0
2016,F,,,Gizaburuaga,PER_100000_POP,ES48047,0
2017,F,,,Gizaburuaga,PER_100000_POP,ES48047,0
2018,F,,,Gizaburuaga,PER_100000_POP,ES48047,0
2019,F,,,Gizaburuaga,PER_100000_POP,ES48047,0
2020,F,,,Gizaburuaga,PER_100000_POP,ES48047,0
2021,F,,,Gizaburuaga,PER_100000_POP,ES48047,0
2022,F,,,Gizaburuaga,PER_100000_POP,ES48047,0
2010,,,,Gizaburuaga,PER_100000_POP,ES48047,0
2011,,,,Gizaburuaga,PER_100000_POP,ES48047,0
2012,,,,Gizaburuaga,PER_100000_POP,ES48047,0
2013,,,,Gizaburuaga,PER_100000_POP,ES48047,0
2014,,,,Gizaburuaga,PER_100000_POP,ES48047,0
2015,,,,Gizaburuaga,PER_100000_POP,ES48047,0
2016,,,,Gizaburuaga,PER_100000_POP,ES48047,0
2017,,,,Gizaburuaga,PER_100000_POP,ES48047,0
2018,,,,Gizaburuaga,PER_100000_POP,ES48047,0
2019,,,,Gizaburuaga,PER_100000_POP,ES48047,0
2020,,,,Gizaburuaga,PER_100000_POP,ES48047,0
2021,,,,Gizaburuaga,PER_100000_POP,ES48047,0
2022,,,,Gizaburuaga,PER_100000_POP,ES48047,0
2010,M,,,Ibarrangelu,PER_100000_POP,ES48048,0
2011,M,,,Ibarrangelu,PER_100000_POP,ES48048,0
2012,M,,,Ibarrangelu,PER_100000_POP,ES48048,0
2013,M,,,Ibarrangelu,PER_100000_POP,ES48048,0
2014,M,,,Ibarrangelu,PER_100000_POP,ES48048,0
2015,M,,,Ibarrangelu,PER_100000_POP,ES48048,0
2016,M,,,Ibarrangelu,PER_100000_POP,ES48048,0
2017,M,,,Ibarrangelu,PER_100000_POP,ES48048,0
2018,M,,,Ibarrangelu,PER_100000_POP,ES48048,0
2019,M,,,Ibarrangelu,PER_100000_POP,ES48048,0
2020,M,,,Ibarrangelu,PER_100000_POP,ES48048,0
2021,M,,,Ibarrangelu,PER_100000_POP,ES48048,0
2022,M,,,Ibarrangelu,PER_100000_POP,ES48048,0
2010,F,,,Ibarrangelu,PER_100000_POP,ES48048,0
2011,F,,,Ibarrangelu,PER_100000_POP,ES48048,0
2012,F,,,Ibarrangelu,PER_100000_POP,ES48048,0
2013,F,,,Ibarrangelu,PER_100000_POP,ES48048,0
2014,F,,,Ibarrangelu,PER_100000_POP,ES48048,0
2015,F,,,Ibarrangelu,PER_100000_POP,ES48048,0
2016,F,,,Ibarrangelu,PER_100000_POP,ES48048,0
2017,F,,,Ibarrangelu,PER_100000_POP,ES48048,0
2018,F,,,Ibarrangelu,PER_100000_POP,ES48048,0
2019,F,,,Ibarrangelu,PER_100000_POP,ES48048,0
2020,F,,,Ibarrangelu,PER_100000_POP,ES48048,0
2021,F,,,Ibarrangelu,PER_100000_POP,ES48048,0
2022,F,,,Ibarrangelu,PER_100000_POP,ES48048,0
2010,,,,Ibarrangelu,PER_100000_POP,ES48048,0
2011,,,,Ibarrangelu,PER_100000_POP,ES48048,0
2012,,,,Ibarrangelu,PER_100000_POP,ES48048,0
2013,,,,Ibarrangelu,PER_100000_POP,ES48048,0
2014,,,,Ibarrangelu,PER_100000_POP,ES48048,0
2015,,,,Ibarrangelu,PER_100000_POP,ES48048,0
2016,,,,Ibarrangelu,PER_100000_POP,ES48048,0
2017,,,,Ibarrangelu,PER_100000_POP,ES48048,0
2018,,,,Ibarrangelu,PER_100000_POP,ES48048,0
2019,,,,Ibarrangelu,PER_100000_POP,ES48048,0
2020,,,,Ibarrangelu,PER_100000_POP,ES48048,0
2021,,,,Ibarrangelu,PER_100000_POP,ES48048,0
2022,,,,Ibarrangelu,PER_100000_POP,ES48048,0
2010,M,,,Ispaster,PER_100000_POP,ES48049,0
2011,M,,,Ispaster,PER_100000_POP,ES48049,0
2012,M,,,Ispaster,PER_100000_POP,ES48049,0
2013,M,,,Ispaster,PER_100000_POP,ES48049,0
2014,M,,,Ispaster,PER_100000_POP,ES48049,0
2015,M,,,Ispaster,PER_100000_POP,ES48049,0
2016,M,,,Ispaster,PER_100000_POP,ES48049,0
2017,M,,,Ispaster,PER_100000_POP,ES48049,0
2018,M,,,Ispaster,PER_100000_POP,ES48049,0
2019,M,,,Ispaster,PER_100000_POP,ES48049,0
2020,M,,,Ispaster,PER_100000_POP,ES48049,0
2021,M,,,Ispaster,PER_100000_POP,ES48049,0
2022,M,,,Ispaster,PER_100000_POP,ES48049,0
2010,F,,,Ispaster,PER_100000_POP,ES48049,0
2011,F,,,Ispaster,PER_100000_POP,ES48049,0
2012,F,,,Ispaster,PER_100000_POP,ES48049,0
2013,F,,,Ispaster,PER_100000_POP,ES48049,0
2014,F,,,Ispaster,PER_100000_POP,ES48049,0
2015,F,,,Ispaster,PER_100000_POP,ES48049,0
2016,F,,,Ispaster,PER_100000_POP,ES48049,0
2017,F,,,Ispaster,PER_100000_POP,ES48049,0
2018,F,,,Ispaster,PER_100000_POP,ES48049,0
2019,F,,,Ispaster,PER_100000_POP,ES48049,0
2020,F,,,Ispaster,PER_100000_POP,ES48049,0
2021,F,,,Ispaster,PER_100000_POP,ES48049,0
2022,F,,,Ispaster,PER_100000_POP,ES48049,0
2010,,,,Ispaster,PER_100000_POP,ES48049,0
2011,,,,Ispaster,PER_100000_POP,ES48049,0
2012,,,,Ispaster,PER_100000_POP,ES48049,0
2013,,,,Ispaster,PER_100000_POP,ES48049,0
2014,,,,Ispaster,PER_100000_POP,ES48049,0
2015,,,,Ispaster,PER_100000_POP,ES48049,0
2016,,,,Ispaster,PER_100000_POP,ES48049,0
2017,,,,Ispaster,PER_100000_POP,ES48049,0
2018,,,,Ispaster,PER_100000_POP,ES48049,0
2019,,,,Ispaster,PER_100000_POP,ES48049,0
2020,,,,Ispaster,PER_100000_POP,ES48049,0
2021,,,,Ispaster,PER_100000_POP,ES48049,0
2022,,,,Ispaster,PER_100000_POP,ES48049,0
2010,M,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2011,M,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2012,M,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2013,M,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2014,M,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2015,M,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2016,M,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2017,M,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2018,M,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2019,M,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2020,M,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2021,M,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2022,M,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2010,F,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2011,F,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2012,F,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2013,F,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2014,F,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2015,F,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2016,F,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2017,F,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2018,F,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2019,F,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2020,F,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2021,F,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2022,F,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2010,,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2011,,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2012,,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2013,,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2014,,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2015,,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2016,,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2017,,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2018,,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2019,,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2020,,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2021,,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2022,,,Gernika-Bermeo,,PER_100000_POP,EU4805,0
2010,M,,,Izurtza,PER_100000_POP,ES48050,0
2011,M,,,Izurtza,PER_100000_POP,ES48050,0
2012,M,,,Izurtza,PER_100000_POP,ES48050,0
2013,M,,,Izurtza,PER_100000_POP,ES48050,0
2014,M,,,Izurtza,PER_100000_POP,ES48050,0
2015,M,,,Izurtza,PER_100000_POP,ES48050,0
2016,M,,,Izurtza,PER_100000_POP,ES48050,0
2017,M,,,Izurtza,PER_100000_POP,ES48050,0
2018,M,,,Izurtza,PER_100000_POP,ES48050,0
2019,M,,,Izurtza,PER_100000_POP,ES48050,0
2020,M,,,Izurtza,PER_100000_POP,ES48050,0
2021,M,,,Izurtza,PER_100000_POP,ES48050,0
2022,M,,,Izurtza,PER_100000_POP,ES48050,0
2010,F,,,Izurtza,PER_100000_POP,ES48050,0
2011,F,,,Izurtza,PER_100000_POP,ES48050,0
2012,F,,,Izurtza,PER_100000_POP,ES48050,0
2013,F,,,Izurtza,PER_100000_POP,ES48050,0
2014,F,,,Izurtza,PER_100000_POP,ES48050,0
2015,F,,,Izurtza,PER_100000_POP,ES48050,0
2016,F,,,Izurtza,PER_100000_POP,ES48050,0
2017,F,,,Izurtza,PER_100000_POP,ES48050,0
2018,F,,,Izurtza,PER_100000_POP,ES48050,0
2019,F,,,Izurtza,PER_100000_POP,ES48050,0
2020,F,,,Izurtza,PER_100000_POP,ES48050,0
2021,F,,,Izurtza,PER_100000_POP,ES48050,0
2022,F,,,Izurtza,PER_100000_POP,ES48050,0
2010,,,,Izurtza,PER_100000_POP,ES48050,0
2011,,,,Izurtza,PER_100000_POP,ES48050,0
2012,,,,Izurtza,PER_100000_POP,ES48050,0
2013,,,,Izurtza,PER_100000_POP,ES48050,0
2014,,,,Izurtza,PER_100000_POP,ES48050,0
2015,,,,Izurtza,PER_100000_POP,ES48050,0
2016,,,,Izurtza,PER_100000_POP,ES48050,0
2017,,,,Izurtza,PER_100000_POP,ES48050,0
2018,,,,Izurtza,PER_100000_POP,ES48050,0
2019,,,,Izurtza,PER_100000_POP,ES48050,0
2020,,,,Izurtza,PER_100000_POP,ES48050,0
2021,,,,Izurtza,PER_100000_POP,ES48050,0
2022,,,,Izurtza,PER_100000_POP,ES48050,0
2010,M,,,Lanestosa,PER_100000_POP,ES48051,0
2011,M,,,Lanestosa,PER_100000_POP,ES48051,0
2012,M,,,Lanestosa,PER_100000_POP,ES48051,0
2013,M,,,Lanestosa,PER_100000_POP,ES48051,0
2014,M,,,Lanestosa,PER_100000_POP,ES48051,0
2015,M,,,Lanestosa,PER_100000_POP,ES48051,0
2016,M,,,Lanestosa,PER_100000_POP,ES48051,0
2017,M,,,Lanestosa,PER_100000_POP,ES48051,0
2018,M,,,Lanestosa,PER_100000_POP,ES48051,0
2019,M,,,Lanestosa,PER_100000_POP,ES48051,0
2020,M,,,Lanestosa,PER_100000_POP,ES48051,0
2021,M,,,Lanestosa,PER_100000_POP,ES48051,0
2022,M,,,Lanestosa,PER_100000_POP,ES48051,0
2010,F,,,Lanestosa,PER_100000_POP,ES48051,0
2011,F,,,Lanestosa,PER_100000_POP,ES48051,0
2012,F,,,Lanestosa,PER_100000_POP,ES48051,0
2013,F,,,Lanestosa,PER_100000_POP,ES48051,0
2014,F,,,Lanestosa,PER_100000_POP,ES48051,0
2015,F,,,Lanestosa,PER_100000_POP,ES48051,0
2016,F,,,Lanestosa,PER_100000_POP,ES48051,0
2017,F,,,Lanestosa,PER_100000_POP,ES48051,0
2018,F,,,Lanestosa,PER_100000_POP,ES48051,0
2019,F,,,Lanestosa,PER_100000_POP,ES48051,0
2020,F,,,Lanestosa,PER_100000_POP,ES48051,0
2021,F,,,Lanestosa,PER_100000_POP,ES48051,0
2022,F,,,Lanestosa,PER_100000_POP,ES48051,0
2010,,,,Lanestosa,PER_100000_POP,ES48051,0
2011,,,,Lanestosa,PER_100000_POP,ES48051,0
2012,,,,Lanestosa,PER_100000_POP,ES48051,0
2013,,,,Lanestosa,PER_100000_POP,ES48051,0
2014,,,,Lanestosa,PER_100000_POP,ES48051,0
2015,,,,Lanestosa,PER_100000_POP,ES48051,0
2016,,,,Lanestosa,PER_100000_POP,ES48051,0
2017,,,,Lanestosa,PER_100000_POP,ES48051,0
2018,,,,Lanestosa,PER_100000_POP,ES48051,0
2019,,,,Lanestosa,PER_100000_POP,ES48051,0
2020,,,,Lanestosa,PER_100000_POP,ES48051,0
2021,,,,Lanestosa,PER_100000_POP,ES48051,0
2022,,,,Lanestosa,PER_100000_POP,ES48051,0
2010,M,,,Larrabetzu,PER_100000_POP,ES48052,0
2011,M,,,Larrabetzu,PER_100000_POP,ES48052,0
2012,M,,,Larrabetzu,PER_100000_POP,ES48052,0
2013,M,,,Larrabetzu,PER_100000_POP,ES48052,0
2014,M,,,Larrabetzu,PER_100000_POP,ES48052,0
2015,M,,,Larrabetzu,PER_100000_POP,ES48052,0
2016,M,,,Larrabetzu,PER_100000_POP,ES48052,0
2017,M,,,Larrabetzu,PER_100000_POP,ES48052,0
2018,M,,,Larrabetzu,PER_100000_POP,ES48052,0
2019,M,,,Larrabetzu,PER_100000_POP,ES48052,0
2020,M,,,Larrabetzu,PER_100000_POP,ES48052,0
2021,M,,,Larrabetzu,PER_100000_POP,ES48052,0
2022,M,,,Larrabetzu,PER_100000_POP,ES48052,0
2010,F,,,Larrabetzu,PER_100000_POP,ES48052,0
2011,F,,,Larrabetzu,PER_100000_POP,ES48052,0
2012,F,,,Larrabetzu,PER_100000_POP,ES48052,0
2013,F,,,Larrabetzu,PER_100000_POP,ES48052,0
2014,F,,,Larrabetzu,PER_100000_POP,ES48052,0
2015,F,,,Larrabetzu,PER_100000_POP,ES48052,0
2016,F,,,Larrabetzu,PER_100000_POP,ES48052,0
2017,F,,,Larrabetzu,PER_100000_POP,ES48052,0
2018,F,,,Larrabetzu,PER_100000_POP,ES48052,0
2019,F,,,Larrabetzu,PER_100000_POP,ES48052,0
2020,F,,,Larrabetzu,PER_100000_POP,ES48052,0
2021,F,,,Larrabetzu,PER_100000_POP,ES48052,0
2022,F,,,Larrabetzu,PER_100000_POP,ES48052,0
2010,,,,Larrabetzu,PER_100000_POP,ES48052,0
2011,,,,Larrabetzu,PER_100000_POP,ES48052,0
2012,,,,Larrabetzu,PER_100000_POP,ES48052,0
2013,,,,Larrabetzu,PER_100000_POP,ES48052,0
2014,,,,Larrabetzu,PER_100000_POP,ES48052,0
2015,,,,Larrabetzu,PER_100000_POP,ES48052,0
2016,,,,Larrabetzu,PER_100000_POP,ES48052,0
2017,,,,Larrabetzu,PER_100000_POP,ES48052,0
2018,,,,Larrabetzu,PER_100000_POP,ES48052,0
2019,,,,Larrabetzu,PER_100000_POP,ES48052,0
2020,,,,Larrabetzu,PER_100000_POP,ES48052,0
2021,,,,Larrabetzu,PER_100000_POP,ES48052,0
2022,,,,Larrabetzu,PER_100000_POP,ES48052,0
2010,M,,,Laukiz,PER_100000_POP,ES48053,0
2011,M,,,Laukiz,PER_100000_POP,ES48053,0
2012,M,,,Laukiz,PER_100000_POP,ES48053,0
2013,M,,,Laukiz,PER_100000_POP,ES48053,0
2014,M,,,Laukiz,PER_100000_POP,ES48053,0
2015,M,,,Laukiz,PER_100000_POP,ES48053,0
2016,M,,,Laukiz,PER_100000_POP,ES48053,0
2017,M,,,Laukiz,PER_100000_POP,ES48053,0
2018,M,,,Laukiz,PER_100000_POP,ES48053,0
2019,M,,,Laukiz,PER_100000_POP,ES48053,0
2020,M,,,Laukiz,PER_100000_POP,ES48053,0
2021,M,,,Laukiz,PER_100000_POP,ES48053,0
2022,M,,,Laukiz,PER_100000_POP,ES48053,0
2010,F,,,Laukiz,PER_100000_POP,ES48053,0
2011,F,,,Laukiz,PER_100000_POP,ES48053,0
2012,F,,,Laukiz,PER_100000_POP,ES48053,0
2013,F,,,Laukiz,PER_100000_POP,ES48053,0
2014,F,,,Laukiz,PER_100000_POP,ES48053,0
2015,F,,,Laukiz,PER_100000_POP,ES48053,0
2016,F,,,Laukiz,PER_100000_POP,ES48053,0
2017,F,,,Laukiz,PER_100000_POP,ES48053,0
2018,F,,,Laukiz,PER_100000_POP,ES48053,0
2019,F,,,Laukiz,PER_100000_POP,ES48053,0
2020,F,,,Laukiz,PER_100000_POP,ES48053,0
2021,F,,,Laukiz,PER_100000_POP,ES48053,0
2022,F,,,Laukiz,PER_100000_POP,ES48053,0
2010,,,,Laukiz,PER_100000_POP,ES48053,0
2011,,,,Laukiz,PER_100000_POP,ES48053,0
2012,,,,Laukiz,PER_100000_POP,ES48053,0
2013,,,,Laukiz,PER_100000_POP,ES48053,0
2014,,,,Laukiz,PER_100000_POP,ES48053,0
2015,,,,Laukiz,PER_100000_POP,ES48053,0
2016,,,,Laukiz,PER_100000_POP,ES48053,0
2017,,,,Laukiz,PER_100000_POP,ES48053,0
2018,,,,Laukiz,PER_100000_POP,ES48053,0
2019,,,,Laukiz,PER_100000_POP,ES48053,0
2020,,,,Laukiz,PER_100000_POP,ES48053,0
2021,,,,Laukiz,PER_100000_POP,ES48053,0
2022,,,,Laukiz,PER_100000_POP,ES48053,0
2010,M,,,Leioa,PER_100000_POP,ES48054,0
2011,M,,,Leioa,PER_100000_POP,ES48054,0
2012,M,,,Leioa,PER_100000_POP,ES48054,0
2013,M,,,Leioa,PER_100000_POP,ES48054,0
2014,M,,,Leioa,PER_100000_POP,ES48054,0
2015,M,,,Leioa,PER_100000_POP,ES48054,0
2016,M,,,Leioa,PER_100000_POP,ES48054,0
2017,M,,,Leioa,PER_100000_POP,ES48054,0
2018,M,,,Leioa,PER_100000_POP,ES48054,0
2019,M,,,Leioa,PER_100000_POP,ES48054,0
2020,M,,,Leioa,PER_100000_POP,ES48054,0
2021,M,,,Leioa,PER_100000_POP,ES48054,0
2022,M,,,Leioa,PER_100000_POP,ES48054,0
2010,F,,,Leioa,PER_100000_POP,ES48054,0
2011,F,,,Leioa,PER_100000_POP,ES48054,0
2012,F,,,Leioa,PER_100000_POP,ES48054,0
2013,F,,,Leioa,PER_100000_POP,ES48054,0
2014,F,,,Leioa,PER_100000_POP,ES48054,0
2015,F,,,Leioa,PER_100000_POP,ES48054,0
2016,F,,,Leioa,PER_100000_POP,ES48054,0
2017,F,,,Leioa,PER_100000_POP,ES48054,0
2018,F,,,Leioa,PER_100000_POP,ES48054,0
2019,F,,,Leioa,PER_100000_POP,ES48054,0
2020,F,,,Leioa,PER_100000_POP,ES48054,0
2021,F,,,Leioa,PER_100000_POP,ES48054,0
2022,F,,,Leioa,PER_100000_POP,ES48054,0
2010,,,,Leioa,PER_100000_POP,ES48054,0
2011,,,,Leioa,PER_100000_POP,ES48054,0
2012,,,,Leioa,PER_100000_POP,ES48054,0
2013,,,,Leioa,PER_100000_POP,ES48054,0
2014,,,,Leioa,PER_100000_POP,ES48054,0
2015,,,,Leioa,PER_100000_POP,ES48054,0
2016,,,,Leioa,PER_100000_POP,ES48054,0
2017,,,,Leioa,PER_100000_POP,ES48054,0
2018,,,,Leioa,PER_100000_POP,ES48054,0
2019,,,,Leioa,PER_100000_POP,ES48054,0
2020,,,,Leioa,PER_100000_POP,ES48054,0
2021,,,,Leioa,PER_100000_POP,ES48054,0
2022,,,,Leioa,PER_100000_POP,ES48054,0
2010,M,,,Lemoa,PER_100000_POP,ES48055,0
2011,M,,,Lemoa,PER_100000_POP,ES48055,0
2012,M,,,Lemoa,PER_100000_POP,ES48055,0
2013,M,,,Lemoa,PER_100000_POP,ES48055,0
2014,M,,,Lemoa,PER_100000_POP,ES48055,0
2015,M,,,Lemoa,PER_100000_POP,ES48055,0
2016,M,,,Lemoa,PER_100000_POP,ES48055,0
2017,M,,,Lemoa,PER_100000_POP,ES48055,0
2018,M,,,Lemoa,PER_100000_POP,ES48055,0
2019,M,,,Lemoa,PER_100000_POP,ES48055,0
2020,M,,,Lemoa,PER_100000_POP,ES48055,0
2021,M,,,Lemoa,PER_100000_POP,ES48055,0
2022,M,,,Lemoa,PER_100000_POP,ES48055,0
2010,F,,,Lemoa,PER_100000_POP,ES48055,0
2011,F,,,Lemoa,PER_100000_POP,ES48055,0
2012,F,,,Lemoa,PER_100000_POP,ES48055,0
2013,F,,,Lemoa,PER_100000_POP,ES48055,0
2014,F,,,Lemoa,PER_100000_POP,ES48055,0
2015,F,,,Lemoa,PER_100000_POP,ES48055,0
2016,F,,,Lemoa,PER_100000_POP,ES48055,0
2017,F,,,Lemoa,PER_100000_POP,ES48055,0
2018,F,,,Lemoa,PER_100000_POP,ES48055,0
2019,F,,,Lemoa,PER_100000_POP,ES48055,0
2020,F,,,Lemoa,PER_100000_POP,ES48055,0
2021,F,,,Lemoa,PER_100000_POP,ES48055,0
2022,F,,,Lemoa,PER_100000_POP,ES48055,0
2010,,,,Lemoa,PER_100000_POP,ES48055,0
2011,,,,Lemoa,PER_100000_POP,ES48055,0
2012,,,,Lemoa,PER_100000_POP,ES48055,0
2013,,,,Lemoa,PER_100000_POP,ES48055,0
2014,,,,Lemoa,PER_100000_POP,ES48055,0
2015,,,,Lemoa,PER_100000_POP,ES48055,0
2016,,,,Lemoa,PER_100000_POP,ES48055,0
2017,,,,Lemoa,PER_100000_POP,ES48055,0
2018,,,,Lemoa,PER_100000_POP,ES48055,0
2019,,,,Lemoa,PER_100000_POP,ES48055,0
2020,,,,Lemoa,PER_100000_POP,ES48055,0
2021,,,,Lemoa,PER_100000_POP,ES48055,0
2022,,,,Lemoa,PER_100000_POP,ES48055,0
2010,M,,,Lemoiz,PER_100000_POP,ES48056,0
2011,M,,,Lemoiz,PER_100000_POP,ES48056,0
2012,M,,,Lemoiz,PER_100000_POP,ES48056,0
2013,M,,,Lemoiz,PER_100000_POP,ES48056,0
2014,M,,,Lemoiz,PER_100000_POP,ES48056,0
2015,M,,,Lemoiz,PER_100000_POP,ES48056,0
2016,M,,,Lemoiz,PER_100000_POP,ES48056,0
2017,M,,,Lemoiz,PER_100000_POP,ES48056,0
2018,M,,,Lemoiz,PER_100000_POP,ES48056,0
2019,M,,,Lemoiz,PER_100000_POP,ES48056,0
2020,M,,,Lemoiz,PER_100000_POP,ES48056,0
2021,M,,,Lemoiz,PER_100000_POP,ES48056,0
2022,M,,,Lemoiz,PER_100000_POP,ES48056,0
2010,F,,,Lemoiz,PER_100000_POP,ES48056,0
2011,F,,,Lemoiz,PER_100000_POP,ES48056,0
2012,F,,,Lemoiz,PER_100000_POP,ES48056,0
2013,F,,,Lemoiz,PER_100000_POP,ES48056,0
2014,F,,,Lemoiz,PER_100000_POP,ES48056,0
2015,F,,,Lemoiz,PER_100000_POP,ES48056,0
2016,F,,,Lemoiz,PER_100000_POP,ES48056,0
2017,F,,,Lemoiz,PER_100000_POP,ES48056,0
2018,F,,,Lemoiz,PER_100000_POP,ES48056,0
2019,F,,,Lemoiz,PER_100000_POP,ES48056,0
2020,F,,,Lemoiz,PER_100000_POP,ES48056,0
2021,F,,,Lemoiz,PER_100000_POP,ES48056,0
2022,F,,,Lemoiz,PER_100000_POP,ES48056,0
2010,,,,Lemoiz,PER_100000_POP,ES48056,0
2011,,,,Lemoiz,PER_100000_POP,ES48056,0
2012,,,,Lemoiz,PER_100000_POP,ES48056,0
2013,,,,Lemoiz,PER_100000_POP,ES48056,0
2014,,,,Lemoiz,PER_100000_POP,ES48056,0
2015,,,,Lemoiz,PER_100000_POP,ES48056,0
2016,,,,Lemoiz,PER_100000_POP,ES48056,0
2017,,,,Lemoiz,PER_100000_POP,ES48056,0
2018,,,,Lemoiz,PER_100000_POP,ES48056,0
2019,,,,Lemoiz,PER_100000_POP,ES48056,0
2020,,,,Lemoiz,PER_100000_POP,ES48056,0
2021,,,,Lemoiz,PER_100000_POP,ES48056,0
2022,,,,Lemoiz,PER_100000_POP,ES48056,0
2010,M,,,Lekeitio,PER_100000_POP,ES48057,27.64
2011,M,,,Lekeitio,PER_100000_POP,ES48057,0
2012,M,,,Lekeitio,PER_100000_POP,ES48057,0
2013,M,,,Lekeitio,PER_100000_POP,ES48057,0
2014,M,,,Lekeitio,PER_100000_POP,ES48057,0
2015,M,,,Lekeitio,PER_100000_POP,ES48057,0
2016,M,,,Lekeitio,PER_100000_POP,ES48057,0
2017,M,,,Lekeitio,PER_100000_POP,ES48057,0
2018,M,,,Lekeitio,PER_100000_POP,ES48057,0
2019,M,,,Lekeitio,PER_100000_POP,ES48057,0
2020,M,,,Lekeitio,PER_100000_POP,ES48057,0
2021,M,,,Lekeitio,PER_100000_POP,ES48057,0
2022,M,,,Lekeitio,PER_100000_POP,ES48057,0
2010,F,,,Lekeitio,PER_100000_POP,ES48057,0
2011,F,,,Lekeitio,PER_100000_POP,ES48057,0
2012,F,,,Lekeitio,PER_100000_POP,ES48057,0
2013,F,,,Lekeitio,PER_100000_POP,ES48057,0
2014,F,,,Lekeitio,PER_100000_POP,ES48057,0
2015,F,,,Lekeitio,PER_100000_POP,ES48057,0
2016,F,,,Lekeitio,PER_100000_POP,ES48057,0
2017,F,,,Lekeitio,PER_100000_POP,ES48057,0
2018,F,,,Lekeitio,PER_100000_POP,ES48057,0
2019,F,,,Lekeitio,PER_100000_POP,ES48057,0
2020,F,,,Lekeitio,PER_100000_POP,ES48057,0
2021,F,,,Lekeitio,PER_100000_POP,ES48057,0
2022,F,,,Lekeitio,PER_100000_POP,ES48057,0
2010,,,,Lekeitio,PER_100000_POP,ES48057,13.52
2011,,,,Lekeitio,PER_100000_POP,ES48057,0
2012,,,,Lekeitio,PER_100000_POP,ES48057,0
2013,,,,Lekeitio,PER_100000_POP,ES48057,0
2014,,,,Lekeitio,PER_100000_POP,ES48057,0
2015,,,,Lekeitio,PER_100000_POP,ES48057,0
2016,,,,Lekeitio,PER_100000_POP,ES48057,0
2017,,,,Lekeitio,PER_100000_POP,ES48057,0
2018,,,,Lekeitio,PER_100000_POP,ES48057,0
