Year,Series,Valor,Territorio,Comarca,Municipio,Units,GeoCode,Value
2016,NV_IND_MANFPC,NOM,,,ES48912,EUR_PER_CAPITA,ES48912,8056.6
2021,NV_IND_MANF,NOM,,,ES20906,PT,ES20906,0.2
2016,NV_IND_MANFPC,NOM,,,ES20906,EUR_PER_CAPITA,ES20906,302.5
2018,NV_IND_MANFPC,NOM,,,ES20906,EUR_PER_CAPITA,ES20906,268.8
2014,NV_IND_MANFPC,NOM,,,ES20906,EUR_PER_CAPITA,ES20906,290.7
2014,NV_IND_MANF,NOM,,,ES20906,PT,ES20906,2.6
2015,NV_IND_MANFPC,NOM,,,ES20906,EUR_PER_CAPITA,ES20906,302
2016,NV_IND_MANF,NOM,,,ES20906,PT,ES20906,2.8
2020,NV_IND_MANFPC,NOM,,,ES20906,EUR_PER_CAPITA,ES20906,39.7
2017,NV_IND_MANF,NOM,,,ES20906,PT,ES20906,1.6
2020,NV_IND_MANF,NOM,,,ES20906,PT,ES20906,0.3
2021,NV_IND_MANFPC,NOM,,,ES20906,EUR_PER_CAPITA,ES20906,29.3
2017,NV_IND_MANFPC,NOM,,,ES20906,EUR_PER_CAPITA,ES20906,184.8
2019,NV_IND_MANFPC,NOM,,,ES20906,EUR_PER_CAPITA,ES20906,301.9
2018,NV_IND_MANF,NOM,,,ES20906,PT,ES20906,2.4
2019,NV_IND_MANF,NOM,,,ES20906,PT,ES20906,2.1
2015,NV_IND_MANF,NOM,,,ES20906,PT,ES20906,2.4
2016,NV_IND_MANFPC,NOM,,,ES20007,EUR_PER_CAPITA,ES20007,46491.6
2015,NV_IND_MANF,NOM,,,ES20007,PT,ES20007,59.6
2018,NV_IND_MANFPC,NOM,,,ES20007,EUR_PER_CAPITA,ES20007,40309
2018,NV_IND_MANF,NOM,,,ES20007,PT,ES20007,53.2
2020,NV_IND_MANFPC,NOM,,,ES20007,EUR_PER_CAPITA,ES20007,47511.5
2021,NV_IND_MANFPC,NOM,,,ES20007,EUR_PER_CAPITA,ES20007,50535.6
2017,NV_IND_MANFPC,NOM,,,ES20007,EUR_PER_CAPITA,ES20007,29087.1
2020,NV_IND_MANF,NOM,,,ES20007,PT,ES20007,51.5
2014,NV_IND_MANF,NOM,,,ES20007,PT,ES20007,55.5
2019,NV_IND_MANFPC,NOM,,,ES20007,EUR_PER_CAPITA,ES20007,47688.2
2015,NV_IND_MANFPC,NOM,,,ES20007,EUR_PER_CAPITA,ES20007,55548
2014,NV_IND_MANFPC,NOM,,,ES20007,EUR_PER_CAPITA,ES20007,48572.7
2019,NV_IND_MANF,NOM,,,ES20007,PT,ES20007,54.5
2017,NV_IND_MANF,NOM,,,ES20007,PT,ES20007,45.3
2016,NV_IND_MANF,NOM,,,ES20007,PT,ES20007,56.3
2021,NV_IND_MANF,NOM,,,ES20007,PT,ES20007,55.6
2020,NV_IND_MANF,NOM,,,ES20008,PT,ES20008,54.2
2017,NV_IND_MANF,NOM,,,ES20008,PT,ES20008,52.9
2021,NV_IND_MANF,NOM,,,ES20008,PT,ES20008,60.5
2018,NV_IND_MANF,NOM,,,ES20008,PT,ES20008,55.5
2018,NV_IND_MANFPC,NOM,,,ES20008,EUR_PER_CAPITA,ES20008,29004.4
2015,NV_IND_MANFPC,NOM,,,ES20008,EUR_PER_CAPITA,ES20008,22555.6
2017,NV_IND_MANFPC,NOM,,,ES20008,EUR_PER_CAPITA,ES20008,25818.9
2020,NV_IND_MANFPC,NOM,,,ES20008,EUR_PER_CAPITA,ES20008,32973.5
2019,NV_IND_MANFPC,NOM,,,ES20008,EUR_PER_CAPITA,ES20008,37268.7
2019,NV_IND_MANF,NOM,,,ES20008,PT,ES20008,55.1
2014,NV_IND_MANFPC,NOM,,,ES20008,EUR_PER_CAPITA,ES20008,21000.5
2016,NV_IND_MANF,NOM,,,ES20008,PT,ES20008,52.6
2015,NV_IND_MANF,NOM,,,ES20008,PT,ES20008,46
2016,NV_IND_MANFPC,NOM,,,ES20008,EUR_PER_CAPITA,ES20008,25816.5
2014,NV_IND_MANF,NOM,,,ES20008,PT,ES20008,48.9
2021,NV_IND_MANFPC,NOM,,,ES20008,EUR_PER_CAPITA,ES20008,44450.2
2018,NV_IND_MANF,NOM,,,ES48003,PT,ES48003,21
2017,NV_IND_MANFPC,NOM,,,ES48003,EUR_PER_CAPITA,ES48003,12550.1
2014,NV_IND_MANF,NOM,,,ES48003,PT,ES48003,20.7
2018,NV_IND_MANFPC,NOM,,,ES48003,EUR_PER_CAPITA,ES48003,12120.4
2020,NV_IND_MANF,NOM,,,ES48003,PT,ES48003,19.6
2021,NV_IND_MANF,NOM,,,ES48003,PT,ES48003,19.4
2017,NV_IND_MANF,NOM,,,ES48003,PT,ES48003,22.5
2019,NV_IND_MANF,NOM,,,ES48003,PT,ES48003,21.7
2019,NV_IND_MANFPC,NOM,,,ES48003,EUR_PER_CAPITA,ES48003,12684.5
2016,NV_IND_MANF,NOM,,,ES48003,PT,ES48003,20.5
2014,NV_IND_MANFPC,NOM,,,ES48003,EUR_PER_CAPITA,ES48003,9677.1
2015,NV_IND_MANFPC,NOM,,,ES48003,EUR_PER_CAPITA,ES48003,9598.5
2021,NV_IND_MANFPC,NOM,,,ES48003,EUR_PER_CAPITA,ES48003,13376.8
2020,NV_IND_MANFPC,NOM,,,ES48003,EUR_PER_CAPITA,ES48003,10954.2
2016,NV_IND_MANFPC,NOM,,,ES48003,EUR_PER_CAPITA,ES48003,10673.8
2015,NV_IND_MANF,NOM,,,ES48003,PT,ES48003,19.1
2015,NV_IND_MANFPC,NOM,,,ES48004,EUR_PER_CAPITA,ES48004,21422.6
2016,NV_IND_MANFPC,NOM,,,ES48004,EUR_PER_CAPITA,ES48004,22622.6
2015,NV_IND_MANF,NOM,,,ES48004,PT,ES48004,54.8
2019,NV_IND_MANFPC,NOM,,,ES48004,EUR_PER_CAPITA,ES48004,37827.7
2020,NV_IND_MANFPC,NOM,,,ES48004,EUR_PER_CAPITA,ES48004,33320.3
2019,NV_IND_MANF,NOM,,,ES48004,PT,ES48004,66.6
2018,NV_IND_MANFPC,NOM,,,ES48004,EUR_PER_CAPITA,ES48004,29458.9
2017,NV_IND_MANF,NOM,,,ES48004,PT,ES48004,61.9
2021,NV_IND_MANFPC,NOM,,,ES48004,EUR_PER_CAPITA,ES48004,34175.9
2021,NV_IND_MANF,NOM,,,ES48004,PT,ES48004,65.3
2017,NV_IND_MANFPC,NOM,,,ES48004,EUR_PER_CAPITA,ES48004,25312.6
2016,NV_IND_MANF,NOM,,,ES48004,PT,ES48004,57.9
2014,NV_IND_MANFPC,NOM,,,ES48004,EUR_PER_CAPITA,ES48004,25122.4
2014,NV_IND_MANF,NOM,,,ES48004,PT,ES48004,59
2020,NV_IND_MANF,NOM,,,ES48004,PT,ES48004,66.2
2018,NV_IND_MANF,NOM,,,ES48004,PT,ES48004,63.3
2016,NV_IND_MANFPC,NOM,,,ES01002,EUR_PER_CAPITA,ES01002,18294.9
2015,NV_IND_MANFPC,NOM,,,ES01002,EUR_PER_CAPITA,ES01002,17210.8
2021,NV_IND_MANFPC,NOM,,,ES01002,EUR_PER_CAPITA,ES01002,11452.3
2019,NV_IND_MANF,NOM,,,ES01002,PT,ES01002,45.8
2016,NV_IND_MANF,NOM,,,ES01002,PT,ES01002,47.3
2019,NV_IND_MANFPC,NOM,,,ES01002,EUR_PER_CAPITA,ES01002,17781.4
2018,NV_IND_MANFPC,NOM,,,ES01002,EUR_PER_CAPITA,ES01002,20853.4
2014,NV_IND_MANFPC,NOM,,,ES01002,EUR_PER_CAPITA,ES01002,20079.9
2015,NV_IND_MANF,NOM,,,ES01002,PT,ES01002,46
2017,NV_IND_MANFPC,NOM,,,ES01002,EUR_PER_CAPITA,ES01002,19559
2017,NV_IND_MANF,NOM,,,ES01002,PT,ES01002,49.5
2020,NV_IND_MANF,NOM,,,ES01002,PT,ES01002,39.9
2014,NV_IND_MANF,NOM,,,ES01002,PT,ES01002,50.5
2021,NV_IND_MANF,NOM,,,ES01002,PT,ES01002,37
2020,NV_IND_MANFPC,NOM,,,ES01002,EUR_PER_CAPITA,ES01002,12452.9
2018,NV_IND_MANF,NOM,,,ES01002,PT,ES01002,50.8
2020,NV_IND_MANF,NOM,,,ES20009,PT,ES20009,28.7
2021,NV_IND_MANFPC,NOM,,,ES20009,EUR_PER_CAPITA,ES20009,9744.8
2019,NV_IND_MANFPC,NOM,,,ES20009,EUR_PER_CAPITA,ES20009,9280.9
2015,NV_IND_MANFPC,NOM,,,ES20009,EUR_PER_CAPITA,ES20009,8552.1
2014,NV_IND_MANFPC,NOM,,,ES20009,EUR_PER_CAPITA,ES20009,8361.4
2016,NV_IND_MANFPC,NOM,,,ES20009,EUR_PER_CAPITA,ES20009,9415.8
2018,NV_IND_MANFPC,NOM,,,ES20009,EUR_PER_CAPITA,ES20009,9454.5
2017,NV_IND_MANFPC,NOM,,,ES20009,EUR_PER_CAPITA,ES20009,9316.2
2014,NV_IND_MANF,NOM,,,ES20009,PT,ES20009,26.2
2017,NV_IND_MANF,NOM,,,ES20009,PT,ES20009,28.6
2015,NV_IND_MANF,NOM,,,ES20009,PT,ES20009,28.4
2020,NV_IND_MANFPC,NOM,,,ES20009,EUR_PER_CAPITA,ES20009,8802.3
2019,NV_IND_MANF,NOM,,,ES20009,PT,ES20009,27
2018,NV_IND_MANF,NOM,,,ES20009,PT,ES20009,28.4
2016,NV_IND_MANF,NOM,,,ES20009,PT,ES20009,29
2021,NV_IND_MANF,NOM,,,ES20009,PT,ES20009,31.7
2020,NV_IND_MANFPC,NOM,,,ES20010,EUR_PER_CAPITA,ES20010,11902.9
2021,NV_IND_MANF,NOM,,,ES20010,PT,ES20010,41.2
2019,NV_IND_MANF,NOM,,,ES20010,PT,ES20010,34.7
2018,NV_IND_MANFPC,NOM,,,ES20010,EUR_PER_CAPITA,ES20010,11844.7
2021,NV_IND_MANFPC,NOM,,,ES20010,EUR_PER_CAPITA,ES20010,13344.2
2014,NV_IND_MANF,NOM,,,ES20010,PT,ES20010,39.7
2015,NV_IND_MANFPC,NOM,,,ES20010,EUR_PER_CAPITA,ES20010,11253.4
2016,NV_IND_MANF,NOM,,,ES20010,PT,ES20010,35.2
2020,NV_IND_MANF,NOM,,,ES20010,PT,ES20010,37.4
2014,NV_IND_MANFPC,NOM,,,ES20010,EUR_PER_CAPITA,ES20010,11750.2
2017,NV_IND_MANFPC,NOM,,,ES20010,EUR_PER_CAPITA,ES20010,10404.3
2018,NV_IND_MANF,NOM,,,ES20010,PT,ES20010,37.2
2019,NV_IND_MANFPC,NOM,,,ES20010,EUR_PER_CAPITA,ES20010,11908
2015,NV_IND_MANF,NOM,,,ES20010,PT,ES20010,38.4
2017,NV_IND_MANF,NOM,,,ES20010,PT,ES20010,33.8
2016,NV_IND_MANFPC,NOM,,,ES20010,EUR_PER_CAPITA,ES20010,10428.6
2019,NV_IND_MANFPC,NOM,,,ES20011,EUR_PER_CAPITA,ES20011,23126.5
2018,NV_IND_MANFPC,NOM,,,ES20011,EUR_PER_CAPITA,ES20011,22700.9
2016,NV_IND_MANFPC,NOM,,,ES20011,EUR_PER_CAPITA,ES20011,25148.1
2014,NV_IND_MANFPC,NOM,,,ES20011,EUR_PER_CAPITA,ES20011,22544.2
2021,NV_IND_MANF,NOM,,,ES20011,PT,ES20011,67.8
2020,NV_IND_MANF,NOM,,,ES20011,PT,ES20011,66
2015,NV_IND_MANFPC,NOM,,,ES20011,EUR_PER_CAPITA,ES20011,23890.3
2016,NV_IND_MANF,NOM,,,ES20011,PT,ES20011,67.6
2014,NV_IND_MANF,NOM,,,ES20011,PT,ES20011,65.7
2020,NV_IND_MANFPC,NOM,,,ES20011,EUR_PER_CAPITA,ES20011,23046
2018,NV_IND_MANF,NOM,,,ES20011,PT,ES20011,65.4
2015,NV_IND_MANF,NOM,,,ES20011,PT,ES20011,66.8
2019,NV_IND_MANF,NOM,,,ES20011,PT,ES20011,64.1
2017,NV_IND_MANF,NOM,,,ES20011,PT,ES20011,67.2
2017,NV_IND_MANFPC,NOM,,,ES20011,EUR_PER_CAPITA,ES20011,25117.1
2021,NV_IND_MANFPC,NOM,,,ES20011,EUR_PER_CAPITA,ES20011,25587.9
2020,NV_IND_MANFPC,NOM,,,ES01049,EUR_PER_CAPITA,ES01049,0
2017,NV_IND_MANFPC,NOM,,,ES01049,EUR_PER_CAPITA,ES01049,0
2017,NV_IND_MANF,NOM,,,ES01049,PT,ES01049,0
2015,NV_IND_MANFPC,NOM,,,ES01049,EUR_PER_CAPITA,ES01049,0
2016,NV_IND_MANF,NOM,,,ES01049,PT,ES01049,0
2015,NV_IND_MANF,NOM,,,ES01049,PT,ES01049,0
2021,NV_IND_MANF,NOM,,,ES01049,PT,ES01049,0
2021,NV_IND_MANFPC,NOM,,,ES01049,EUR_PER_CAPITA,ES01049,0
2020,NV_IND_MANF,NOM,,,ES01049,PT,ES01049,0
2014,NV_IND_MANFPC,NOM,,,ES01049,EUR_PER_CAPITA,ES01049,0
2018,NV_IND_MANF,NOM,,,ES01049,PT,ES01049,0
2014,NV_IND_MANF,NOM,,,ES01049,PT,ES01049,0
2019,NV_IND_MANF,NOM,,,ES01049,PT,ES01049,0
2016,NV_IND_MANFPC,NOM,,,ES01049,EUR_PER_CAPITA,ES01049,0
2019,NV_IND_MANFPC,NOM,,,ES01049,EUR_PER_CAPITA,ES01049,0
2018,NV_IND_MANFPC,NOM,,,ES01049,EUR_PER_CAPITA,ES01049,0
2021,NV_IND_MANF,NOM,,,ES48005,PT,ES48005,3.1
2017,NV_IND_MANFPC,NOM,,,ES48005,EUR_PER_CAPITA,ES48005,1657.5
2020,NV_IND_MANF,NOM,,,ES48005,PT,ES48005,3.1
2016,NV_IND_MANFPC,NOM,,,ES48005,EUR_PER_CAPITA,ES48005,1622
2014,NV_IND_MANF,NOM,,,ES48005,PT,ES48005,31.8
2015,NV_IND_MANF,NOM,,,ES48005,PT,ES48005,5.8
2018,NV_IND_MANF,NOM,,,ES48005,PT,ES48005,5.8
2018,NV_IND_MANFPC,NOM,,,ES48005,EUR_PER_CAPITA,ES48005,1571
2019,NV_IND_MANF,NOM,,,ES48005,PT,ES48005,3.9
2016,NV_IND_MANF,NOM,,,ES48005,PT,ES48005,6.1
2017,NV_IND_MANF,NOM,,,ES48005,PT,ES48005,6.1
2021,NV_IND_MANFPC,NOM,,,ES48005,EUR_PER_CAPITA,ES48005,684.4
2014,NV_IND_MANFPC,NOM,,,ES48005,EUR_PER_CAPITA,ES48005,11047.9
2019,NV_IND_MANFPC,NOM,,,ES48005,EUR_PER_CAPITA,ES48005,1097.9
2020,NV_IND_MANFPC,NOM,,,ES48005,EUR_PER_CAPITA,ES48005,664.7
2015,NV_IND_MANFPC,NOM,,,ES48005,EUR_PER_CAPITA,ES48005,1378
2021,NV_IND_MANF,NOM,,,ES20012,PT,ES20012,73.2
2014,NV_IND_MANF,NOM,,,ES20012,PT,ES20012,2.4
2015,NV_IND_MANF,NOM,,,ES20012,PT,ES20012,2.2
2017,NV_IND_MANF,NOM,,,ES20012,PT,ES20012,72.4
2014,NV_IND_MANFPC,NOM,,,ES20012,EUR_PER_CAPITA,ES20012,1113.2
2018,NV_IND_MANF,NOM,,,ES20012,PT,ES20012,70.3
2019,NV_IND_MANF,NOM,,,ES20012,PT,ES20012,62.8
2019,NV_IND_MANFPC,NOM,,,ES20012,EUR_PER_CAPITA,ES20012,140778.3
2020,NV_IND_MANF,NOM,,,ES20012,PT,ES20012,78.2
2015,NV_IND_MANFPC,NOM,,,ES20012,EUR_PER_CAPITA,ES20012,1144.2
2016,NV_IND_MANFPC,NOM,,,ES20012,EUR_PER_CAPITA,ES20012,111729.2
2021,NV_IND_MANFPC,NOM,,,ES20012,EUR_PER_CAPITA,ES20012,164134
2016,NV_IND_MANF,NOM,,,ES20012,PT,ES20012,71.6
2018,NV_IND_MANFPC,NOM,,,ES20012,EUR_PER_CAPITA,ES20012,116219
2020,NV_IND_MANFPC,NOM,,,ES20012,EUR_PER_CAPITA,ES20012,132836.2
2017,NV_IND_MANFPC,NOM,,,ES20012,EUR_PER_CAPITA,ES20012,122076.2
2014,NV_IND_MANF,NOM,,,ES01003,PT,ES01003,26
2017,NV_IND_MANFPC,NOM,,,ES01003,EUR_PER_CAPITA,ES01003,3250.4
2015,NV_IND_MANF,NOM,,,ES01003,PT,ES01003,23.5
2016,NV_IND_MANF,NOM,,,ES01003,PT,ES01003,23.8
2019,NV_IND_MANF,NOM,,,ES01003,PT,ES01003,23.7
2014,NV_IND_MANFPC,NOM,,,ES01003,EUR_PER_CAPITA,ES01003,3679.1
2018,NV_IND_MANFPC,NOM,,,ES01003,EUR_PER_CAPITA,ES01003,3045.9
2017,NV_IND_MANF,NOM,,,ES01003,PT,ES01003,23.7
2018,NV_IND_MANF,NOM,,,ES01003,PT,ES01003,24
2021,NV_IND_MANFPC,NOM,,,ES01003,EUR_PER_CAPITA,ES01003,3344.4
2016,NV_IND_MANFPC,NOM,,,ES01003,EUR_PER_CAPITA,ES01003,3176.7
2020,NV_IND_MANF,NOM,,,ES01003,PT,ES01003,26.5
2020,NV_IND_MANFPC,NOM,,,ES01003,EUR_PER_CAPITA,ES01003,3220.8
2019,NV_IND_MANFPC,NOM,,,ES01003,EUR_PER_CAPITA,ES01003,3041.5
2015,NV_IND_MANFPC,NOM,,,ES01003,EUR_PER_CAPITA,ES01003,3063.7
2021,NV_IND_MANF,NOM,,,ES01003,PT,ES01003,25.4
2015,NV_IND_MANF,NOM,,,ES48006,PT,ES48006,22.3
2014,NV_IND_MANFPC,NOM,,,ES48006,EUR_PER_CAPITA,ES48006,2746.4
2018,NV_IND_MANFPC,NOM,,,ES48006,EUR_PER_CAPITA,ES48006,4005.4
2018,NV_IND_MANF,NOM,,,ES48006,PT,ES48006,25.6
2016,NV_IND_MANF,NOM,,,ES48006,PT,ES48006,27.7
2017,NV_IND_MANFPC,NOM,,,ES48006,EUR_PER_CAPITA,ES48006,3660.4
2019,NV_IND_MANFPC,NOM,,,ES48006,EUR_PER_CAPITA,ES48006,3903.3
2016,NV_IND_MANFPC,NOM,,,ES48006,EUR_PER_CAPITA,ES48006,4327.1
2017,NV_IND_MANF,NOM,,,ES48006,PT,ES48006,22.2
2015,NV_IND_MANFPC,NOM,,,ES48006,EUR_PER_CAPITA,ES48006,3464.6
2020,NV_IND_MANFPC,NOM,,,ES48006,EUR_PER_CAPITA,ES48006,3483.2
2021,NV_IND_MANF,NOM,,,ES48006,PT,ES48006,26.7
2014,NV_IND_MANF,NOM,,,ES48006,PT,ES48006,22.6
2020,NV_IND_MANF,NOM,,,ES48006,PT,ES48006,25.9
2021,NV_IND_MANFPC,NOM,,,ES48006,EUR_PER_CAPITA,ES48006,3756.3
2019,NV_IND_MANF,NOM,,,ES48006,PT,ES48006,25.5
2021,NV_IND_MANFPC,NOM,,,ES48093,EUR_PER_CAPITA,ES48093,341
2017,NV_IND_MANF,NOM,,,ES48093,PT,ES48093,3.6
2016,NV_IND_MANF,NOM,,,ES48093,PT,ES48093,8
2015,NV_IND_MANFPC,NOM,,,ES48093,EUR_PER_CAPITA,ES48093,1437.1
2018,NV_IND_MANFPC,NOM,,,ES48093,EUR_PER_CAPITA,ES48093,664.8
2018,NV_IND_MANF,NOM,,,ES48093,PT,ES48093,5.4
2014,NV_IND_MANF,NOM,,,ES48093,PT,ES48093,4
2014,NV_IND_MANFPC,NOM,,,ES48093,EUR_PER_CAPITA,ES48093,433.4
2015,NV_IND_MANF,NOM,,,ES48093,PT,ES48093,11.6
2021,NV_IND_MANF,NOM,,,ES48093,PT,ES48093,3.4
2019,NV_IND_MANF,NOM,,,ES48093,PT,ES48093,4.1
2016,NV_IND_MANFPC,NOM,,,ES48093,EUR_PER_CAPITA,ES48093,973.7
2020,NV_IND_MANF,NOM,,,ES48093,PT,ES48093,4.6
2017,NV_IND_MANFPC,NOM,,,ES48093,EUR_PER_CAPITA,ES48093,445.4
2019,NV_IND_MANFPC,NOM,,,ES48093,EUR_PER_CAPITA,ES48093,530.1
2020,NV_IND_MANFPC,NOM,,,ES48093,EUR_PER_CAPITA,ES48093,448.6
2016,NV_IND_MANF,NOM,,,ES20013,PT,ES20013,52.1
2018,NV_IND_MANFPC,NOM,,,ES20013,EUR_PER_CAPITA,ES20013,14905.6
2015,NV_IND_MANF,NOM,,,ES20013,PT,ES20013,53.3
2015,NV_IND_MANFPC,NOM,,,ES20013,EUR_PER_CAPITA,ES20013,15753.1
2019,NV_IND_MANF,NOM,,,ES20013,PT,ES20013,50.3
2021,NV_IND_MANF,NOM,,,ES20013,PT,ES20013,49
2014,NV_IND_MANF,NOM,,,ES20013,PT,ES20013,50.6
2020,NV_IND_MANFPC,NOM,,,ES20013,EUR_PER_CAPITA,ES20013,14442.3
2021,NV_IND_MANFPC,NOM,,,ES20013,EUR_PER_CAPITA,ES20013,16008.4
2020,NV_IND_MANF,NOM,,,ES20013,PT,ES20013,46.5
2014,NV_IND_MANFPC,NOM,,,ES20013,EUR_PER_CAPITA,ES20013,14744.5
2018,NV_IND_MANF,NOM,,,ES20013,PT,ES20013,49.9
2017,NV_IND_MANFPC,NOM,,,ES20013,EUR_PER_CAPITA,ES20013,15248
2019,NV_IND_MANFPC,NOM,,,ES20013,EUR_PER_CAPITA,ES20013,16209.2
2017,NV_IND_MANF,NOM,,,ES20013,PT,ES20013,51.8
2016,NV_IND_MANFPC,NOM,,,ES20013,EUR_PER_CAPITA,ES20013,15315.9
2014,NV_IND_MANFPC,NOM,,,ES01006,EUR_PER_CAPITA,ES01006,35947.5
2017,NV_IND_MANFPC,NOM,,,ES01006,EUR_PER_CAPITA,ES01006,36164
2018,NV_IND_MANFPC,NOM,,,ES01006,EUR_PER_CAPITA,ES01006,41986.3
2016,NV_IND_MANFPC,NOM,,,ES01006,EUR_PER_CAPITA,ES01006,29498.9
2020,NV_IND_MANFPC,NOM,,,ES01006,EUR_PER_CAPITA,ES01006,24465.3
2016,NV_IND_MANF,NOM,,,ES01006,PT,ES01006,52.2
2020,NV_IND_MANF,NOM,,,ES01006,PT,ES01006,55.8
2015,NV_IND_MANFPC,NOM,,,ES01006,EUR_PER_CAPITA,ES01006,32115.8
2018,NV_IND_MANF,NOM,,,ES01006,PT,ES01006,63.1
2019,NV_IND_MANFPC,NOM,,,ES01006,EUR_PER_CAPITA,ES01006,39574
2021,NV_IND_MANF,NOM,,,ES01006,PT,ES01006,57.4
2014,NV_IND_MANF,NOM,,,ES01006,PT,ES01006,61.9
2021,NV_IND_MANFPC,NOM,,,ES01006,EUR_PER_CAPITA,ES01006,27371.7
2017,NV_IND_MANF,NOM,,,ES01006,PT,ES01006,56.5
2015,NV_IND_MANF,NOM,,,ES01006,PT,ES01006,59.3
2019,NV_IND_MANF,NOM,,,ES01006,PT,ES01006,65.9
2018,NV_IND_MANFPC,NOM,,,ES01037,EUR_PER_CAPITA,ES01037,4320.7
2015,NV_IND_MANF,NOM,,,ES01037,PT,ES01037,10
2016,NV_IND_MANF,NOM,,,ES01037,PT,ES01037,14.5
2017,NV_IND_MANFPC,NOM,,,ES01037,EUR_PER_CAPITA,ES01037,4004.2
2019,NV_IND_MANFPC,NOM,,,ES01037,EUR_PER_CAPITA,ES01037,4407.1
2017,NV_IND_MANF,NOM,,,ES01037,PT,ES01037,15.4
2021,NV_IND_MANFPC,NOM,,,ES01037,EUR_PER_CAPITA,ES01037,3444.5
2014,NV_IND_MANF,NOM,,,ES01037,PT,ES01037,7.9
2016,NV_IND_MANFPC,NOM,,,ES01037,EUR_PER_CAPITA,ES01037,4097.4
2015,NV_IND_MANFPC,NOM,,,ES01037,EUR_PER_CAPITA,ES01037,2798.6
2019,NV_IND_MANF,NOM,,,ES01037,PT,ES01037,16
2021,NV_IND_MANF,NOM,,,ES01037,PT,ES01037,14.6
2018,NV_IND_MANF,NOM,,,ES01037,PT,ES01037,15.7
2020,NV_IND_MANFPC,NOM,,,ES01037,EUR_PER_CAPITA,ES01037,4155.9
2020,NV_IND_MANF,NOM,,,ES01037,PT,ES01037,17.7
2014,NV_IND_MANFPC,NOM,,,ES01037,EUR_PER_CAPITA,ES01037,2177.8
2018,NV_IND_MANFPC,NOM,,,ES48009,EUR_PER_CAPITA,ES48009,25396.2
2018,NV_IND_MANF,NOM,,,ES48009,PT,ES48009,38
2017,NV_IND_MANF,NOM,,,ES48009,PT,ES48009,34.8
2015,NV_IND_MANF,NOM,,,ES48009,PT,ES48009,42.9
2019,NV_IND_MANF,NOM,,,ES48009,PT,ES48009,40.8
2019,NV_IND_MANFPC,NOM,,,ES48009,EUR_PER_CAPITA,ES48009,23607.3
2017,NV_IND_MANFPC,NOM,,,ES48009,EUR_PER_CAPITA,ES48009,22382.7
2016,NV_IND_MANF,NOM,,,ES48009,PT,ES48009,39.4
2021,NV_IND_MANF,NOM,,,ES48009,PT,ES48009,33.9
2014,NV_IND_MANF,NOM,,,ES48009,PT,ES48009,47.8
2014,NV_IND_MANFPC,NOM,,,ES48009,EUR_PER_CAPITA,ES48009,26506.3
2020,NV_IND_MANF,NOM,,,ES48009,PT,ES48009,40.1
2016,NV_IND_MANFPC,NOM,,,ES48009,EUR_PER_CAPITA,ES48009,22529.4
2020,NV_IND_MANFPC,NOM,,,ES48009,EUR_PER_CAPITA,ES48009,23373.1
2015,NV_IND_MANFPC,NOM,,,ES48009,EUR_PER_CAPITA,ES48009,23599
2021,NV_IND_MANFPC,NOM,,,ES48009,EUR_PER_CAPITA,ES48009,23760.3
2017,NV_IND_MANFPC,NOM,,,ES20055,EUR_PER_CAPITA,ES20055,10797
2018,NV_IND_MANFPC,NOM,,,ES20055,EUR_PER_CAPITA,ES20055,11432
2019,NV_IND_MANF,NOM,,,ES20055,PT,ES20055,24.8
2014,NV_IND_MANFPC,NOM,,,ES20055,EUR_PER_CAPITA,ES20055,9499.2
2021,NV_IND_MANFPC,NOM,,,ES20055,EUR_PER_CAPITA,ES20055,10734.2
2016,NV_IND_MANFPC,NOM,,,ES20055,EUR_PER_CAPITA,ES20055,10566.8
2016,NV_IND_MANF,NOM,,,ES20055,PT,ES20055,28.4
2015,NV_IND_MANFPC,NOM,,,ES20055,EUR_PER_CAPITA,ES20055,10361.7
2018,NV_IND_MANF,NOM,,,ES20055,PT,ES20055,28
2017,NV_IND_MANF,NOM,,,ES20055,PT,ES20055,28.4
2014,NV_IND_MANF,NOM,,,ES20055,PT,ES20055,26
2019,NV_IND_MANFPC,NOM,,,ES20055,EUR_PER_CAPITA,ES20055,11044
2020,NV_IND_MANFPC,NOM,,,ES20055,EUR_PER_CAPITA,ES20055,9725
2020,NV_IND_MANF,NOM,,,ES20055,PT,ES20055,22.7
2021,NV_IND_MANF,NOM,,,ES20055,PT,ES20055,23.1
2015,NV_IND_MANF,NOM,,,ES20055,PT,ES20055,27.7
2014,NV_IND_MANF,NOM,,,ES48914,PT,ES48914,0
2020,NV_IND_MANFPC,NOM,,,ES48914,EUR_PER_CAPITA,ES48914,0
2019,NV_IND_MANFPC,NOM,,,ES48914,EUR_PER_CAPITA,ES48914,0
2021,NV_IND_MANF,NOM,,,ES48914,PT,ES48914,0
2021,NV_IND_MANFPC,NOM,,,ES48914,EUR_PER_CAPITA,ES48914,0
2020,NV_IND_MANF,NOM,,,ES48914,PT,ES48914,0
2017,NV_IND_MANFPC,NOM,,,ES48914,EUR_PER_CAPITA,ES48914,0
2018,NV_IND_MANF,NOM,,,ES48914,PT,ES48914,0
2014,NV_IND_MANFPC,NOM,,,ES48914,EUR_PER_CAPITA,ES48914,0
2015,NV_IND_MANF,NOM,,,ES48914,PT,ES48914,0
2015,NV_IND_MANFPC,NOM,,,ES48914,EUR_PER_CAPITA,ES48914,0
