Year,ServEsencial,Administracion,Territorio,Comarca,Municipio,Units,GeoCode,Value
2021,,ADM_MUN,,,ES48032,PT,ES48032,14.9
2018,,ADM_MUN,,,ES48032,PT,ES48032,11.2
2017,,ADM_MUN,,,ES48032,PT,ES48032,11.5
2019,,ADM_MUN,,,ES48032,PT,ES48032,15.3
2020,,ADM_MUN,,,ES48032,PT,ES48032,11.9
2017,,ADM_MUN,,,ES01023,PT,ES01023,8.7
2021,,ADM_MUN,,,ES01023,PT,ES01023,22.8
2019,,ADM_MUN,,,ES01023,PT,ES01023,18.2
2020,,ADM_MUN,,,ES01023,PT,ES01023,20.1
2018,,ADM_MUN,,,ES01023,PT,ES01023,16.2
2018,,ADM_MUN,,,ES48902,PT,ES48902,26.9
2021,,ADM_MUN,,,ES48902,PT,ES48902,29.2
2019,,ADM_MUN,,,ES48902,PT,ES48902,24.4
2020,,ADM_MUN,,,ES48902,PT,ES48902,26.5
2017,,ADM_MUN,,,ES48902,PT,ES48902,27
2018,,ADM_MUN,,,ES48033,PT,ES48033,4.9
2021,,ADM_MUN,,,ES48033,PT,ES48033,5.2
2020,,ADM_MUN,,,ES48033,PT,ES48033,8.7
2017,,ADM_MUN,,,ES48033,PT,ES48033,4.2
2019,,ADM_MUN,,,ES48033,PT,ES48033,5.2
2021,,ADM_MUN,,,ES48034,PT,ES48034,19.5
2017,,ADM_MUN,,,ES48034,PT,ES48034,21.1
2018,,ADM_MUN,,,ES48034,PT,ES48034,21
2020,,ADM_MUN,,,ES48034,PT,ES48034,19.2
2019,,ADM_MUN,,,ES48034,PT,ES48034,19.9
2020,,ADM_MUN,,,ES20067,PT,ES20067,21
2017,,ADM_MUN,,,ES20067,PT,ES20067,21.5
2019,,ADM_MUN,,,ES20067,PT,ES20067,20.6
2018,,ADM_MUN,,,ES20067,PT,ES20067,19.6
2021,,ADM_MUN,,,ES20067,PT,ES20067,23.3
2018,,ADM_MUN,,,ES20066,PT,ES20066,9.1
2019,,ADM_MUN,,,ES20066,PT,ES20066,11.3
2017,,ADM_MUN,,,ES20066,PT,ES20066,25.2
2020,,ADM_MUN,,,ES20066,PT,ES20066,13.8
2021,,ADM_MUN,,,ES20066,PT,ES20066,13.9
2017,,ADM_MUN,,,ES01046,PT,ES01046,6.4
2021,,ADM_MUN,,,ES01046,PT,ES01046,4.8
2018,,ADM_MUN,,,ES01046,PT,ES01046,6.4
2020,,ADM_MUN,,,ES01046,PT,ES01046,5.9
2019,,ADM_MUN,,,ES01046,PT,ES01046,5.9
2018,,ADM_MUN,,,ES48079,PT,ES48079,3.1
2021,,ADM_MUN,,,ES48079,PT,ES48079,4.9
2020,,ADM_MUN,,,ES48079,PT,ES48079,4
2017,,ADM_MUN,,,ES48079,PT,ES48079,0.9
2019,,ADM_MUN,,,ES48079,PT,ES48079,2.7
2021,,ADM_MUN,,,ES20034,PT,ES20034,19.2
2018,,ADM_MUN,,,ES20034,PT,ES20034,14
2020,,ADM_MUN,,,ES20034,PT,ES20034,18.9
2017,,ADM_MUN,,,ES20034,PT,ES20034,12.7
2019,,ADM_MUN,,,ES20034,PT,ES20034,14.5
2019,,ADM_MUN,,,ES48029,PT,ES48029,19.7
2021,,ADM_MUN,,,ES48029,PT,ES48029,19
2017,,ADM_MUN,,,ES48029,PT,ES48029,18.7
2020,,ADM_MUN,,,ES48029,PT,ES48029,18.7
2018,,ADM_MUN,,,ES48029,PT,ES48029,20.4
2020,,ADM_MUN,,,ES48030,PT,ES48030,17.7
2017,,ADM_MUN,,,ES48030,PT,ES48030,10.6
2021,,ADM_MUN,,,ES48030,PT,ES48030,10.8
2018,,ADM_MUN,,,ES48030,PT,ES48030,10.5
2019,,ADM_MUN,,,ES48030,PT,ES48030,10.1
2020,,ADM_MUN,,,ES20035,PT,ES20035,8.9
2021,,ADM_MUN,,,ES20035,PT,ES20035,7.3
2019,,ADM_MUN,,,ES20035,PT,ES20035,8.7
2017,,ADM_MUN,,,ES20035,PT,ES20035,8.8
2018,,ADM_MUN,,,ES20035,PT,ES20035,15.2
2019,,ADM_MUN,,,ES48906,PT,ES48906,5.2
2020,,ADM_MUN,,,ES48906,PT,ES48906,6.8
2017,,ADM_MUN,,,ES48906,PT,ES48906,4.6
2021,,ADM_MUN,,,ES48906,PT,ES48906,14.8
2018,,ADM_MUN,,,ES48906,PT,ES48906,5.6
2017,,ADM_MUN,,,ES48035,PT,ES48035,4.2
2021,,ADM_MUN,,,ES48035,PT,ES48035,2.6
2020,,ADM_MUN,,,ES48035,PT,ES48035,6.3
2018,,ADM_MUN,,,ES48035,PT,ES48035,6.9
2019,,ADM_MUN,,,ES48035,PT,ES48035,5.3
2017,,ADM_MUN,,,ES20038,PT,ES20038,10.6
2020,,ADM_MUN,,,ES20038,PT,ES20038,6.9
2018,,ADM_MUN,,,ES20038,PT,ES20038,11.4
2021,,ADM_MUN,,,ES20038,PT,ES20038,15.6
2019,,ADM_MUN,,,ES20038,PT,ES20038,10
2020,,ADM_MUN,,,ES20037,PT,ES20037,4.1
2018,,ADM_MUN,,,ES20037,PT,ES20037,3
2017,,ADM_MUN,,,ES20037,PT,ES20037,3.5
2019,,ADM_MUN,,,ES20037,PT,ES20037,2.5
2021,,ADM_MUN,,,ES20037,PT,ES20037,2.2
2017,,ADM_MUN,,,ES48036,PT,ES48036,22.1
2018,,ADM_MUN,,,ES48036,PT,ES48036,24.8
2020,,ADM_MUN,,,ES48036,PT,ES48036,26.6
2021,,ADM_MUN,,,ES48036,PT,ES48036,20.3
2019,,ADM_MUN,,,ES48036,PT,ES48036,24
2020,,ADM_MUN,,,ES48037,PT,ES48037,0.9
2021,,ADM_MUN,,,ES48037,PT,ES48037,0.8
2019,,ADM_MUN,,,ES48037,PT,ES48037,0.6
2018,,ADM_MUN,,,ES48037,PT,ES48037,0.9
2017,,ADM_MUN,,,ES48037,PT,ES48037,5.5
2017,,ADM_MUN,,,ES48038,PT,ES48038,4.4
2019,,ADM_MUN,,,ES48038,PT,ES48038,3.6
2020,,ADM_MUN,,,ES48038,PT,ES48038,2.2
2021,,ADM_MUN,,,ES48038,PT,ES48038,6.5
2018,,ADM_MUN,,,ES48038,PT,ES48038,4.2
2021,,ADM_MUN,,,ES48039,PT,ES48039,0.4
2018,,ADM_MUN,,,ES48039,PT,ES48039,0.4
2017,,ADM_MUN,,,ES48039,PT,ES48039,0.6
2020,,ADM_MUN,,,ES48039,PT,ES48039,0.6
2019,,ADM_MUN,,,ES48039,PT,ES48039,0.5
2019,,ADM_MUN,,,ES48040,PT,ES48040,18.4
2017,,ADM_MUN,,,ES48040,PT,ES48040,18
2018,,ADM_MUN,,,ES48040,PT,ES48040,18.8
2020,,ADM_MUN,,,ES48040,PT,ES48040,19.8
2021,,ADM_MUN,,,ES48040,PT,ES48040,18.4
2018,,ADM_MUN,,,ES48041,PT,ES48041,8
2020,,ADM_MUN,,,ES48041,PT,ES48041,8
2019,,ADM_MUN,,,ES48041,PT,ES48041,6.7
2021,,ADM_MUN,,,ES48041,PT,ES48041,12.8
2017,,ADM_MUN,,,ES48041,PT,ES48041,5.9
2020,,ADM_MUN,,,ES20907,PT,ES20907,5.1
2018,,ADM_MUN,,,ES20907,PT,ES20907,4.9
2017,,ADM_MUN,,,ES20907,PT,ES20907,4.1
2021,,ADM_MUN,,,ES20907,PT,ES20907,5.2
2019,,ADM_MUN,,,ES20907,PT,ES20907,4.9
2017,,ADM_MUN,,,ES48046,PT,ES48046,10
2018,,ADM_MUN,,,ES48046,PT,ES48046,13.2
2020,,ADM_MUN,,,ES48046,PT,ES48046,10.1
2021,,ADM_MUN,,,ES48046,PT,ES48046,12.3
2019,,ADM_MUN,,,ES48046,PT,ES48046,11.9
2020,,ADM_MUN,,,ES20039,PT,ES20039,15.4
2017,,ADM_MUN,,,ES20039,PT,ES20039,16.7
2021,,ADM_MUN,,,ES20039,PT,ES20039,17.2
2018,,ADM_MUN,,,ES20039,PT,ES20039,18.2
2019,,ADM_MUN,,,ES20039,PT,ES20039,17.2
2019,,ADM_MUN,,,ES48044,PT,ES48044,13.7
2018,,ADM_MUN,,,ES48044,PT,ES48044,13.5
2020,,ADM_MUN,,,ES48044,PT,ES48044,15.3
2021,,ADM_MUN,,,ES48044,PT,ES48044,17
2017,,ADM_MUN,,,ES48044,PT,ES48044,14.7
2019,,ADM_MUN,,,ES48047,PT,ES48047,6.6
2020,,ADM_MUN,,,ES48047,PT,ES48047,5.4
2018,,ADM_MUN,,,ES48047,PT,ES48047,6.1
2021,,ADM_MUN,,,ES48047,PT,ES48047,7.7
2017,,ADM_MUN,,,ES48047,PT,ES48047,5.8
2021,,ADM_MUN,,,ES48042,PT,ES48042,11.2
2017,,ADM_MUN,,,ES48042,PT,ES48042,7.7
2019,,ADM_MUN,,,ES48042,PT,ES48042,7.8
2020,,ADM_MUN,,,ES48042,PT,ES48042,14.6
2018,,ADM_MUN,,,ES48042,PT,ES48042,8.1
2017,,ADM_MUN,,,ES48043,PT,ES48043,5.6
2021,,ADM_MUN,,,ES48043,PT,ES48043,6.4
2020,,ADM_MUN,,,ES48043,PT,ES48043,5.1
2019,,ADM_MUN,,,ES48043,PT,ES48043,4.5
2018,,ADM_MUN,,,ES48043,PT,ES48043,6.5
2019,,ADM_MUN,,,ES48045,PT,ES48045,14.7
2021,,ADM_MUN,,,ES48045,PT,ES48045,18.5
2018,,ADM_MUN,,,ES48045,PT,ES48045,13.6
2017,,ADM_MUN,,,ES48045,PT,ES48045,15.6
2020,,ADM_MUN,,,ES48045,PT,ES48045,12.1
2019,,ADM_MUN,,,ES01056,PT,ES01056,38.1
2017,,ADM_MUN,,,ES01056,PT,ES01056,24.5
2021,,ADM_MUN,,,ES01056,PT,ES01056,35.6
2018,,ADM_MUN,,,ES01056,PT,ES01056,35
2020,,ADM_MUN,,,ES01056,PT,ES01056,78.2
2020,,ADM_MUN,,,ES20040,PT,ES20040,26.1
2019,,ADM_MUN,,,ES20040,PT,ES20040,21.7
2017,,ADM_MUN,,,ES20040,PT,ES20040,21.8
2018,,ADM_MUN,,,ES20040,PT,ES20040,21.7
2021,,ADM_MUN,,,ES20040,PT,ES20040,23.2
2021,,ADM_MUN,,,ES20041,PT,ES20041,8.5
2017,,ADM_MUN,,,ES20041,PT,ES20041,2.7
2020,,ADM_MUN,,,ES20041,PT,ES20041,1.8
2018,,ADM_MUN,,,ES20041,PT,ES20041,1.9
2019,,ADM_MUN,,,ES20041,PT,ES20041,2.6
2019,,ADM_MUN,,,ES20036,PT,ES20036,12.7
2020,,ADM_MUN,,,ES20036,PT,ES20036,18.4
2017,,ADM_MUN,,,ES20036,PT,ES20036,14.5
2021,,ADM_MUN,,,ES20036,PT,ES20036,18
2018,,ADM_MUN,,,ES20036,PT,ES20036,14.3
2017,,ADM_MUN,,,ES20042,PT,ES20042,16.3
2018,,ADM_MUN,,,ES20042,PT,ES20042,14.7
2021,,ADM_MUN,,,ES20042,PT,ES20042,15.6
2019,,ADM_MUN,,,ES20042,PT,ES20042,15.1
2020,,ADM_MUN,,,ES20042,PT,ES20042,13.8
2021,,ADM_MUN,,,ES48048,PT,ES48048,16.6
2017,,ADM_MUN,,,ES48048,PT,ES48048,13.2
2020,,ADM_MUN,,,ES48048,PT,ES48048,18.7
2018,,ADM_MUN,,,ES48048,PT,ES48048,11
2019,,ADM_MUN,,,ES48048,PT,ES48048,13.1
2017,,ADM_MUN,,,ES20043,PT,ES20043,28.4
2018,,ADM_MUN,,,ES20043,PT,ES20043,32.3
2020,,ADM_MUN,,,ES20043,PT,ES20043,35.6
2021,,ADM_MUN,,,ES20043,PT,ES20043,36.1
2019,,ADM_MUN,,,ES20043,PT,ES20043,35
2018,,ADM_MUN,,,ES48094,PT,ES48094,11
2020,,ADM_MUN,,,ES48094,PT,ES48094,13.7
2019,,ADM_MUN,,,ES48094,PT,ES48094,9.6
2017,,ADM_MUN,,,ES48094,PT,ES48094,10
2021,,ADM_MUN,,,ES48094,PT,ES48094,15.9
2017,,ADM_MUN,,,ES20044,PT,ES20044,13.8
2019,,ADM_MUN,,,ES20044,PT,ES20044,12.8
2020,,ADM_MUN,,,ES20044,PT,ES20044,7.5
2018,,ADM_MUN,,,ES20044,PT,ES20044,17.2
2021,,ADM_MUN,,,ES20044,PT,ES20044,14.7
2020,,ADM_MUN,,,ES20045,PT,ES20045,23.6
2019,,ADM_MUN,,,ES20045,PT,ES20045,24.4
2017,,ADM_MUN,,,ES20045,PT,ES20045,22.8
2018,,ADM_MUN,,,ES20045,PT,ES20045,22.6
2021,,ADM_MUN,,,ES20045,PT,ES20045,20.9
2018,,ADM_MUN,,,ES01901,PT,ES01901,14.3
2017,,ADM_MUN,,,ES01901,PT,ES01901,16.5
2019,,ADM_MUN,,,ES01901,PT,ES01901,13.4
2020,,ADM_MUN,,,ES01901,PT,ES01901,14
2021,,ADM_MUN,,,ES01901,PT,ES01901,16.7
2020,,ADM_MUN,,,ES20046,PT,ES20046,11.7
2021,,ADM_MUN,,,ES20046,PT,ES20046,11.2
2019,,ADM_MUN,,,ES20046,PT,ES20046,12.8
2018,,ADM_MUN,,,ES20046,PT,ES20046,24.8
2017,,ADM_MUN,,,ES20046,PT,ES20046,13.8
2018,,ADM_MUN,,,ES01027,PT,ES01027,6.6
2020,,ADM_MUN,,,ES01027,PT,ES01027,8.3
2017,,ADM_MUN,,,ES01027,PT,ES01027,5.9
2019,,ADM_MUN,,,ES01027,PT,ES01027,6.8
2021,,ADM_MUN,,,ES01027,PT,ES01027,8.5
2019,,ADM_MUN,,,ES48049,PT,ES48049,1
2018,,ADM_MUN,,,ES48049,PT,ES48049,3.7
2017,,ADM_MUN,,,ES48049,PT,ES48049,1.4
2021,,ADM_MUN,,,ES48049,PT,ES48049,6
2020,,ADM_MUN,,,ES48049,PT,ES48049,2.6
2017,,ADM_MUN,,,ES20047,PT,ES20047,17.8
2021,,ADM_MUN,,,ES20047,PT,ES20047,7.7
2020,,ADM_MUN,,,ES20047,PT,ES20047,13.7
2018,,ADM_MUN,,,ES20047,PT,ES20047,12.3
2019,,ADM_MUN,,,ES20047,PT,ES20047,14.2
2018,,ADM_MUN,,,ES48910,PT,ES48910,10
2020,,ADM_MUN,,,ES48910,PT,ES48910,12.2
2021,,ADM_MUN,,,ES48910,PT,ES48910,11.8
2019,,ADM_MUN,,,ES48910,PT,ES48910,10.3
2017,,ADM_MUN,,,ES48910,PT,ES48910,10.9
2020,,ADM_MUN,,,ES48050,PT,ES48050,0
2019,,ADM_MUN,,,ES48050,PT,ES48050,0
2021,,ADM_MUN,,,ES48050,PT,ES48050,0.3
2018,,ADM_MUN,,,ES48050,PT,ES48050,0
2017,,ADM_MUN,,,ES48050,PT,ES48050,0
2020,,ADM_MUN,,,ES48022,PT,ES48022,14.1
2017,,ADM_MUN,,,ES48022,PT,ES48022,11.5
2019,,ADM_MUN,,,ES48022,PT,ES48022,11.9
2021,,ADM_MUN,,,ES48022,PT,ES48022,14.3
2018,,ADM_MUN,,,ES48022,PT,ES48022,11.6
2018,,ADM_MUN,,,ES48907,PT,ES48907,2.7
2017,,ADM_MUN,,,ES48907,PT,ES48907,3.6
2020,,ADM_MUN,,,ES48907,PT,ES48907,4.3
2019,,ADM_MUN,,,ES48907,PT,ES48907,2.7
2021,,ADM_MUN,,,ES48907,PT,ES48907,4.2
2018,,ADM_MUN,,,ES01019,PT,ES01019,10.4
2020,,ADM_MUN,,,ES01019,PT,ES01019,6.3
2021,,ADM_MUN,,,ES01019,PT,ES01019,4.5
2017,,ADM_MUN,,,ES01019,PT,ES01019,5.5
2019,,ADM_MUN,,,ES01019,PT,ES01019,5.6
2021,,ADM_MUN,,,ES01020,PT,ES01020,10.7
2019,,ADM_MUN,,,ES01020,PT,ES01020,12.8
2018,,ADM_MUN,,,ES01020,PT,ES01020,7.7
2017,,ADM_MUN,,,ES01020,PT,ES01020,8.7
2020,,ADM_MUN,,,ES01020,PT,ES01020,7.2
2019,,ADM_MUN,,,ES01028,PT,ES01028,6.4
2020,,ADM_MUN,,,ES01028,PT,ES01028,4.3
2017,,ADM_MUN,,,ES01028,PT,ES01028,5
2021,,ADM_MUN,,,ES01028,PT,ES01028,5.5
2018,,ADM_MUN,,,ES01028,PT,ES01028,4.9
2017,,ADM_MUN,,,ES01030,PT,ES01030,15.7
2019,,ADM_MUN,,,ES01030,PT,ES01030,17.7
2018,,ADM_MUN,,,ES01030,PT,ES01030,16.6
2020,,ADM_MUN,,,ES01030,PT,ES01030,23.7
2021,,ADM_MUN,,,ES01030,PT,ES01030,24.4
2020,,ADM_MUN,,,ES01031,PT,ES01031,25
2019,,ADM_MUN,,,ES01031,PT,ES01031,21.4
2021,,ADM_MUN,,,ES01031,PT,ES01031,18.8
2017,,ADM_MUN,,,ES01031,PT,ES01031,16.4
2018,,ADM_MUN,,,ES01031,PT,ES01031,16.7
2020,,ADM_MUN,,,ES01032,PT,ES01032,23.6
2017,,ADM_MUN,,,ES01032,PT,ES01032,10.5
2019,,ADM_MUN,,,ES01032,PT,ES01032,19.1
2021,,ADM_MUN,,,ES01032,PT,ES01032,14.8
2018,,ADM_MUN,,,ES01032,PT,ES01032,13.1
2020,,ADM_MUN,,,ES48051,PT,ES48051,4.4
2021,,ADM_MUN,,,ES48051,PT,ES48051,1.7
2019,,ADM_MUN,,,ES48051,PT,ES48051,1.1
2018,,ADM_MUN,,,ES48051,PT,ES48051,0.6
2017,,ADM_MUN,,,ES48051,PT,ES48051,6.6
2019,,ADM_MUN,,,ES01902,PT,ES01902,7
2018,,ADM_MUN,,,ES01902,PT,ES01902,5.6
2020,,ADM_MUN,,,ES01902,PT,ES01902,8
2017,,ADM_MUN,,,ES01902,PT,ES01902,4.4
2021,,ADM_MUN,,,ES01902,PT,ES01902,7.8
2018,,ADM_MUN,,,ES01033,PT,ES01033,12.2
2020,,ADM_MUN,,,ES01033,PT,ES01033,13.3
2017,,ADM_MUN,,,ES01033,PT,ES01033,10.2
2019,,ADM_MUN,,,ES01033,PT,ES01033,13.6
2021,,ADM_MUN,,,ES01033,PT,ES01033,7.1
2020,,ADM_MUN,,,ES48052,PT,ES48052,7.6
2021,,ADM_MUN,,,ES48052,PT,ES48052,9
2019,,ADM_MUN,,,ES48052,PT,ES48052,18
2017,,ADM_MUN,,,ES48052,PT,ES48052,15.4
2018,,ADM_MUN,,,ES48052,PT,ES48052,7.5
2017,,ADM_MUN,,,ES20048,PT,ES20048,11.2
2020,,ADM_MUN,,,ES20048,PT,ES20048,12.5
2021,,ADM_MUN,,,ES20048,PT,ES20048,9.2
2019,,ADM_MUN,,,ES20048,PT,ES20048,9.3
2018,,ADM_MUN,,,ES20048,PT,ES20048,7.7
2017,,ADM_MUN,,,ES20902,PT,ES20902,28.4
2019,,ADM_MUN,,,ES20902,PT,ES20902,10.9
2020,,ADM_MUN,,,ES20902,PT,ES20902,20.7
2018,,ADM_MUN,,,ES20902,PT,ES20902,16
2021,,ADM_MUN,,,ES20902,PT,ES20902,16.2
2017,,ADM_MUN,,,ES01036,PT,ES01036,13.5
2020,,ADM_MUN,,,ES01036,PT,ES01036,11.7
2019,,ADM_MUN,,,ES01036,PT,ES01036,13.1
2021,,ADM_MUN,,,ES01036,PT,ES01036,14.2
2018,,ADM_MUN,,,ES01036,PT,ES01036,13.1
2019,,ADM_MUN,,,ES48053,PT,ES48053,8.6
2021,,ADM_MUN,,,ES48053,PT,ES48053,10.4
2017,,ADM_MUN,,,ES48053,PT,ES48053,5.4
2018,,ADM_MUN,,,ES48053,PT,ES48053,4.7
2020,,ADM_MUN,,,ES48053,PT,ES48053,7.8
2019,,ADM_MUN,,,ES20049,PT,ES20049,12.1
2018,,ADM_MUN,,,ES20049,PT,ES20049,15.2
2021,,ADM_MUN,,,ES20049,PT,ES20049,13
2017,,ADM_MUN,,,ES20049,PT,ES20049,11.9
2020,,ADM_MUN,,,ES20049,PT,ES20049,13.1
2018,,ADM_MUN,,,ES20050,PT,ES20050,7.4
2020,,ADM_MUN,,,ES20050,PT,ES20050,25.3
2019,,ADM_MUN,,,ES20050,PT,ES20050,16.1
2021,,ADM_MUN,,,ES20050,PT,ES20050,13.5
2017,,ADM_MUN,,,ES20050,PT,ES20050,15.6
2021,,ADM_MUN,,,ES20051,PT,ES20051,24.9
2018,,ADM_MUN,,,ES20051,PT,ES20051,24.3
2017,,ADM_MUN,,,ES20051,PT,ES20051,22.8
2020,,ADM_MUN,,,ES20051,PT,ES20051,24
2019,,ADM_MUN,,,ES20051,PT,ES20051,23.6
2019,,ADM_MUN,,,ES20052,PT,ES20052,17.9
2017,,ADM_MUN,,,ES20052,PT,ES20052,13.2
2018,,ADM_MUN,,,ES20052,PT,ES20052,11.3
2020,,ADM_MUN,,,ES20052,PT,ES20052,23.4
2021,,ADM_MUN,,,ES20052,PT,ES20052,21.6
2019,,ADM_MUN,,,ES01058,PT,ES01058,11.6
2018,,ADM_MUN,,,ES01058,PT,ES01058,11.8
2021,,ADM_MUN,,,ES01058,PT,ES01058,13
2020,,ADM_MUN,,,ES01058,PT,ES01058,12
2017,,ADM_MUN,,,ES01058,PT,ES01058,12.1
2020,,ADM_MUN,,,ES20068,PT,ES20068,6.8
2021,,ADM_MUN,,,ES20068,PT,ES20068,6.4
2017,,ADM_MUN,,,ES20068,PT,ES20068,5.6
2018,,ADM_MUN,,,ES20068,PT,ES20068,5.3
2019,,ADM_MUN,,,ES20068,PT,ES20068,5.8
2021,,ADM_MUN,,,ES48054,PT,ES48054,22.8
2020,,ADM_MUN,,,ES48054,PT,ES48054,24.3
2019,,ADM_MUN,,,ES48054,PT,ES48054,19.9
2017,,ADM_MUN,,,ES48054,PT,ES48054,23
2018,,ADM_MUN,,,ES48054,PT,ES48054,21.7
2017,,ADM_MUN,,,ES48057,PT,ES48057,9.9
2019,,ADM_MUN,,,ES48057,PT,ES48057,8
2021,,ADM_MUN,,,ES48057,PT,ES48057,12.3
2018,,ADM_MUN,,,ES48057,PT,ES48057,9
2020,,ADM_MUN,,,ES48057,PT,ES48057,13.5
2020,,ADM_MUN,,,ES48055,PT,ES48055,2.7
2018,,ADM_MUN,,,ES48055,PT,ES48055,5.1
2017,,ADM_MUN,,,ES48055,PT,ES48055,6.2
2021,,ADM_MUN,,,ES48055,PT,ES48055,2.5
2019,,ADM_MUN,,,ES48055,PT,ES48055,3.6
2019,,ADM_MUN,,,ES48056,PT,ES48056,2.5
2018,,ADM_MUN,,,ES48056,PT,ES48056,2
2017,,ADM_MUN,,,ES48056,PT,ES48056,2
2020,,ADM_MUN,,,ES48056,PT,ES48056,2.7
2021,,ADM_MUN,,,ES48056,PT,ES48056,3.5
2017,,ADM_MUN,,,ES01034,PT,ES01034,5.1
2021,,ADM_MUN,,,ES01034,PT,ES01034,5.1
2018,,ADM_MUN,,,ES01034,PT,ES01034,4.2
2019,,ADM_MUN,,,ES01034,PT,ES01034,6.2
2020,,ADM_MUN,,,ES01034,PT,ES01034,3.7
2019,,ADM_MUN,,,ES48081,PT,ES48081,9.6
2017,,ADM_MUN,,,ES48081,PT,ES48081,8.7
2021,,ADM_MUN,,,ES48081,PT,ES48081,11.6
2018,,ADM_MUN,,,ES48081,PT,ES48081,8.3
2020,,ADM_MUN,,,ES48081,PT,ES48081,8.6
2018,,ADM_MUN,,,ES20053,PT,ES20053,18.3
2020,,ADM_MUN,,,ES20053,PT,ES20053,17.5
2017,,ADM_MUN,,,ES20053,PT,ES20053,22.2
2019,,ADM_MUN,,,ES20053,PT,ES20053,17.5
2021,,ADM_MUN,,,ES20053,PT,ES20053,19.9
2020,,ADM_MUN,,,ES20054,PT,ES20054,6.9
2018,,ADM_MUN,,,ES20054,PT,ES20054,9.6
2017,,ADM_MUN,,,ES20054,PT,ES20054,9.9
2021,,ADM_MUN,,,ES20054,PT,ES20054,7.4
2019,,ADM_MUN,,,ES20054,PT,ES20054,9.4
2020,,ADM_MUN,,,ES48903,PT,ES48903,4.1
2019,,ADM_MUN,,,ES48903,PT,ES48903,2.9
2017,,ADM_MUN,,,ES48903,PT,ES48903,1.9
2018,,ADM_MUN,,,ES48903,PT,ES48903,1.9
2021,,ADM_MUN,,,ES48903,PT,ES48903,2.4
2018,,ADM_MUN,,,ES48058,PT,ES48058,19.9
2019,,ADM_MUN,,,ES48058,PT,ES48058,10.1
2020,,ADM_MUN,,,ES48058,PT,ES48058,14.9
2017,,ADM_MUN,,,ES48058,PT,ES48058,9.4
2021,,ADM_MUN,,,ES48058,PT,ES48058,11.1
2019,,ADM_MUN,,,ES48059,PT,ES48059,0.4
2018,,ADM_MUN,,,ES48059,PT,ES48059,0.4
2017,,ADM_MUN,,,ES48059,PT,ES48059,0.4
2021,,ADM_MUN,,,ES48059,PT,ES48059,1.3
2020,,ADM_MUN,,,ES48059,PT,ES48059,0.4
2017,,ADM_MUN,,,ES48060,PT,ES48060,14.6
2019,,ADM_MUN,,,ES48060,PT,ES48060,11.8
2018,,ADM_MUN,,,ES48060,PT,ES48060,11.3
2021,,ADM_MUN,,,ES48060,PT,ES48060,11.9
2020,,ADM_MUN,,,ES48060,PT,ES48060,12.8
2017,,ADM_MUN,,,ES48061,PT,ES48061,5.3
2021,,ADM_MUN,,,ES48061,PT,ES48061,5.9
2020,,ADM_MUN,,,ES48061,PT,ES48061,7
2019,,ADM_MUN,,,ES48061,PT,ES48061,5.7
2018,,ADM_MUN,,,ES48061,PT,ES48061,7.5
2017,,ADM_MUN,,,ES20901,PT,ES20901,24
2020,,ADM_MUN,,,ES20901,PT,ES20901,28.7
2019,,ADM_MUN,,,ES20901,PT,ES20901,21.5
2018,,ADM_MUN,,,ES20901,PT,ES20901,21.7
2021,,ADM_MUN,,,ES20901,PT,ES20901,23.7
2019,,ADM_MUN,,,ES48062,PT,ES48062,4.2
2017,,ADM_MUN,,,ES48062,PT,ES48062,3.8
2018,,ADM_MUN,,,ES48062,PT,ES48062,4.1
2021,,ADM_MUN,,,ES48062,PT,ES48062,4.9
2020,,ADM_MUN,,,ES48062,PT,ES48062,4.7
2018,,ADM_MUN,,,ES48063,PT,ES48063,4.3
2017,,ADM_MUN,,,ES48063,PT,ES48063,5.3
2019,,ADM_MUN,,,ES48063,PT,ES48063,7
2021,,ADM_MUN,,,ES48063,PT,ES48063,8.7
2020,,ADM_MUN,,,ES48063,PT,ES48063,8.9
2019,,ADM_MUN,,,ES48064,PT,ES48064,5.2
2021,,ADM_MUN,,,ES48064,PT,ES48064,5.2
2017,,ADM_MUN,,,ES48064,PT,ES48064,3.9
2020,,ADM_MUN,,,ES48064,PT,ES48064,3
2018,,ADM_MUN,,,ES48064,PT,ES48064,4.3
2019,,ADM_MUN,,,ES01039,PT,ES01039,11.7
2018,,ADM_MUN,,,ES01039,PT,ES01039,20.1
2017,,ADM_MUN,,,ES01039,PT,ES01039,23.4
2020,,ADM_MUN,,,ES01039,PT,ES01039,8.8
2021,,ADM_MUN,,,ES01039,PT,ES01039,10.8
2021,,ADM_MUN,,,ES48066,PT,ES48066,29.7
2018,,ADM_MUN,,,ES48066,PT,ES48066,3.6
2017,,ADM_MUN,,,ES48066,PT,ES48066,3.3
2020,,ADM_MUN,,,ES48066,PT,ES48066,4.5
2019,,ADM_MUN,,,ES48066,PT,ES48066,2.9
2019,,ADM_MUN,,,ES48068,PT,ES48068,6.2
2018,,ADM_MUN,,,ES48068,PT,ES48068,9
2021,,ADM_MUN,,,ES48068,PT,ES48068,5.8
2017,,ADM_MUN,,,ES48068,PT,ES48068,18.1
2020,,ADM_MUN,,,ES48068,PT,ES48068,9.8
2021,,ADM_MUN,,,ES48069,PT,ES48069,15.7
2019,,ADM_MUN,,,ES48069,PT,ES48069,13.1
2020,,ADM_MUN,,,ES48069,PT,ES48069,14.6
